host,label,n_points,SDE,SDE_raw,FAP,period,period_uncertainty,T0,duration,depth,depth_mean,depth_mean_std,depth_mean_even,depth_mean_odd,odd_even_mismatch,rp_rs,snr,transit_count,distinct_transit_count,empty_transit_count,pl_names,n_planets_in_catalog,ra,dec,st_rad,st_teff,st_mass,n_original,n_after_quality,n_after_outliers,n_final,points_removed_pct,pre_norm_median_flux,flux_source,chi2red_min,depth_consistency_std,secondary_eclipse_depth,transit_shape_ratio,depth_duration_ratio,r_star_used,m_star_used
TIC_369861731,0.0,15181.0,9.906409585888085,9.126477689203456,8.0032e-05,3.8692987398698615,0.0288315714461597,3860.743295239932,0.0790755540558607,0.997851892530879,0.998078543500572,0.0002549740609086,0.9978393752859636,0.9982388370912134,0.5438674490745051,0.041033585876264,7.516159538933439,6.0,5.0,1.0,,,161.043532476053,-86.3200199944674,1.15,5617.0,,,,,,,,,2.0500739065252615e-05,0.0006034275637172,-4.1512935067711254e-05,0.458941052503357,12.618968079894511,1.15,1.0
TIC_369864738,0.0,13623.0,7.312838071420369,5.2253025546061815,,7.050635075236189,0.0024343145394984,2036.908459213921,0.0329783960536018,0.9997606904053024,0.9998756722899078,3.516333418402941e-05,0.99988875327798,0.9998627568839632,0.2614276113346909,0.0103557344702755,3.329342616607023,29.0,28.0,1.0,,,163.629388408692,-87.2696994539127,2.21,6819.0,,,,,,,,,4.371460116332598e-07,4.2987733568056987e-05,2.873139573089656e-05,-1.6210092843933597,30.315625077105945,2.21,1.0
TIC_370745311,0.0,13157.0,24.69481940731564,23.397743922310255,8.0032e-05,0.6260492302745447,0.0016759825773483,2281.900985455178,0.0196835563732732,0.9992218764702024,0.9993003290975148,4.926347439674201e-05,0.9993763292756817,0.9992254094906016,1.0864559628560422,0.025240387829326,14.86016919274442,39.0,36.0,3.0,,,144.581933139333,-67.5052011801051,0.93,5622.0,,,,,,,,,9.522890761140612e-07,0.0002760796096439,-2.2413780538244055e-06,-0.3934916653823424,50.76429571573609,0.93,1.0
TIC_370759867,0.0,13155.0,4.972209907703699,4.465109030654987,,0.6375011608586137,0.0304591528164563,3612.583728018365,0.0131197218259222,0.9998161636990596,0.9999324773305852,5.213520014042112e-05,0.9999475974547972,0.9998954330262656,0.3333122508518438,0.0171926342169418,1.4101893517462063,5.0,5.0,0.0,,,28.1632141098184,55.1860337092149,0.97,5865.0,,,,,,,,,7.935914479557737e-07,0.0003590226824811,-3.617221969953732e-05,-0.6128953689480906,76.2071160475067,0.97,1.0
TIC_37084932,0.0,17332.0,15.54062672670615,11.803126286671676,8.0032e-05,6.586546269409843,0.0543967070705715,2202.7974008137176,0.1063585402299936,0.9987688552299698,0.9987665090087744,7.605442749698386e-05,0.9992049235836308,0.9978331102364996,6.873547758251478,0.0315545295126056,19.03715451307962,4.0,4.0,0.0,,,98.123772096494,-3.5448296697337,,8829.0,,,,,,,,,7.990352908990147e-07,0.0007303482155088,-7.479730578374699e-05,,9.390584461484668,1.0,1.0
TIC_370877263,0.0,14113.0,4.794425244358174,5.470690851114603,0.037535014,1.1192748733531517,0.0039202554509991,3747.447630334922,0.0212325978599718,0.9998498764945112,0.9998596324820194,4.6111417754294366e-05,0.9998085959347632,0.9999148071277018,0.8193482279195335,0.0111423680147808,3.125760156312716,29.0,29.0,0.0,,,145.174436455342,-66.6545112375011,1.28,6429.0,,,,,,,,,6.206240651139416e-07,0.0002481204453976,-7.806857023062719e-06,-0.2378566648531571,47.09032230010121,1.28,1.0
TIC_371210825,0.0,15767.0,14.547803230900326,12.69746984636836,8.0032e-05,0.8065800782737013,0.0023479539502828,2500.368700340312,0.0349587335244298,0.9992237054880042,0.9992625551313368,7.3677765359549e-05,0.9992484742504388,0.9992765921465622,0.1349463065305209,0.0254886713623743,10.17115400931168,30.0,28.0,2.0,,,111.559569190654,32.3841468342836,0.89,4252.9,,,,,,,,,3.399379149606228e-06,0.0003633104727093,0.0002589824823732,0.8546110005707147,28.582949230404143,0.89,1.0
TIC_371673488,0.0,991.0,4.784843874483278,4.929604589217099,0.023209284,3.429713833956919,0.0049049514316494,1765.4546345745998,0.4124994383606462,0.9998190784530242,0.999845070274526,2.869667686349139e-05,0.9998702569965592,0.9998208522725708,0.6107987338089647,0.0155629341914137,5.666529098256541,28.0,25.0,3.0,,,343.233179623255,59.85096045717,1.85,8911.0,,,,,,,,,7.91983465183981e-08,7.46109360065544e-05,0.0001945519334292,,2.423807126687255,1.85,1.0
TIC_371711170,0.0,14914.0,6.096690970178876,4.774813550901907,,1.7350295483081932,0.0078441942903211,2745.234371072527,0.0267430699413897,0.998865801464756,0.9987535359445135,0.0002475258762632,0.9986126332668704,0.9988460896641422,0.3332634463432906,0.0321359836638371,4.655834871150716,12.0,10.0,2.0,,,70.1002770977381,81.0772918736885,3.31,6126.0,,,,,,,,,1.2051554437546942e-05,0.0008998455020645,9.269423905333696e-05,,37.35045391773934,3.31,1.0
TIC_372505528,0.0,962.0,6.730972331351582,8.791545139578803,8.0032e-05,3.887211328756541,0.0350646532706055,1957.676413884541,0.0801786753847681,0.998690989465292,0.9984201147791129,0.000201512034078,0.9985468157380174,0.998192053053084,0.5874731383357986,0.0358321974285855,8.789810034092563,7.0,5.0,2.0,,,6.14030498761363,62.2356293029851,1.51,6827.0,,,,,,,,,4.55850421148362e-07,0.0004278051287808,9.520271834051464e-05,32.910807954595455,12.455818017355496,1.51,1.0
TIC_372596796,0.0,18694.0,17.482340502912642,16.980184744507476,8.0032e-05,3.539574491805518,0.0145916558927681,3749.6021242320176,0.0877345644679148,0.992251675953378,0.9926193101235048,0.000240089031636,0.9924663902322236,0.9928377671110492,0.5292161706656443,0.080457235242831,29.7874168993537,8.0,7.0,1.0,,,151.499868847761,-66.8975680416876,1.14,5971.0,,,,,,,,,2.5667678950034845e-05,0.000526678866683,-0.0007578289047447,44.87066583850826,11.309700822829662,1.14,1.0
TIC_372913430,0.0,14023.0,8.659920277618141,6.807913606969516,0.012084834,0.6649104742464604,0.0027002637459632,2036.7213033103503,0.0219958022803081,0.9997915542943222,0.99977610150585,3.2364400395642494e-05,0.9997756802465676,0.9997765262180774,0.0092538315077972,0.0130483808833164,6.980949851871738,37.0,36.0,1.0,,,119.533551200625,-60.7805524462682,3.39,10341.0,,,,,,,,,2.521913469592781e-07,0.0001445100698085,9.288595725909232e-08,0.7694708494891455,45.45374347128919,3.39,1.0
TIC_373424049,0.0,16516.0,5.346112948364715,8.967456222081868,8.0032e-05,1.9199495779984537,0.0043819265900583,1544.4161386254466,0.00701458368006,0.9998375217756386,0.9998553672733156,1.534362446050273e-05,0.9998550643541017,0.9998556950219736,0.0145027040607258,0.0112222484937003,9.121296897631009,25.0,23.0,2.0,,,140.056775122065,-53.1196807073873,1.82039,8688.0,,,,,,,,,3.5066525809592474e-07,0.0002014867630118,4.068872734563911e-05,1.0149927154790312,142.5369725957972,1.82039,1.0
TIC_373453507,0.0,1152.0,5.280655864774065,5.287010849682626,0.07194878,4.5891567954908625,0.0904550793028162,1441.4107899956746,0.150752852303359,0.9995485213551224,0.9995342049608976,7.7548671026438e-05,0.9995746895390883,0.9994908286271212,0.3865318015754593,0.0199249281497958,6.145316855351142,5.0,4.0,1.0,,,76.5242095189946,10.5942357313422,1.37,5600.0,,,,,,,,,1.628622425422823e-07,0.0001016029958758,0.000217887608424,,6.6303788358427695,1.37,1.0
TIC_373576942,0.0,15367.0,11.373084888602827,16.966497521475947,8.0032e-05,1.7817461309950415,0.0035769409626262,2797.5609288661117,0.0473985092476434,0.9922593969129432,0.993048209181654,0.0002662045368105,0.9926470649870982,0.9934146301885264,1.0200862692319763,0.0761869275901426,25.97638577905788,30.0,23.0,7.0,,,320.428001753307,37.8228822886986,1.59,6245.0,,,,,,,,,6.203991522967289e-05,0.0012788279981793,0.0012939473016208,0.6754185019787246,20.934400947689664,1.59,1.0
TIC_373614579,0.0,16398.0,23.114612246508095,18.854509007621964,8.0032e-05,8.21636502414254,0.0472024997714504,2581.1669554850964,0.0558580922636387,0.9841316505391654,0.9807234977834888,0.0003623324703287,0.9807506337969824,0.980679401761562,0.0685806298401416,0.1184850404484265,29.17631278353026,4.0,4.0,0.0,,,114.188412896455,44.0516609264299,0.824569,5236.1,,,,,,,,,2.6095047467468683e-05,0.0015577068274272,-0.0006365792449711,-0.5627610118682815,17.61842574025383,0.824569,1.0
TIC_373729723,0.0,821.0,4.213449024782864,3.66298675773055,,4.9529498455573355,0.1523178817940653,1931.0373715181895,0.1963625910102741,0.9990592273162616,0.998887238924401,0.0001060546572101,0.998573675185816,0.9994892813024842,3.4210988141518395,0.0326137822134943,8.25482403923892,3.0,3.0,0.0,,,193.407177130441,24.3732252891561,0.83,5268.9,,,,,,,,,1.2394274578667035e-06,0.0006564673564179,0.0008134146712259,,5.0878287059473,0.83,1.0
TIC_373785851,0.0,12653.0,3.2757679208135717,7.59693084490062,0.000240096,6.058687626597066,0.0198875440856802,2721.5328551623156,0.0282424182706065,0.9980257645398888,0.99813347120569,0.0001333156675439,0.9983114780330776,0.997955464378302,0.9524897346645074,0.0382656394855948,14.078262967797354,6.0,4.0,2.0,,,27.7785249222532,63.0814407790581,2.36,6895.0,,,,,,,,,2.0411752892985504e-06,0.0005731730184651,-3.713976880370673e-05,-0.7687513254565566,35.3378296071265,2.36,1.0
TIC_374177909,0.0,921.0,23.57248107869788,6.626037550127842,0.00040016,0.1638916604042173,0.0018781145089712,1739.2552746523984,0.0160410790575399,0.9920336903377868,0.9914380223927132,0.0014710486439097,0.9913291013262576,0.991553751025822,0.0542734495342961,0.086492977787976,5.71499489578158,35.0,30.0,5.0,,,347.593929909825,41.1437682335399,0.29,3314.0,,,,,,,,,6.809752517365785e-05,0.0085147012805047,0.007546022901425,2.18241733078315,61.84332654800391,0.29,1.0
TIC_374200604,0.0,15629.0,6.581662300027891,15.240987634286071,8.0032e-05,3.0383138031923154,0.0022105278887852,2527.310357367927,0.031510040929861,0.998391626582332,0.998862922531944,0.000122609093956,0.999089114453436,0.998614409039252,1.3700467197715251,0.0322143707173674,9.290444400333236,31.0,29.0,2.0,,,158.073449594649,2.23792936528249,1.65999,5690.2,,,,,,,,,9.587920054265122e-06,0.000428921265691,-1.021382763166656e-05,-0.1620997772559449,31.684872412723216,1.65999,1.0
TIC_374400599,0.0,16749.0,11.259158788584614,13.324519083187228,8.0032e-05,1.8912569606502505,0.0108885817839977,2719.5230192774584,0.0851270807358522,0.9988182688803736,0.998935224170048,4.5270101359462184e-05,0.9989563152345642,0.9989141331055316,0.3295046451941682,0.0311585339043428,24.84732239036129,13.0,12.0,1.0,,,34.6979351824285,64.3563947888199,2.04,6904.3,,,,,,,,,1.3607464208379087e-06,0.0001545174658611,0.0003781084300793,6.294342780090883,11.7332611461174,2.04,1.0
TIC_374778982,0.0,19475.0,15.601560725560836,15.251973914422736,8.0032e-05,2.3913757991241775,0.0130879456158179,2882.9663930756237,0.1084616616305996,0.9938303360186964,0.9943465857663832,0.0003508709889593,0.9946939622338536,0.9939992092989126,0.7004785493246962,0.0734327833423273,16.609036956161322,12.0,12.0,0.0,,,31.750286708573,55.1788205137458,0.87,5097.0,,,,,,,,,9.886790452870578e-05,0.0006996085311327,0.0007097661732522,,9.162964323776444,0.87,1.0
TIC_374847873,0.0,19274.0,12.146002907251438,11.6919919782609,8.0032e-05,2.0421182544910534,0.0105023018660588,3747.2549538813614,0.0568584618240054,0.9967142138734538,0.9972022851947838,0.0002862955000337,0.9970832543288032,0.9973217322526036,0.2945495819133594,0.0515497772046031,9.98202614417548,14.0,14.0,0.0,,,151.064971237966,-63.3770046710977,,5371.5,,,,,,,,,4.500009413070569e-05,0.000804500950332,0.000237421849507,25.8515462534302,17.529742836846236,1.0,1.0
TIC_375199523,0.0,12915.0,4.220929867263642,11.830797868153931,8.0032e-05,3.9057053464530354,0.010343986705263,3507.0912226867576,0.0333528617769705,0.9987659301576688,0.9982839391037052,0.0001522602808103,0.9985840081619616,0.9980843786135056,1.147767265438614,0.037915978909241,11.48044863593106,14.0,10.0,4.0,,,309.34322621705,6.15285442243255,2.32,5369.0,,,,,,,,,7.745992810289915e-06,0.0009623749584307,-9.568205330712232e-05,0.5432134026825989,29.94543427296836,2.32,1.0
TIC_375225453,0.0,14966.0,6.189933046987821,3.654833694808651,,0.6161697516254087,0.0025905053825415,2282.169355350959,0.0160042205702808,0.9998093570253418,0.9998560472129666,5.0739571082197966e-05,0.999864828424971,0.999846561625668,0.1273923533860459,0.0119336479731793,2.8073026097284703,28.0,25.0,3.0,,,133.827009077003,-73.173389748593,2.8908899,6553.0,,,,,,,,,1.021553237545984e-06,0.0002015592882358,8.0784452655136e-06,-1.8499173984150776,62.47160570143277,2.8908899,1.0
TIC_37575651,0.0,12965.0,5.8621929397217425,4.549286362359113,0.070908363,5.958715958751769,0.0339418477127106,1523.2235422217973,0.03891524033218,0.9995994766019044,0.9996152030064414,7.241657554280233e-05,0.9997864534130786,0.999246355976761,2.801833740045,0.0179978692686055,5.755689536416168,4.0,3.0,1.0,,,135.340487609277,-28.3245796043104,,5780.0,,,,,,,,,3.643425328651831e-07,0.0002692299659297,1.7063924741211878e-05,0.4991086429679616,25.686581094433333,1.0,1.0
TIC_376682699,0.0,12874.0,10.14920706010139,16.12184323670623,8.0032e-05,2.203247450301441,0.0045967942820659,3395.792017382052,0.0493158854221844,0.9990806588484922,0.9991487705424632,5.3188389448849505e-05,0.9991258088572734,0.9991717322276528,0.3053931045694226,0.0255957517856629,15.88264745337326,26.0,16.0,10.0,,,340.352206348234,69.0744482297178,2.0,9218.0,,,,,,,,,1.9636096129483257e-06,0.0001938935745547,0.0002025155276076,0.8308832602444913,20.25879998494487,2.0,1.0
TIC_376740324,0.0,18542.0,19.912798686015687,18.997477650607365,8.0032e-05,4.537764088814318,0.0203486005307489,3749.577648120112,0.0369701277625959,0.9888742442284368,0.9890154755852542,0.0009428679386862,0.988723388763265,0.9891891488307611,0.1725288006244834,0.0948575509922736,19.142734701448436,6.0,5.0,1.0,,,153.301603134139,-62.8753700550043,,9046.0,,,,,,,,,1.890225019941073e-05,0.0040359578220378,-0.0007613392971386,,26.747926070975577,1.0,1.0
TIC_376838000,0.0,945.0,3.1456491998193346,4.163479287963876,,11.175688065054118,0.0793640195769249,1768.972328381824,0.6480137468124009,0.9997484566982112,0.999798989289788,4.613829147016268e-05,0.999886171606528,0.999711806973048,1.4011243191632807,0.0142177840845213,5.2310920514985595,4.0,4.0,0.0,,,340.909504329659,69.0919169036381,2.0,10596.0,,,,,,,,,8.166285161195634e-08,0.000139327316964,9.667753278430612e-05,,1.542788963376169,2.0,1.0
TIC_377024332,0.0,3294.0,4.227056815399837,4.480306779183853,,7.194289568990726,0.0053472046648329,2526.5638014808073,0.1402849714895353,0.999760948273762,0.9998312114092704,3.82026845239708e-05,0.9998239803628968,0.9998384424556442,0.1353302425699808,0.0124867988308987,4.299115780951424,17.0,16.0,1.0,,,147.221502827425,8.97430509549269,1.36,6200.0,,,,,,,,,9.835573444735109e-08,1.377588321310741e-05,-1.297018642665293e-05,-0.8562629555400936,7.12664327232187,1.36,1.0
TIC_377144784,0.0,17991.0,10.66208043762536,8.249186506198598,8.0032e-05,2.3889174160690367,0.0066689849781598,2854.015817664117,0.0807954026818005,0.9995648821963328,0.9997562317889,2.8471185832478246e-05,0.9996546844775874,0.9998484863091242,2.41522401313954,0.014583439284752,8.658447247745785,24.0,21.0,3.0,,,342.443125817548,68.2510568558219,4.73,5017.0,,,,,,,,,1.1534129863465876e-06,0.0001259416801103,6.339538073663054e-05,1.674367090597378,12.371556413091422,4.73,1.0
TIC_377165123,0.0,16698.0,4.815160975217974,5.635591407676035,,0.8580098790451867,0.0797672435667502,2580.972861275889,0.0035855257629819,0.9982683458347424,0.9948169201621904,0.0010501717127735,0.9960810830634907,0.99228859435959,1.2833921183726964,0.0660819529256423,6.483685948430146,3.0,3.0,0.0,,,285.796899525716,57.3881166586338,0.84,5095.0,,,,,,,,,3.633623852689322e-05,0.0030452773017295,0.0004215146127056,-1.866634167794072,278.4161687363064,0.84,1.0
TIC_377290815,0.0,19610.0,4.306159138905811,6.87437067212168,0.004481793,2.1421937077802204,0.0069392489214996,2392.643378836692,0.0288682631780218,0.999705222006015,0.9997099085012646,5.877927635608288e-05,0.9997784957133806,0.9996413212891484,0.8279170724144511,0.0166079517205694,4.951396992875219,13.0,12.0,1.0,,,286.59309177295,56.6294914414925,1.84,6194.2,,,,,,,,,1.1374934005732995e-06,0.0002255618224243,-4.363314136890395e-06,-12.852350519762975,34.6299053684365,1.84,1.0
TIC_377304435,0.0,19533.0,6.2340242035714235,7.064631919101841,8.0032e-05,11.383889574708482,0.1036182314030398,2401.1700992964247,0.0959128214283811,0.9984179104669604,0.9986797904890008,0.0001600973357513,0.9990334912395968,0.9983307436956496,1.5816121667914258,0.0355392078612649,8.241584039826646,2.0,2.0,0.0,,,287.050197014784,55.3036711893674,2.14,6314.0,,,,,,,,,3.852150675107099e-06,0.0005622293828915,-3.0026168516439355e-05,-0.0726877116591006,10.409639666501596,2.14,1.0
TIC_377420580,0.0,10788.0,9.702716748762388,8.187196610736217,8.0032e-05,4.657304297472771,0.0411435152034944,2857.358967158254,0.1213342015097544,0.9992767472957906,0.9993856718116922,6.137487433285317e-05,0.9995465106525222,0.9992248329708624,1.873724956549816,0.0241853390410249,10.680768227271148,6.0,6.0,0.0,,,341.964758283416,60.1736346670765,,4980.0,,,,,,,,,1.035820634723748e-06,0.0002379329257388,-6.787274561270706e-06,,8.235738438641771,1.0,1.0
TIC_377739433,0.0,965.0,6.710803980248647,3.653488716934736,,11.617394308132951,0.2698648344764112,1769.007522105085,0.9613324989069018,0.999656806740349,0.9997128180097008,3.565129065644775e-05,0.9997128180097008,,,0.0163616464695324,6.444988076825481,3.0,2.0,1.0,,,348.573826458632,65.9579463094894,3.4,6524.0,,,,,,,,,1.3649219808916346e-07,2.446976863246242e-06,0.0002483612637506,15.088407319573005,1.0398658194506318,3.4,1.0
TIC_378355116,0.0,17991.0,3.717491855758733,6.361009934777113,0.019607843,9.88749706522021,0.0790884614600893,2853.3592620587347,0.0328112241018982,0.998374697579506,0.9975894085962056,0.0004171859939961,0.9975894085962056,,,0.0422110831314749,7.769131675851152,3.0,2.0,1.0,,,358.248399741811,60.4816642209229,2.08,8124.0,,,,,,,,,3.56318912900379e-06,0.0016243522760297,2.378457569696124e-05,0.0163008353422555,30.42784062182392,2.08,1.0
TIC_379629854,0.0,15333.0,8.63472341857283,10.481704495004172,8.0032e-05,1.4173105362854177,0.0073802061167878,2719.2486176510433,0.0492508464085672,0.999436965900003,0.9993138535616164,8.592886630855994e-05,0.999284574161146,0.9993467498292038,0.2554939015997637,0.0254332492164047,7.370041887787362,17.0,15.0,2.0,,,34.2937157897234,70.3960117251899,1.62,6603.0,,,,,,,,,3.1008373589102354e-06,0.0002224447810042,0.000191159067362,2.335519867092877,20.29278761240031,1.62,1.0
TIC_379723086,0.0,878.0,7.005580771767884,6.138662886313014,0.000240096,7.417508500094659,0.0464089951725346,1632.687723413767,0.0779075150963637,0.9989004955910308,0.9988906256853516,0.0001443524361527,0.9988906256853516,,,0.0314820966859717,8.22325581982176,3.0,2.0,1.0,,,256.819717485982,-66.1269978093679,1.45,5822.0,,,,,,,,,8.321080407479635e-08,6.972086931267274e-05,0.0001383646646425,2.2731968119073063,12.821619254002544,1.45,1.0
TIC_379931600,0.0,19422.0,13.13144968950219,18.302230575619028,8.0032e-05,2.9330317011965805,0.0168003872973891,2393.5095977098567,0.0804802196378585,0.9976945454048122,0.9972878110025156,5.144891598063641e-05,0.9970893166791412,0.9974378920762867,2.4638649454251698,0.0461699372797512,41.44143304925501,9.0,8.0,1.0,,,293.427333144702,29.5962973325973,1.3,4884.5,,,,,,,,,1.186805158441795e-06,0.0002826936793475,-0.0002135514492123,-0.7881241310615694,12.396767179490762,1.3,1.0
TIC_380517859,0.0,18961.0,16.249712228444547,12.051371401773864,8.0032e-05,1.11011136343283,0.00626862021646,3340.7399056935624,0.0816739656649018,0.976909642570898,0.9812310135493412,0.0017849106221284,0.9779013969454228,0.9851917031729556,1.4441482209306962,0.131765305785189,10.609168536389946,25.0,24.0,1.0,,,303.666943879232,30.7760777114236,0.49,3613.0,,,,,,,,,0.0048452843751041,0.0074488449356736,0.0149981994640526,,11.96108986037286,0.49,1.0
TIC_380886535,0.0,16074.0,8.703392422603908,7.656594822549953,8.0032e-05,4.443831813803603,0.0320415468058778,2117.832026472288,0.0596230415790168,0.9985174057816908,0.9987557249570436,0.0001832968102699,0.9993631083500782,0.9983508026950207,1.9853302201107568,0.0332570842578312,7.024336701959435,6.0,5.0,1.0,,,19.461165697198,0.347114529386083,1.51595,5829.6,,,,,,,,,8.150076818285933e-06,0.000469170089782,-4.9748610627897705e-05,-0.1283502166804339,16.747173229302344,1.51595,1.0
TIC_382188882,0.0,12764.0,9.76622752331214,13.87337027447419,8.0032e-05,2.3969944712331412,0.0302325120749324,1387.7574160238662,0.0506541004507534,0.9981206546127748,0.9969946161221228,0.000134347227368,0.996933521321503,0.997048074072665,0.3005922628668607,0.0523204621083232,26.48315538742978,4.0,4.0,0.0,,,81.352982658242,-55.0199010421288,1.58083,6366.0,,,,,,,,,1.9437215100172706e-06,0.0013968960222999,-6.606819018029064e-05,1.0881030333487296,19.70463685527613,1.58083,1.0
TIC_382302241,0.0,16777.0,15.489435444691743,12.34480859574408,8.0032e-05,1.5969620920555132,0.0087051373711042,2037.0835761872995,0.0556404940669439,0.99910348574636,0.9991960103591244,8.715423662199733e-05,0.9993087738548798,0.9990451891835516,1.0486708904361104,0.0269757317826188,9.106864160470916,15.0,14.0,1.0,,,83.3488808509217,-58.7452019436756,0.79,5037.6,,,,,,,,,4.357315100671687e-06,0.0002495565402737,0.0001303957088388,23.30957801295166,17.956409311252482,0.79,1.0
TIC_382331352,0.0,13492.0,6.115458531066611,5.721910131107952,0.045218087,0.998942763377246,0.0028285753988249,2334.2025651888134,0.0212997641706032,0.9997464248906076,0.9997617973121866,5.94605022207088e-05,0.9997596616400642,0.9997643051089972,0.0274515548792659,0.0143205750485511,3.7844787247734946,27.0,26.0,1.0,,,215.805294071202,-63.0459639181508,,,,,,,,,,,1.1355726709288364e-06,0.0002616647602974,-7.038010236604109e-06,-0.5216794835992974,46.936971549685246,1.0,1.0
TIC_382437043,0.0,18276.0,3.1497155276731976,5.472406581863412,0.070588235,2.762434502067302,0.0902057245778173,1325.8298344999591,0.0102083479566004,0.9996544713703592,0.999432606041312,9.042575077877006e-05,0.9996728772533962,0.999137272676458,2.15093419512921,0.0233703514423841,7.551445101745249,2.0,2.0,0.0,,,117.215069399442,-63.720242960986,2.04178,6516.0,,,,,,,,,6.029491381996707e-07,0.0005554816346121,-7.1175322791106055e-06,,97.92519569476605,2.04178,1.0
TIC_382474101,0.0,16470.0,21.812459625724532,21.53100390174439,8.0032e-05,2.6534822554873534,0.0101359445077637,1354.6048505709614,0.0241362650660131,0.996263976256912,0.9954439774255168,0.0003581310637728,0.9956850165268354,0.9947208601215612,1.2613658178107212,0.0549682563141902,13.498399669855411,11.0,4.0,7.0,,,12.274293,-52.046527,,6054.0,,,,,,,,,1.254635683380549e-06,0.000551946312544,-4.357902218465881e-05,-0.0957593754534143,41.276642161996186,1.0,1.0
TIC_383531859,0.0,18491.0,3.2836222162881605,6.592337811986024,8.0032e-05,5.037746706259066,0.0493189783607013,2335.1334661243372,0.0414369242284954,0.9994366450596692,0.9991671395940108,7.839198000437518e-05,0.9987156450075532,1.0000575872506348,7.013565737474183,0.0281744966504567,13.193687164325462,3.0,3.0,0.0,,,216.147729524116,-60.3835916946004,2.14183,9184.7,,,,,,,,,8.539185655915126e-07,0.0007626102673635,-1.5406830538244876e-05,-0.96501382650694,24.119469860950133,2.14183,1.0
TIC_383666033,0.0,816.0,6.598157421543565,4.589957321094939,0.076030412,3.9617110717088257,0.0395458204638063,1518.5980154143122,0.1361161971231249,0.9992559289029418,0.9993769217831528,0.0001017953517,0.9992271025515712,0.9995267410147342,1.080929732409502,0.0222364921339498,5.899503276977247,6.0,4.0,2.0,,,135.035038928123,-56.0691897587057,1.03,6138.0,,,,,,,,,3.4966065956720013e-07,0.0002841355748203,0.0003171772844523,0.3721080644482982,7.34119781497464,1.03,1.0
TIC_383723559,0.0,1158.0,4.2109344443537395,5.618707891816676,0.024009604,2.650920817152715,0.0260180608204945,1685.3415364063285,0.1305153057632961,0.9998309671908449,0.9998202791638104,2.7222002213019777e-05,0.999779478522982,0.9998692399328044,1.1809432277617309,0.0125794396034307,5.630900762297992,10.0,9.0,1.0,,,279.715352477622,43.0939832737745,2.18,6173.0,,,,,,,,,5.5362721620855574e-08,9.438000527506932e-05,9.405095495140792e-05,,7.660641495980162,2.18,1.0
TIC_384045439,0.0,12874.0,5.740814693891201,4.533765130985409,,1.0599364562636862,0.0245849853560926,3395.5262403103143,0.0147436976858621,0.999677845021828,0.999590854891431,0.0001031566689609,0.9996732073732588,0.9995069485891908,0.5719446461334373,0.0202926743827542,3.7042492073143074,6.0,4.0,2.0,,,327.27468338029,53.2937244732045,0.68,5113.0,,,,,,,,,1.3004716866774208e-06,0.0003850697426403,7.543766858031375e-05,,67.80374003330456,0.68,1.0
TIC_384386061,0.0,14470.0,11.418545619104217,7.922527437913177,8.0032e-05,5.773876872396366,0.0472661483286165,3101.2302969935404,0.1004735469821446,0.9938844210818598,0.9948098784767656,0.0005135946113986,0.9951403311732124,0.9944747715169888,0.4592048252402683,0.0703276222408085,10.172197364261685,4.0,4.0,0.0,,,249.368744779531,-80.9740732630257,,5558.7,,,,,,,,,7.424417932994207e-05,0.0016575256226046,9.104285313721316e-05,-0.8651635328039122,9.892000938898727,1.0,1.0
TIC_384549882,0.0,13288.0,3.9041468801670858,13.590566925215343,8.0032e-05,2.5697990922496934,0.0016028825804027,2256.1262777421616,0.0210900102497015,0.9996376276941996,0.999525787303624,3.0541333952994386e-05,0.999543347584575,0.99950831352652,0.4057297780851797,0.0197502466625552,14.511546109107176,40.0,32.0,8.0,,,136.5277834555,-54.9039529004948,2.52,11892.0,,,,,,,,,4.440516817016375e-07,0.0001981934071511,-1.8450100835787353e-05,0.9486612043693032,47.39863166772753,2.52,1.0
TIC_384744828,0.0,19334.0,11.023420374068884,18.64274537045429,8.0032e-05,3.0379909026397103,0.0119185951606399,2363.506124544921,0.0454965609030972,0.9987778029532154,0.9985774772721736,7.523132575178852e-05,0.9984479999552416,0.9987057557250602,1.2196731300970127,0.0358293624920718,21.69621781801311,9.0,8.0,1.0,,,258.918704757131,-79.6481301084574,2.40325,5715.4,,,,,,,,,9.281472330516172e-07,0.0002285856601062,-7.755862216041187e-05,,21.952819798413007,2.40325,1.0
TIC_385105624,0.0,963.0,3.6179980627619264,3.837270069730656,,6.959906520260297,0.0687646809496376,1793.3801647587593,0.5783179979464949,0.9954923227978912,0.9967101504277794,0.0001766806908263,0.997446218579734,0.9959413681357382,3.4539778603482776,0.0546409993893838,14.89484563707,6.0,6.0,0.0,,,50.8080008369291,46.6821828508027,1.53,6222.3,,,,,,,,,3.88008131321163e-06,0.0009929461624277,0.003311442733659,0.7075793634165886,1.7213580181365766,1.53,1.0
TIC_385624852,0.0,13184.0,20.12392498353176,4.119867098714468,0.015286114,8.313264413253448,0.0154134843818922,2258.5236848136647,0.0325393991305825,0.9996928874529208,0.999749910542338,7.531690531569697e-05,0.9998431476895252,0.9996007311068376,1.1561289467710387,0.0097313358402009,5.028034915723536,7.0,5.0,2.0,,,138.402358607478,-55.1979711040954,3.05,9081.0,,,,,,,,,1.2905483868312837e-07,0.0003021762471107,-4.463198338022778e-06,,30.722536806567792,3.05,1.0
