host,label,n_points,SDE,SDE_raw,FAP,period,period_uncertainty,T0,duration,depth,depth_mean,depth_mean_std,depth_mean_even,depth_mean_odd,odd_even_mismatch,rp_rs,snr,transit_count,distinct_transit_count,empty_transit_count,pl_names,n_planets_in_catalog,ra,dec,st_rad,st_teff,st_mass,n_original,n_after_quality,n_after_outliers,n_final,points_removed_pct,pre_norm_median_flux,flux_source,chi2red_min,depth_consistency_std,secondary_eclipse_depth,transit_shape_ratio,depth_duration_ratio,r_star_used,m_star_used
HAT-P-9,1.0,16488.0,12.948399408943253,16.460976579225836,8.0032e-05,3.93163595339455,0.0267103025231245,1842.8493142259413,0.1011785295942915,0.9936302478538678,0.9933629125348948,0.0001182153423206,0.9934319632371006,0.9932677345399626,0.4959947126134275,0.0771044419239614,44.54865899348784,7.0,7.0,0.0,HAT-P-9 b,1.0,110.1685157,37.1405946,1.338,6350.0,1.281,17433.0,16555.0,16488.0,16488.0,5.420753742901397,3083.6969,pdcsap_flux,9.47756408136372e-06,0.0007658661262814,-0.0012976271561171,1.1262200528690836,9.820564222846034,1.338,1.281
HATS-1,1.0,14081.0,20.889944097578773,12.713541047883142,8.0032e-05,3.443684868150982,0.0247485120475634,1574.0230884199043,0.0267104832838807,0.9942796053743544,0.9913430440873124,0.0006723066624192,0.9915366136662744,0.9896009178766542,2.693699762855944,0.0567245873105891,11.714111838482692,7.0,4.0,3.0,HATS-1 b,1.0,175.5252399,-23.3548451,1.038,5870.0,0.986,16455.0,14372.0,14081.0,14081.0,14.427225767244,4156.7075,pdcsap_flux,5.255198130004218e-06,0.0025120568057024,-0.000309894189765,0.0954187730765105,37.22432105803134,1.038,0.986
HATS-10,1.0,15538.0,13.00683647375721,15.850151366883336,8.0032e-05,3.319423526249239,0.0149010475681186,3804.310470434279,0.0861768578066635,0.9945192868968254,0.9945831260684656,0.0002096788817633,0.9943899441147904,0.9948416489770602,0.7624354417730528,0.0696899090909936,25.865971560518737,8.0,7.0,1.0,HATS-10 b,1.0,294.3068385,-22.2044872,1.105,5880.0,1.101,18218.0,15538.0,15538.0,15538.0,14.710725655944668,1639.5614999999998,pdcsap_flux,2.0913099067749485e-05,0.0005873776624595,-0.0005037138108352,,11.54044498962836,1.105,1.101
HATS-11,1.0,15389.0,8.830538188585319,11.285403527520414,8.0032e-05,3.630515816557272,0.0253102270771941,3805.782040647155,0.0978978454262758,0.9946788103669646,0.9951350047164658,0.0004682453374163,0.9949270368088742,0.9955498343193748,0.4522126751352619,0.0644903601334114,10.54051579422832,7.0,6.0,1.0,HATS-11 b,1.0,289.4007603,-22.3900092,1.54,6563.0,1.33,18218.0,15389.0,15389.0,15389.0,15.528598089801292,681.76385,pdcsap_flux,0.0001198616066595,0.0010746326982043,-0.0003909915201036,0.6808605361661084,10.160374889108567,1.54,1.33
HATS-12,1.0,15305.0,11.185849584877984,11.44604076807659,8.0032e-05,3.1478543532518515,0.0209660120271009,3806.074917412101,0.1247496320391898,0.9980080962098934,0.9982046976559984,0.0001821562535994,0.998135943109363,0.9982961388880556,0.3062114141246254,0.0398081431346548,9.551437596086805,8.0,7.0,1.0,HATS-12 b,1.0,289.202402,-19.3559227,1.17,6357.0,1.16,18161.0,15305.0,15305.0,15305.0,15.726006277187375,1835.1407,pdcsap_flux,2.433012407700816e-05,0.0004473194266068,0.0002882682776264,5.721076412967691,8.000088496424354,1.17,1.16
HATS-13,1.0,18180.0,14.99099078436399,13.846715783866776,8.0032e-05,3.0487649484948207,0.0180262955303991,1328.0648054284125,0.0921478934536477,0.9864243444617008,0.9884563707836036,0.0004133412810145,0.988735651899674,0.9881048801014016,0.5413952700098499,0.1045815170517671,32.78505239306975,9.0,9.0,0.0,HATS-13 b,1.0,316.9614798,-26.0967205,0.887,5523.0,0.962,18266.0,18181.0,18180.0,18180.0,0.4708201029234637,848.6414,pdcsap_flux,7.319213853437066e-05,0.0022629285288066,-0.0013291130714938,-2.3832267411552657,10.70479538371534,0.887,0.962
HATS-14,1.0,18168.0,16.869221034481075,14.551321731111964,8.0032e-05,2.768845187903223,0.0159045298513513,1326.1422531195549,0.0829086448681679,0.9903911451996,0.9919926465556156,0.0003495665724035,0.9922610090835496,0.9917657091158864,0.5002776939854475,0.085625548191712,24.002100504419307,10.0,10.0,0.0,HATS-14 b,1.0,313.2154754,-25.6873756,0.933,5346.0,0.967,18265.0,18169.0,18168.0,18168.0,0.5310703531344108,865.1620800000001,pdcsap_flux,6.072880001117534e-05,0.0003789529228833,-4.043808600417975e-05,2.625169423039068,11.945571499502975,0.933,0.967
HATS-15,1.0,15385.0,16.233841950529605,15.71565212369087,8.0032e-05,1.748264341447616,0.006404147614981,3804.852228222792,0.0789770041093279,0.9882459784012658,0.9886502068663632,0.0007180273305984,0.9884266343464688,0.9888416639966594,0.2039356722953893,0.1017292566235463,14.995792191022144,14.0,13.0,1.0,HATS-15 b,1.0,311.0920041,-19.4375266,0.922,5311.0,0.871,18028.0,15385.0,15385.0,15385.0,14.66052806745063,341.25232,pdcsap_flux,0.000382279635938,0.0018293328387458,0.0024967593455804,-0.3607345237213535,12.513085163793203,0.922,0.871
HATS-16,1.0,18298.0,16.05686132498736,16.11325573229841,8.0032e-05,2.6875867966563134,0.0154781954214708,1356.1116567637805,0.0841582496097509,0.9914606752938816,0.9926326259794888,0.0003570601064888,0.9929737441371932,0.992264705680822,0.7032295020179326,0.0823104075407556,21.41245347378756,10.0,10.0,0.0,HATS-16 b,1.0,358.5588439,-30.0130385,1.238,5738.0,0.97,18299.0,18299.0,18298.0,18298.0,0.0054647794961448,764.05936,pdcsap_flux,6.862641987363959e-05,0.0009138089591062,-2.5057394812177947e-05,0.3597466341631071,11.780908941088612,1.238,0.97
HATS-17,1.0,14968.0,4.431522346956934,4.802713467918452,,10.292423761231372,0.0209219848918971,1573.474623607607,0.1580139804470634,0.9983363738053894,0.9990534450230956,0.0002192151365627,0.9993679902977743,0.99873572252342,1.029642446505424,0.0256254627694553,4.204885721304811,9.0,8.0,1.0,HATS-17 b,1.0,192.1895676,-47.6136789,1.091,5846.0,1.131,16889.0,14969.0,14968.0,14968.0,11.374267274557404,3118.3534,pdcsap_flux,1.0037891641520064e-05,0.0009848230976033,-7.710152153483918e-05,0.7309860425456278,6.318025601157767,1.091,1.131
HATS-18,1.0,13617.0,19.753661735553028,16.66274289928351,8.0032e-05,0.8377088178622851,0.0038289362178813,1572.8787607771694,0.0586238768773911,0.9834677154799768,0.9857392546580928,0.000325236971851,0.9858977741815652,0.985564813959774,0.3620367885336596,0.1102696782402493,47.189256364786,28.0,23.0,5.0,HATS-18 b,1.0,173.9574203,-29.1560639,1.02,5600.0,1.037,16454.0,13617.0,13617.0,13617.0,17.242008022365386,681.0029,pdcsap_flux,9.040659766025562e-05,0.0011771508608217,0.0121218039864405,0.2454231137728894,16.775890095717315,1.02,1.037
HATS-2,1.0,14190.0,18.273976157497756,18.43720326580419,8.0032e-05,1.3529762059062849,0.0047597747293703,1572.1239480918225,0.0583065804529801,0.9859979804988954,0.9862836748509488,0.0001986390001671,0.9862180446371156,0.986341828204978,0.2194988389445518,0.1095607387120713,62.335771605297026,18.0,15.0,3.0,HATS-2 b,1.0,176.7388264,-22.5630097,0.876,5227.0,0.904,16455.0,14220.0,14190.0,14190.0,13.764813126709209,1367.04335,pdcsap_flux,2.984310866404053e-05,0.0009732811838659,0.0052761694580155,1.3287738239119498,16.9105780657816,0.876,0.904
HATS-22,1.0,13492.0,18.174686787193657,15.82631622290874,8.0032e-05,4.731676482817095,0.0256284370545722,1575.7206014649162,0.0399925836425739,0.9882527320879034,0.9847191494682964,0.0002948586512741,0.9845233911860418,0.9849659751285303,0.5290327137750893,0.1090316026120357,25.081707721535285,5.0,4.0,1.0,HATS-22 b,1.0,174.0098693,-29.5433642,0.689,4803.0,0.759,16455.0,13571.0,13492.0,13492.0,18.006684898207237,1687.32885,pdcsap_flux,1.8579088213297496e-05,0.0012239753700507,-0.0010514115377384,,24.71089992385148,0.689,0.759
HATS-23,1.0,17072.0,12.802211365809772,15.214229666331445,8.0032e-05,2.155864439686022,0.0125930183860678,1658.6599594995168,0.0625121706745667,0.9920810304891364,0.9914557963972388,0.0005362813999494,0.9918179725503318,0.9910035358202794,0.533144268096143,0.0889860011286626,16.95742718976147,11.0,11.0,0.0,HATS-23 b,1.0,286.36675,-50.0673496,1.199,5780.0,1.121,19251.0,17072.0,17072.0,17072.0,11.318892525063628,767.79027,pdcsap_flux,0.0001126623008497,0.0016473357263902,0.0002097834927091,-1.5805797579961487,15.87020607001203,1.199,1.121
HATS-24,1.0,17095.0,19.6188812433616,15.66984895404151,8.0032e-05,1.3488175948609995,0.0066729351908378,1658.0349137722687,0.0772511775910839,0.9871688856654388,0.9893027065688506,0.0001749160048892,0.9897372988758624,0.9888182756945209,1.865898680144734,0.0971219004177006,71.25692354169846,19.0,19.0,0.0,HATS-24 b,1.0,268.8907069,-61.7474,1.12,6125.0,1.07,19439.0,17223.0,17095.0,17095.0,12.058233448222644,1882.9473,pdcsap_flux,2.102944377848534e-05,0.0013106025367967,0.0073156177871892,1.5414106757016446,12.778690454284735,1.12,1.07
HATS-25,1.0,11697.0,11.028191798287288,8.960163355573163,8.0032e-05,4.307026448091602,0.0234769503843477,1602.7148245878527,0.0519688174862864,0.9908428978838996,0.9911696231648232,0.0003862772507764,0.9910792649692088,0.991354446746762,0.2482962922522304,0.0847091019123316,21.32617393076873,5.0,3.0,2.0,HATS-25 b,1.0,207.9076746,-23.7812403,1.107,5715.0,0.994,16108.0,11701.0,11697.0,11697.0,27.38390861683635,1689.0518,pdcsap_flux,2.2458099046608294e-05,0.0003927346367728,-0.0012775595659648,-1.549114098329548,19.066104364321248,1.107,0.994
HATS-26,1.0,12890.0,11.069651522547527,11.351631275602772,8.0032e-05,3.307523168892674,0.0233324539937807,1518.6294456644052,0.1579675199960333,0.9973904518607942,0.9976737791760104,0.0001663619828424,0.9974995273700298,0.9978012056068154,0.6348599954811447,0.0461014534213016,13.54207372332731,8.0,7.0,1.0,HATS-26 b,1.0,144.9268593,-28.5856004,2.04,6071.0,1.299,13361.0,12890.0,12890.0,12890.0,3.5251852406257056,1678.21865,pdcsap_flux,2.309095540467356e-05,0.0005561958727244,1.901529728964846e-05,0.1574853182823974,6.3138957418957995,2.04,1.299
HATS-27,1.0,14696.0,8.934822581518537,12.24195452139744,8.0032e-05,4.65146051686831,0.0362011435693103,1573.468603311136,0.1104510201205356,0.996625544853096,0.9966237470068188,0.0002575695494498,0.996554655427618,0.9966928385860192,0.1899325001982748,0.0541007283832065,12.829844569294838,5.0,4.0,1.0,HATS-27 b,1.0,193.5524603,-46.5877159,1.74,6438.0,1.415,16888.0,14696.0,14696.0,14696.0,12.979630506868778,1917.11215,pdcsap_flux,2.651299854400851e-05,0.0005788212024008,-0.0003424294867471,-0.7666622908089898,9.023235310687712,1.74,1.415
HATS-28,1.0,16632.0,17.91301238945944,14.23823940764417,8.0032e-05,3.180558997275067,0.0209156215916259,1659.797037307032,0.0757026226891936,0.9867411254159272,0.9902058763318844,0.0004486533096739,0.9902978374167152,0.990115863575122,0.1437112400775494,0.0958896541452168,23.636708374129302,8.0,8.0,0.0,HATS-28 b,1.0,284.3997616,-49.1385126,0.922,5498.0,0.929,19303.0,16632.0,16632.0,16632.0,13.837227373983318,841.3468,pdcsap_flux,7.880562639094825e-05,0.0007176239922689,-0.0008594420675658,-0.3624300613624218,13.03443778252061,0.922,0.929
HATS-29,1.0,17162.0,11.070929921425344,13.360823080915956,8.0032e-05,1.2615578800413263,0.0032273480003476,1657.1715917199654,0.0891486764948156,0.9917009642992936,0.9922820307648396,9.47128589852985e-05,0.9926758449352566,0.991865101414854,3.0385050850034094,0.0843127073402145,72.98985607472645,40.0,38.0,2.0,HATS-29 b,1.0,285.0965172,-54.8933408,1.073,5670.0,1.032,19438.0,17162.0,17162.0,17162.0,11.709023562094869,2665.96085,pdcsap_flux,3.1354342602000614e-05,0.0018932236984374,0.0057858715687819,0.9701598490235818,11.124124364953028,1.073,1.032
HATS-3,1.0,18067.0,16.256757437018678,15.029321568794742,8.0032e-05,3.547694432185482,0.0221323762665885,1327.2699801451563,0.1030252460886192,0.9940480643491244,0.9945421615946431,9.804931426613376e-05,0.9943865986544526,0.9946946891603912,1.1141769730816276,0.0679582953020288,44.42542449962505,8.0,8.0,0.0,HATS-3 b,1.0,312.4574879,-24.4286938,1.404,6351.0,1.209,18268.0,18182.0,18067.0,18067.0,1.1002846507554231,4076.831,pdcsap_flux,5.6508112598224915e-06,0.0005187866662597,-0.000960764439196,0.6367747216951776,9.64858713847744,1.404,1.209
HATS-30,1.0,18251.0,11.884434735164596,14.194110733341374,8.0032e-05,3.1809937286119587,0.0126558082375893,1328.0390506518415,0.0857293189973046,0.9913180460544598,0.9918908814473828,0.0002426137443376,0.991269558553022,0.9925053007540284,1.811702636814677,0.0872097290153831,32.06553351052965,8.0,8.0,0.0,HATS-30 b,1.0,5.618525,-59.9425892,1.061,5943.0,1.093,18271.0,18271.0,18251.0,18251.0,0.1094630835750676,4020.83,pdcsap_flux,3.429140635945565e-05,0.0009345659799217,-0.0009262879304747,0.3225801609083432,11.563349127801049,1.061,1.093
HATS-31,1.0,17367.0,10.287919749555224,12.476974328334494,8.0032e-05,3.369704428835617,0.0231951323207662,3044.222248773431,0.1341880285454595,0.9968026772245634,0.9973705251325076,0.0001742139826521,0.9976129176594608,0.9970465728559188,1.1473374475805296,0.0499118322099334,15.53521001935686,7.0,7.0,0.0,HATS-31 b,1.0,191.7028214,-24.4273897,1.87,6050.0,1.275,18207.0,17368.0,17367.0,17367.0,4.6136101499423265,1620.529,pdcsap_flux,2.1209038703584208e-05,0.0005637209487978,9.972044531159074e-05,,7.428402429258971,1.87,1.275
HATS-32,1.0,18299.0,16.214017668276856,16.329513975191702,8.0032e-05,2.8145908124006915,0.0109486304108814,1355.9864116505228,0.0841626373883832,0.9905643379233184,0.9914171509077896,0.0004365933118037,0.9914963128793746,0.9913553599017564,0.1128701890420605,0.0865588274324283,20.531127846101764,10.0,9.0,1.0,HATS-32 b,1.0,346.0750861,-21.2720168,1.097,5700.0,1.099,18299.0,18299.0,18299.0,18299.0,0.0,548.2918,pdcsap_flux,9.894450044527142e-05,0.0008038732296399,1.2651355665971307e-05,,11.769644686301667,1.097,1.099
HATS-33,1.0,16700.0,23.690027124865892,15.07901560912761,8.0032e-05,2.5501776462963215,0.0156002582610104,1659.2608972374435,0.0283682861214655,0.9919292592083888,0.9921437070091378,0.0005486256133137,0.9915239462182712,0.9927290366449562,0.7966503122091848,0.0706580413340441,20.568359986644225,10.0,10.0,0.0,HATS-33 b,1.0,294.6336944,-55.3302692,1.022,5659.0,1.062,19438.0,17222.0,16700.0,16700.0,14.085811297458584,5057.6849999999995,pdcsap_flux,4.583041174166284e-06,0.0006317735848936,-0.0003301676704294,6.372074837717281,34.966132778032836,1.022,1.062
HATS-34,1.0,18274.0,17.46118827861259,14.965043120409176,8.0032e-05,2.1083413575700236,0.0109747570013478,1326.0966840078297,0.0396866218338066,0.9922111338692974,0.9929396681172006,0.0004314607719925,0.9933330389909598,0.9924853524601828,0.69767988423283,0.0779425788506258,17.638699190893735,13.0,12.0,1.0,HATS-34 b,1.0,0.7744866,-62.4693167,0.98,5380.0,0.955,18274.0,18274.0,18274.0,18274.0,0.0,850.162135,pdcsap_flux,4.902746801988977e-05,0.0018246433276278,0.0001066059343568,,25.00114870004112,0.98,0.955
HATS-35,1.0,14018.0,11.84551817793744,16.080844371495278,8.0032e-05,1.8248227388515783,0.0069466882395188,3126.6755462869073,0.0867904168366792,0.9929403355599796,0.9928802383629372,0.0001166166650682,0.9932035805968272,0.9925578173319928,1.9691506724110943,0.0793510018160315,54.531935394811526,14.0,12.0,2.0,HATS-35 b,1.0,296.688442,-63.5656488,1.433,6300.0,1.317,18223.0,14064.0,14018.0,14018.0,23.075234593645387,2390.9321499999996,pdcsap_flux,1.259425039770142e-05,0.0007121326562576,0.0041175063452305,0.9996570310170688,11.440667895724925,1.433,1.317
HATS-36,1.0,15242.0,13.831368927253225,12.728255407973922,8.0032e-05,4.169960965391902,0.0306671386475212,3804.9518264876,0.1134731472675855,0.9922550061627216,0.992542922323149,0.0006890272634263,0.9931589269048302,0.9919269177414676,0.6328493106777857,0.0843750604912469,10.964668699501376,6.0,6.0,0.0,HATS-36 b,1.0,291.4787013,-23.2028183,1.1,5950.0,1.1,18218.0,15242.0,15242.0,15242.0,16.335492370183335,458.0622550000001,pdcsap_flux,0.0001870761126925,0.001450575878407,-0.0001432444409896,-0.420296889198293,8.744403676605936,1.1,1.1
HATS-37_A,1.0,3095.0,15.048118066133112,14.740786648334469,8.0032e-05,4.340918950978684,0.0220664539272772,2310.5936346620965,0.0799231817241993,0.9963018146987772,0.9964400654203532,0.0001371840959276,0.9962218801171652,0.9965721249459673,0.927869724418716,0.0548274243135716,23.2355557241217,6.0,5.0,1.0,HATS-37 A b,1.0,199.80183,-22.9868431,0.877,5326.0,0.843,3460.0,3100.0,3095.0,3095.0,10.54913294797688,4970.2803,pdcsap_flux,1.3509384957154136e-06,0.0004529405004695,9.498433132482108e-05,,12.465742644441232,0.877,0.843
HATS-38,1.0,15920.0,12.095771691353098,12.98123718512666,8.0032e-05,4.36716380647505,0.0333937955572576,2991.4415516039285,0.0991888550061889,0.9980046241921154,0.9982881523716236,0.0001278868492233,0.9981148361335442,0.998461468609703,0.960155126399873,0.0404085088662645,13.47619602581261,6.0,6.0,0.0,HATS-38 b,1.0,154.2710615,-25.2762982,1.105,5732.0,0.89,18025.0,15921.0,15920.0,15920.0,11.678224687933426,3021.5852,pdcsap_flux,7.62891516904627e-06,0.0004258394347944,-0.0001070470288819,-0.8557169000151241,10.061660900610706,1.105,0.89
HATS-39,1.0,98024.0,5.661984480259784,5.000781537986965,,1.153275507707345,0.003666556735937,2229.657723388136,0.020525878962939,0.9985751789347498,0.9986115662805072,0.000339953624858,0.9980818627373844,0.9991500252540948,1.1115864100742934,0.034175923853756,4.02560347391854,22.0,20.0,2.0,HATS-39 b,1.0,112.4192251,-29.9379163,1.621,6572.0,1.379,104242.0,98031.0,98024.0,98024.0,5.964966136490091,1743.5169,pdcsap_flux,2.908379706950306e-05,0.0016339012046113,-2.0637314628091374e-05,,48.649569684092526,1.621,1.379
HATS-4,1.0,14597.0,15.901070191136258,14.60398926519089,8.0032e-05,2.519632055672854,0.0178104340857958,1468.50861778613,0.0869621071222618,0.9892510247226532,0.9901539141283424,0.0002538606063837,0.990462607428687,0.9897917139892712,0.933783747978863,0.0954661339573612,40.22435090689643,9.0,9.0,0.0,HATS-4 b,1.0,94.1120914,-22.5468824,0.925,5403.0,1.001,14682.0,14605.0,14597.0,14597.0,0.5789401988829823,1230.3134,pdcsap_flux,2.9024180845411968e-05,0.0007181834166594,-0.0005508925321935,,11.375656104236816,0.925,1.001
HATS-40,1.0,101579.0,5.256424825766721,5.777523722691902,0.022569028,4.313505403233875,0.0017983896112292,2202.080063758008,0.0323096765685561,0.9985951243283208,0.9989932740046272,0.0002905047853356,0.9989994980377634,0.9989862662043558,0.0160935641167691,0.027473425653411,3.392569615515569,37.0,34.0,3.0,HATS-40 b,1.0,100.5712467,-29.77678,2.26,6460.0,1.561,104770.0,101579.0,101579.0,101579.0,3.045719194425889,1085.8982,pdcsap_flux,3.1431800537816766e-05,0.0008751686523824,3.9680373685846426e-05,0.4430714902094769,30.906998471787777,2.26,1.561
HATS-41,1.0,101445.0,4.640413192146993,4.3084983969652715,,1.1945788177457883,0.0024950277257171,2202.381250152948,0.0228253098921113,0.9993515336315484,0.999618685573753,0.0001770026762561,0.9995591586189888,0.9996833392518945,0.2475831792130516,0.0220647490251208,2.1438202877768178,29.0,27.0,2.0,HATS-41 b,1.0,103.5173558,-27.0504156,1.71,6424.0,1.496,104771.0,101445.0,101445.0,101445.0,3.174542573803818,2083.5012,pdcsap_flux,1.1468732711856606e-05,0.0006065317305085,-6.905219948438734e-05,,43.78260529014488,1.71,1.496
HATS-42,1.0,102596.0,8.998942136784649,6.763943714539869,0.00080032,4.583459757717717,0.0019834332231992,2202.3323677477333,0.0326329929849389,0.9979809862027323,0.9988729540082744,0.0003181289250902,0.999126201845487,0.9986227031868866,0.5596762834341349,0.0325797930697618,3.614904612336491,34.0,32.0,2.0,HATS-42 b,1.0,108.4523991,-33.4373462,1.48,6060.0,1.273,104771.0,102596.0,102596.0,102596.0,2.0759561328993703,939.5864,pdcsap_flux,3.640407351881688e-05,0.0002609220596329,2.2633120392190342e-05,-0.0034014768361065,30.58196306613158,1.48,1.273
HATS-43,1.0,17107.0,20.321660485666495,17.75580310967721,8.0032e-05,4.38721261663479,0.0212370045741416,1439.2520267262578,0.0852299422102802,0.9846070429500252,0.985730085512175,0.0002375160342833,0.9860211300597564,0.9854724717572216,0.8190582804010903,0.1117207899331901,43.3181473414449,6.0,6.0,0.0,HATS-43 b,1.0,80.5382418,-30.9708179,0.812,5099.0,0.837,17695.0,17202.0,17107.0,17107.0,3.3229725911274377,1188.9026,pdcsap_flux,2.8036430913959765e-05,0.0006927588823565,-0.0022042934114645,6.250124434205238,11.552360794998458,0.812,0.837
HATS-44,1.0,17119.0,19.29757863289229,14.28322411145443,8.0032e-05,2.742503284714884,0.0113889993613764,1440.248464765493,0.0353541880563977,0.98662476942206,0.9894979124331372,0.0008229707851536,0.9896231156951096,0.9893689530733054,0.1092533090485665,0.0963032983921017,13.709936612399686,9.0,8.0,1.0,HATS-44 b,1.0,84.3267559,-27.9725758,0.847,5080.0,0.86,17623.0,17119.0,17119.0,17119.0,2.8598989956307053,600.0762,pdcsap_flux,0.0001186119312775,0.0015971961232107,-0.000324179404969,-0.1026977863698806,27.906871113775168,0.847,0.86
HATS-45,1.0,14560.0,11.570572899149123,14.079340333444923,8.0032e-05,4.1998457627515515,0.0234700968315393,1469.0477798804318,0.0734454449385578,0.9943422993763604,0.9940542205449616,0.0003780781468159,0.9935672636805184,0.9943770033808206,0.7538043269193977,0.0726052496953241,15.899472544284167,6.0,5.0,1.0,HATS-45 b,1.0,101.9942455,-21.9107112,1.315,6450.0,1.272,14682.0,14560.0,14560.0,14560.0,0.830949461926167,1093.15785,pdcsap_flux,4.068721805441347e-05,0.0021654721144466,-0.0005259406293269,,13.5385155636023,1.315,1.272
