host,tic_id,rad,e_rad,mass,e_mass,Teff,logg,e_logg,rho,e_rho,lum,lumclass,priority,contratio,numcont
TIC_230075120,230075120,1.52595,0.0671809,1.27,0.194578,6377.0,4.17479,0.0853556,0.357426,0.0815732,3.46927452,DWARF,0.002163794,0.00925779,51
TIC_230086768,230086768,0.389199,0.0116133,0.379236,0.0202686,3428.0,4.83663,0.00269211,6.43272,0.231906,0.0188452285,DWARF,0.00375326234,0.000215414577,51
TIC_230267547,230267547,1.83803,0.074397,1.306,0.202741,6446.32,4.02531,0.0830849,0.210323,0.0458082,5.255884,DWARF,0.0007187137,0.07775797,237
TIC_230386397,230386397,0.71133,0.0571207,0.67,0.0782599,4316.0,4.56,0.0980273,1.86149,0.55406,0.1581842,DWARF,0.00641203765,0.04361519,128
TIC_23113034,23113034,2.64385,0.0943116,2.16,0.320039,8638.0,3.92805,0.0732078,0.116881,0.0218817,35.06064,DWARF,0.0,0.0115970876,119
TIC_231703293,231703293,1.12556,0.0523744,1.17,0.167749,6164.0,4.40352,0.0832563,0.820513,0.18609,1.64770222,DWARF,0.000421540259,0.0417449139,59
TIC_231721005,231721005,1.77991,0.0510377,2.47,0.326949,9671.0,4.32997,0.0648779,0.438026,0.0716115,24.9676762,DWARF,0.00256788824,0.09809737,68
TIC_232679662,232679662,,,,,,,,,,,,,,
TIC_232967666,232967666,1.14438,,,,5807.0,,,,,,DWARF,0.0022219047,0.000101768957,33
TIC_233390838,233390838,1.69034,0.0702512,1.407,0.243717,6666.0,4.13041,0.0887507,0.291319,0.0674324,5.08284044,DWARF,0.002907876,0.0114143882,282
TIC_233497719,233497719,1.00959,0.0453467,1.13,0.153259,6051.0,4.48286,0.0806375,1.09812,0.24237,1.2310909,DWARF,0.00115077826,0.05695058,53
TIC_233503636,233503636,1.66632,0.0757538,1.17,0.165367,6159.0,4.06274,0.0832523,0.252878,0.0569479,3.59958625,DWARF,0.00123487751,0.371915042,74
TIC_233541860,233541860,0.711893,0.0713367,0.63,0.0827222,4006.0,4.53258,0.117073,1.74621,0.627169,0.11758934,DWARF,0.0141888512,0.0229695458,119
TIC_233569098,233569098,1.51063,0.0766131,1.08,0.140484,5930.0,4.11318,0.0819279,0.313294,0.0710998,2.542309,DWARF,0.00293236016,0.04041967,116
TIC_233681149,233681149,0.987583,0.0471407,1.081,0.143386,5929.0,4.48275,0.0787278,1.12229,0.243866,1.0858438,DWARF,0.00509178964,0.0145862913,64
TIC_233684822,233684822,1.45077,0.0708794,1.0,0.125785,5641.0,4.11487,0.0763241,0.327497,0.0696741,1.9200567,DWARF,0.00489264354,0.08390835,74
TIC_233720539,233720539,2.48285,0.113669,1.31,0.197182,6454.0,3.76544,0.084855,0.0855895,0.0193851,9.636314,DWARF,0.00118949322,0.0294847451,90
TIC_233735068,233735068,3.06688,,,,5273.0,,,,,,GIANT,,,
TIC_23389848,23389848,1.95168,0.103719,1.005,0.126994,5660.0,3.85942,0.0765376,0.135189,0.0295008,3.52189088,DWARF,0.000956753,0.017008476,298
TIC_235684392,235684392,,,,,,,,,,,DWARF,,,
TIC_23650642,23650642,1.01386,0.0472613,0.97,0.124259,5523.99,4.41288,0.0735958,0.930752,0.192402,0.8623124,DWARF,0.00112675538,0.03557346,47
TIC_236775063,236775063,0.867212,,0.94,,5406.0,4.53495,,1.44129,,0.5786945,DWARF,,,
TIC_237101326,237101326,1.00303,,0.85,,5091.0,4.36486,,0.842317,,0.608886,DWARF,,,
TIC_237185205,237185205,2.20829,0.0921409,1.46,0.243078,6800.0,3.91431,0.084745,0.135576,0.0300123,9.393833,DWARF,0.00105991773,0.0267181732,332
TIC_237200747,237200747,0.828058,0.0512915,0.843,0.1037,5051.0,4.52777,0.0860324,1.48472,0.369902,0.402092159,DWARF,0.004294482,0.03494998,97
TIC_237235093,237235093,0.763809,0.0439874,0.89,0.115533,5221.0,4.62149,0.0878589,1.99727,0.482471,0.390551776,DWARF,0.00383436563,0.04953358,106
TIC_237751146,237751146,0.433512,0.0135164,0.428732,0.0207529,3352.0,4.79625,0.00605178,5.26238,0.237607,0.0213753376,DWARF,0.000375435455,0.521924138,442
TIC_237808867,237808867,9.78485,,,,5274.0,,,,,,GIANT,,,
TIC_238162973,238162973,0.753658,,0.69,,4427.0,4.52257,,1.61185,,0.196553916,DWARF,,,
TIC_238197709,238197709,1.86397,0.0808844,1.15,0.148423,6104.0,3.95789,0.0766769,0.177575,0.0363108,4.345412,DWARF,0.00225022621,0.08009818,72
TIC_238374636,238374636,2.99237,0.148041,1.08,0.142595,5935.0,3.51946,0.083001,0.0403067,0.00940127,10.0094061,DWARF,0.000838112959,0.0521831065,420
TIC_238597883,238597883,2.1504,0.0604674,2.34,0.329495,9219.0,4.14225,0.0658768,0.235321,0.0389619,30.0931244,DWARF,0.000172686981,0.03574883,795
TIC_239136269,239136269,1.42848,,2.37,,9332.0,4.50307,,0.813074,,13.9424486,DWARF,,,
TIC_239372503,239372503,2.37721,,3.135,,11798.0,4.18217,,0.233364,,98.64256,DWARF,0.000154011257,0.0417225473,891
TIC_239541449,239541449,0.678984,0.0348945,0.934,0.112102,5383.13,4.7447,0.0799491,2.98379,0.649549,0.348781615,DWARF,0.00209456263,0.08084866,85
TIC_239638934,239638934,1.07747,,,,5633.0,,,,,,DWARF,0.0014433891,0.173478812,183
TIC_239722954,239722954,1.26507,,1.01,,5666.0,4.23816,,0.498856,,1.486044,DWARF,,,
TIC_240148934,240148934,1.4782,0.0709146,1.37,0.225354,6582.0,4.23532,0.0878709,0.424149,0.099641,3.69483,DWARF,0.0008174134,0.0458984077,202
TIC_241065596,241065596,3.95919,0.193307,1.54,0.274362,7014.22,3.43038,0.0915653,0.0248143,0.00601304,34.1841431,DWARF,0.000205131742,0.8517424,249
TIC_241102583,241102583,0.75145,0.0493869,0.928,0.116726,5362.75,4.65382,0.0911942,2.187,0.566982,0.420769781,DWARF,0.0005287907,0.6316749,56
TIC_241174783,241174783,2.68185,0.109739,1.464,0.24407,6802.3,3.74674,0.0845497,0.075899,0.0164053,13.873558,DWARF,0.0006108742,0.03764761,61
TIC_242083025,242083025,1.71404,0.0765577,1.36,0.225253,6568.0,4.10356,0.0891773,0.270069,0.0635,4.92572,DWARF,0.000549511,0.082212545,227
TIC_242536549,242536549,1.85455,0.0809046,1.4,0.231268,6650.0,4.04772,0.0901771,0.21949,0.0515023,6.059778,DWARF,0.00110927317,0.0199563336,429
TIC_243153196,243153196,2.04049,0.0874773,1.37,0.22826,6584.3,3.95532,0.0850815,0.161256,0.0361728,7.050235,DWARF,0.000385599182,0.0593822859,36
TIC_243283955,243283955,1.33086,0.0638568,1.16,0.158394,6126.0,4.25426,0.0811818,0.492112,0.109709,2.24732232,DWARF,0.001052568,0.132089123,225
TIC_243333538,243333538,1.04172,,1.16,,6126.0,4.46702,,1.02612,,1.37691808,DWARF,,,
TIC_24364065,24364065,3.6427,,,,5246.0,,,,,,GIANT,,,
TIC_245462406,245462406,3.34696,0.158272,1.45,0.252064,6777.0,3.55013,0.0932833,0.0386737,0.00971498,21.2885723,DWARF,3.116089e-05,0.0358800255,592
TIC_247873937,247873937,1.77744,0.118352,2.29,0.31967,9056.0,4.29831,0.0850684,0.407805,0.100386,19.1438465,DWARF,1.73623757e-05,0.12467128,431
TIC_249067445,249067445,1.82076,0.0596985,2.241,0.316844,8897.0,4.26801,0.0708446,0.371266,0.0669987,18.7142887,DWARF,0.00150754512,0.002990662,119
TIC_249812036,249812036,2.92338,0.0987036,2.02,0.296627,8224.0,3.81165,0.0718001,0.0808527,0.0149912,35.2207146,DWARF,6.1502e-05,0.376479268,623
TIC_249862365,249862365,1.83692,0.0813266,1.194,0.175866,6208.0,3.98689,0.0837135,0.192634,0.0433519,4.515253,DWARF,0.000149299609,0.0250790846,395
TIC_250386181,250386181,1.08176,0.0447638,1.247,0.186197,6321.46,4.46567,0.0798597,0.98509,0.207101,1.68354428,DWARF,0.00184404547,0.0126578165,32
TIC_250484865,250484865,1.10964,0.0511357,1.11,0.142881,5998.0,4.39303,0.0779734,0.812417,0.169851,1.435765,DWARF,0.0003463035,0.009082161,306
TIC_251209368,251209368,1.45138,,1.07,,5906.0,4.14389,,0.349977,,2.309039,DWARF,,,
TIC_252537013,252537013,1.2,,,,5940.0,,,,,,DWARF,0.000151991131,0.12201108,697
TIC_252636888,252636888,3.22194,0.160689,1.06,0.12964,5855.0,3.44714,0.0759227,0.0316923,0.00670642,10.9909878,DWARF,3.56288874e-05,0.0897474438,647
TIC_253030300,253030300,1.00794,0.044907,1.19,0.169474,6204.96,4.50675,0.0825744,1.1621,0.257348,1.356811,DWARF,0.0004537971,0.09209515,152
TIC_253132689,253132689,1.66918,0.0865728,1.01,0.12931,5687.0,3.99738,0.0778395,0.217174,0.0474283,2.625646,DWARF,9.34755e-05,0.07732237,2262
TIC_253917293,253917293,1.27054,0.06,1.12,0.145936,6042.0,4.27931,0.0807312,0.546071,0.119655,1.93819332,DWARF,0.00056569447,0.04877348,45
TIC_253990973,253990973,1.08183,0.0527236,1.04,0.12785,5801.0,4.38679,0.0746557,0.821409,0.168842,1.19404852,DWARF,0.00207092077,0.0177592319,638
TIC_254629854,254629854,2.17751,0.109912,1.33,0.213055,6495.0,3.886,0.0894995,0.128816,0.0312815,7.60207558,DWARF,3.52635143e-05,0.2831162,1975
TIC_255760319,255760319,2.05071,0.0914925,1.16,0.166166,6136.0,3.87872,0.0813889,0.134506,0.0296814,5.37088966,DWARF,0.003311771,0.004990411,136
TIC_255851356,255851356,1.86267,0.0853593,1.13,0.149759,6071.0,3.95088,0.0805976,0.174853,0.0383175,4.246255,DWARF,9.795054e-05,0.161481351,3890
TIC_255918903,255918903,1.12794,,1.06,,5878.0,4.3588,,0.738657,,1.36832273,DWARF,,,
TIC_256349966,256349966,1.66077,0.0754749,1.35,0.234901,6544.0,4.12778,0.0953484,0.294718,0.0741873,4.55707169,DWARF,0.000461702555,0.0340879075,204
TIC_256621916,256621916,,,,,,,,,,,DWARF,,,
TIC_256886630,256886630,2.68092,0.0728969,2.273,0.337582,9003.0,3.9381,0.0727971,0.117964,0.0212997,42.541317,DWARF,0.00137036433,0.0120516289,494
TIC_257052211,257052211,1.91636,0.0732286,1.69,0.273219,7406.0,4.101,0.0797179,0.240136,0.0489718,9.953647,DWARF,0.0006683798,0.156097814,499
TIC_258402425,258402425,2.73583,,,,4872.0,,,,,,GIANT,,,
TIC_258557847,258557847,2.80134,0.135075,1.19,0.173762,6199.0,3.61888,0.0851723,0.0541316,0.0126958,10.440279,DWARF,0.000480129,0.123171411,783
TIC_258777137,258777137,1.06469,,,,5599.0,,,,,,DWARF,0.00599827431,1.26693869,112
TIC_258801269,258801269,1.62226,0.0747739,1.11,0.138547,6004.0,4.06315,0.0748866,0.259995,0.052919,3.08103037,DWARF,0.00221366133,0.04963252,131
TIC_258871793,258871793,1.2752,0.0605402,1.09,0.139309,5954.0,4.26434,0.0755711,0.525644,0.110614,1.8411392,DWARF,0.00113801821,0.0565177649,109
TIC_259126549,259126549,1.42918,,,,6403.0,,,,,,DWARF,0.0026154907,0.03807998,106
TIC_259129875,259129875,2.32119,0.095025,1.58,0.269773,7111.0,3.9053,0.0877835,0.126335,0.0290005,12.411912,DWARF,0.00163813122,0.0585633032,153
TIC_259151170,259151170,0.855413,0.0588492,0.71,0.081009,4503.48,4.42497,0.0865143,1.13431,0.292087,0.27116853,DWARF,0.000217363631,0.0532997362,399
TIC_259389219,259389219,2.04513,0.10044,1.03,0.129552,5753.0,3.82946,0.0779017,0.120414,0.0266039,4.12774134,DWARF,0.00060740934,0.05107989,65
TIC_259701242,259701242,0.963393,0.0462663,1.1,0.147843,5995.0,4.51185,0.080769,1.23022,0.274843,1.08008623,DWARF,0.0130054709,0.00165106636,57
TIC_260043723,260043723,1.55139,0.0667085,1.26,0.202301,6358.0,4.157,0.0909117,0.337448,0.0814786,3.5433917,DWARF,0.008181475,0.00346554117,101
TIC_260271203,260271203,1.27649,,1.18,,6186.0,4.29791,,0.567321,,2.14966035,DWARF,,,
TIC_260298958,260298958,0.649887,0.0207052,0.627042,0.0210398,3653.0,4.60969,0.0131045,2.28446,0.141966,0.06775933,DWARF,0.000438073,0.0392235033,113
TIC_260476837,260476837,0.804149,,,,4814.0,,,,,,DWARF,0.00193438726,0.1744192,112
TIC_260609205,260609205,2.23892,0.113417,1.19,0.164174,6190.91,3.81354,0.0808294,0.106031,0.0233112,6.63420153,DWARF,0.0004824661,0.053306,109
TIC_260849386,260849386,2.27767,0.101166,1.3,0.208236,6444.0,3.83703,0.0876776,0.11002,0.0255746,8.059305,DWARF,0.00070242834,0.0465056151,367
TIC_261141602,261141602,1.05527,0.075407,0.779,0.0922405,4812.0,4.28288,0.0926627,0.662902,0.182309,0.537926,DWARF,4.583181e-05,0.441540182,565
TIC_261258875,261258875,2.65887,0.132123,1.4,0.231032,6639.0,3.7348,0.0892152,0.0744794,0.0174219,12.3737164,DWARF,0.00225355616,0.007535525,117
TIC_262135904,262135904,1.99909,0.083809,2.23,0.308654,8853.0,4.18471,0.070428,0.27913,0.0521554,22.1167736,DWARF,6.05579844e-05,0.08855951,310
TIC_262499797,262499797,0.443812,0.0137555,0.439909,0.0207054,3333.0,4.78703,0.0064734,5.03229,0.231188,0.0218994915,DWARF,0.000649641268,0.568909645,160
TIC_262530873,262530873,1.87708,0.0933392,1.23,0.176806,6292.0,3.98101,0.0861882,0.185975,0.0430357,4.975273,DWARF,0.00013854116,3.84336519,44
TIC_262531275,262531275,1.75731,,0.99,,5608.0,3.944,,0.182427,,2.75185013,DWARF,,,
TIC_262781201,262781201,1.41821,0.0512865,1.384,0.23168,6613.78,4.27572,0.083153,0.485191,0.105346,3.46717668,DWARF,0.00166718545,0.00536537124,49
TIC_263203229,263203229,1.55088,0.0658944,1.43,0.240195,6713.0,4.21224,0.0897463,0.383352,0.0893499,4.4006815,DWARF,2.05025626e-05,0.527993739,1927
TIC_264303333,264303333,0.96947,0.0495829,1.023,0.13045,5729.0,4.47487,0.0771837,1.12272,0.245711,0.9121758,DWARF,0.007962598,0.05031866,158
TIC_26433869,26433869,7.82555,,,,4963.0,,,,,,GIANT,,,
TIC_265077027,265077027,1.24494,0.0597739,1.08,0.135194,5924.0,4.2812,0.0779935,0.559734,0.12109,1.7196871,DWARF,0.0008377954,0.276690722,98
TIC_26583436,26583436,1.37917,,1.23,,6291.85,4.24874,,0.468872,,2.685603,DWARF,,,
TIC_266688542,266688542,1.78825,0.074397,1.484,0.295157,6854.0,4.10464,0.0990926,0.259506,0.0694524,6.358121,DWARF,0.000102082762,0.274472654,1146
TIC_266843799,266843799,3.36605,0.112914,1.88,0.319429,7884.0,3.65799,0.0806491,0.0492944,0.0100669,39.43858,DWARF,4.218106e-05,0.2400799,2496
TIC_267484653,267484653,1.72093,0.0970854,0.97,0.117673,5540.0,3.95331,0.0802978,0.19032,0.0438129,2.51338625,DWARF,0.000496696,0.0593839325,288
TIC_267489265,267489265,1.86011,0.0505126,1.882,0.296266,7880.0,4.17361,0.0737498,0.292418,0.0527512,12.01924,DWARF,0.0023736062,0.08781829,329
TIC_267527924,267527924,,,,,,,,,,,GIANT,,,
TIC_267561446,267561446,0.560391,0.0165845,0.554506,0.0202462,3855.0,4.68499,0.00984891,3.15089,0.164914,0.0624848232,DWARF,0.00176487316,0.1319999,568
TIC_267867517,267867517,2.33554,,1.56,,7047.0,3.89442,,0.122452,,12.1194983,DWARF,,,
TIC_268042363,268042363,1.32962,0.0655327,1.5,0.262854,6888.0,4.36671,0.0896254,0.638135,0.151724,3.585254,DWARF,0.000398809585,0.05080559,291
TIC_268371979,268371979,60.5165,,,,6307.0,,,,,,GIANT,,,
TIC_268405086,268405086,0.871389,0.0877035,0.624,0.0809913,3999.0,4.35283,0.118752,0.94308,0.328705,0.174954146,DWARF,0.00158044463,0.0190473869,69
TIC_268439377,268439377,1.76171,,1.19,,6198.37,4.02175,,0.217644,,4.12735748,DWARF,,,
TIC_268727719,268727719,0.593043,0.0179185,0.582375,0.0204617,3718.0,4.6571,0.0109868,2.79218,0.155223,0.06054867,DWARF,0.000743742,0.126685455,605
TIC_268914377,268914377,0.483749,0.0205474,0.481767,0.0251821,3148.0,4.75166,0.0141944,4.25576,0.320699,0.02070493,DWARF,0.000133616559,1.32368588,525
TIC_269238073,269238073,1.50443,0.0670251,1.169,0.165587,6153.0,4.15114,0.0828596,0.343316,0.073682,2.922733,DWARF,0.000188446458,0.07807285,983
TIC_269269740,269269740,1.56686,0.0851057,1.34,0.213482,6527.36,4.17511,0.0890329,0.34835,0.0842913,4.01517248,DWARF,3.261926e-05,0.227842748,850
TIC_269424395,269424395,2.1632,0.103053,1.348,0.303488,6535.0,3.89757,0.123758,0.133169,0.0430177,7.68897772,DWARF,4.811666e-05,0.117812395,833
TIC_269450900,269450900,2.64617,0.0830802,2.18,0.306928,8688.0,3.93129,0.0686201,0.117654,0.0203205,35.9424667,DWARF,0.00144864968,0.0121189868,337
TIC_269509393,269509393,1.55311,0.070196,1.2,0.179987,6221.0,4.13484,0.0853022,0.320313,0.0741062,3.25491953,DWARF,0.000122781581,0.08797745,914
TIC_269892793,269892793,0.687841,0.0515126,0.768,0.0946756,4769.0,4.64845,0.0974705,2.35992,0.678626,0.220485747,DWARF,0.0008761571,0.12707755,102
TIC_270238522,270238522,3.60758,0.123309,1.736,0.298772,7521.0,3.56319,0.0822285,0.0369746,0.00787571,37.51701,DWARF,0.000120111086,0.05586955,918
TIC_270333769,270333769,2.38029,0.12595,2.55,0.425871,9953.0,4.09135,0.10325,0.189082,0.0488681,50.0922737,DWARF,5.677817e-05,0.11873503,1127
TIC_270841724,270841724,,,,,,,,,,,,,,
TIC_271042173,271042173,,,,,6198.73,,,,,,,,,
TIC_271167979,271167979,0.73288,,0.77,,4769.0,4.59449,,1.95611,,0.2503051,DWARF,,,
TIC_271439193,271439193,1.54857,0.0748719,1.11,0.176516,6016.0,4.10353,0.0942581,0.298902,0.0728287,2.83001471,DWARF,3.32534546e-05,0.0425987728,543
TIC_271581073,271581073,1.56013,0.0754146,1.04,0.126318,5803.5,4.06878,0.0774529,0.273877,0.0596814,2.48756027,DWARF,0.00101800717,0.111710235,114
TIC_271596418,271596418,1.3689,0.077387,1.01,0.126285,5670.45,4.16965,0.0784886,0.393739,0.0880776,1.745446,DWARF,0.003385091,0.0155363288,134
TIC_271722899,271722899,31.5208,,,,4366.0,,,,,,GIANT,,,
TIC_271900960,271900960,1.33734,0.0548794,1.46,0.243115,6790.0,4.34994,0.085054,0.610416,0.133579,3.42498422,DWARF,0.01224995,0.000866177666,141
TIC_272049972,272049972,1.58456,,,,6728.0,,,,,,DWARF,0.000125276463,0.131030783,701
TIC_272050287,272050287,2.30852,0.0933771,1.472,0.255306,6824.0,3.87931,0.0908507,0.119649,0.0283441,10.4115791,DWARF,7.022581e-05,0.06343116,667
TIC_272086159,272086159,0.322208,0.00967959,0.302101,0.0202307,3262.0,4.90195,0.00302534,9.03115,0.208311,0.0105901761,DWARF,0.00515102549,0.017114846,171
TIC_27244707,27244707,,,,,4830.0,,,,,,,,,
TIC_272625214,272625214,1.43857,0.0643467,1.4,0.232588,6651.0,4.26833,0.0920073,0.470256,0.113702,3.64841962,DWARF,0.000122503465,0.0939507857,988
TIC_272828463,272828463,2.91035,0.137709,1.872,0.398265,7856.0,3.78248,0.104584,0.07594,0.0215861,29.0663662,DWARF,7.9080186e-05,0.029506959,572
TIC_273774284,273774284,1.28948,,1.25,,6330.0,4.31415,,0.582995,,2.40513539,DWARF,,,
TIC_274122380,274122380,1.11172,0.053691,1.058,0.132052,5856.0,4.37056,0.0758011,0.770008,0.163987,1.30946136,DWARF,7.67457241e-05,0.411183536,1009
TIC_274138511,274138511,1.87594,0.109357,0.9,0.111488,5245.0,3.84587,0.0839401,0.136329,0.0326899,2.39946175,DWARF,0.0005536459,0.0596402138,179
TIC_274170255,274170255,3.84155,,,,5197.0,,,,,,GIANT,,,
TIC_274599700,274599700,1.43565,0.0839045,1.0,0.121716,5635.75,4.12397,0.0865629,0.337954,0.082641,1.873252,DWARF,0.0007472954,0.0270993412,71
TIC_274662200,274662200,0.53023,0.015565,0.527126,0.0201622,3526.0,4.71105,0.00888535,3.53608,0.176349,0.0391518734,DWARF,0.004155103,0.157462567,1986
TIC_274762761,274762761,0.156193,0.00469252,0.12784,0.0200328,2972.0,5.15741,0.0425173,33.5492,2.25289,0.00171479839,DWARF,0.004353355,0.431953162,2787
TIC_274942910,274942910,0.668952,0.0568342,0.68,0.0847477,4361.0,4.61979,0.104577,2.27156,0.695086,0.14582409,DWARF,0.0005001752,0.06191877,827
TIC_275111900,275111900,,,,,,,,,,,DWARF,,,
TIC_275248683,275248683,0.387661,0.0115314,0.377486,0.0202404,3427.0,4.83806,0.00253599,6.47955,0.230657,0.0186747741,DWARF,0.00272221537,0.0437453464,34
TIC_275384718,275384718,2.32076,0.109186,1.31,0.214583,6460.0,3.82408,0.0921525,0.104804,0.0261132,8.450584,DWARF,0.0005912319,0.0333939046,394
TIC_275501623,275501623,2.45158,,2.695,,10445.0,4.08974,,0.182904,,64.4495,DWARF,,,
TIC_276380902,276380902,3.14161,0.126875,2.45,0.330519,9603.0,3.83293,0.0684631,0.0790151,0.0139783,75.61819,DWARF,0.00052538357,0.4743868,404
TIC_27677846,27677846,0.794394,0.0442915,0.91,0.111594,5304.0,4.59704,0.0827838,1.81524,0.436805,0.449967,DWARF,0.000370882539,0.116635218,433
TIC_277014266,277014266,2.66768,0.128897,1.245,0.193191,6318.0,3.68097,0.0905026,0.0655797,0.0156235,10.215971,DWARF,5.58278443e-05,0.118396573,708
TIC_277103955,277103955,0.783445,0.0574296,0.74,0.0862959,4658.0,4.51928,0.0932681,1.53888,0.422743,0.260321468,DWARF,0.0167464223,0.026835857,2656
TIC_277871306,277871306,1.04222,0.0499824,1.06,0.132334,5863.0,4.42745,0.0779024,0.936325,0.198066,1.15636158,DWARF,0.00156273623,0.00145648245,41
TIC_277987172,277987172,1.58773,0.0839447,1.21,0.1777,6243.0,4.1193,0.0871499,0.302312,0.0722824,3.45001817,DWARF,2.30106361e-05,0.351405174,1396
TIC_278199349,278199349,8.35997,,,,4729.0,,,,,,GIANT,,,
TIC_27844066,27844066,,,,,,,,,,,DWARF,,,
TIC_278726770,278726770,8.1763,,,,4481.6,,,,,,GIANT,,,
TIC_278866211,278866211,1.04092,0.0465778,1.21,0.182247,6236.0,4.48602,0.0851353,1.07283,0.249511,1.476234,DWARF,0.00535067124,0.4478228,123
TIC_278968371,278968371,1.60942,0.0775753,1.13,0.189611,6053.0,4.07781,0.0899924,0.271062,0.0689946,3.132692,DWARF,2.32970742e-05,0.603723049,2050
TIC_279177746,279177746,1.87115,0.142862,2.48,0.387116,9706.0,4.2883,0.118576,0.378552,0.118284,27.9945316,DWARF,9.34769e-05,0.7035649,1556
TIC_279212407,279212407,1.72221,0.0797888,1.227,0.2905,6280.0,4.05474,0.128211,0.240206,0.086463,4.156302,DWARF,0.000117993543,0.028203927,514
TIC_279251651,279251651,0.555239,0.0164604,0.549943,0.0202648,3726.0,4.68943,0.00974687,3.21276,0.167559,0.05353355,DWARF,0.0138861593,0.105331466,124
TIC_279605855,279605855,1.60046,,1.18,,6184.0,4.10146,,0.28784,,3.37489247,DWARF,,,
TIC_279740441,279740441,0.719998,0.0544472,0.67,0.077692,4304.6,4.54948,0.0907316,1.79507,0.49018,0.160357,DWARF,0.00276870467,0.59418565,59
TIC_279982557,279982557,0.791524,0.0447689,0.901,0.11385,5264.0,4.59586,0.0840356,1.81691,0.428169,0.433397323,DWARF,0.00402480271,0.0222411882,169
TIC_279989567,279989567,,,,,,,,,,,,,,
TIC_279999655,279999655,2.45616,0.117387,1.72,0.272772,7491.19,3.89308,0.0821289,0.11608,0.0253987,17.1163864,DWARF,0.000319363084,0.0767501444,216
TIC_280212554,280212554,2.59202,,2.49,,9742.0,4.00699,,0.142983,,54.5208778,DWARF,,,
TIC_281979481,281979481,0.807298,0.0471181,0.87,0.111103,5164.0,4.56352,0.0853126,1.65355,0.40509,0.417548537,DWARF,0.0050827,0.06252285,247
TIC_282498590,282498590,1.48974,0.32994,1.34,0.487016,6519.0,4.21895,0.25486,0.405297,0.242353,3.61110282,DWARF,3.312727e-05,0.05949967,139
TIC_283015592,283015592,1.90022,0.0700703,1.73,0.284007,7493.0,4.11851,0.0812462,0.252138,0.0530391,10.2547064,DWARF,2.06280911e-05,0.430428177,902
TIC_284050395,284050395,0.944316,0.0517788,0.944,0.114837,5421.0,4.46281,0.0788437,1.12104,0.252632,0.693820059,DWARF,0.0003310411,0.2989004,598
TIC_284288080,284288080,1.68046,0.0742915,1.32,0.209578,6466.0,4.10779,0.0874567,0.278157,0.0637432,4.44727468,DWARF,0.00135808019,0.0732440352,177
TIC_284305328,284305328,1.86612,0.518686,1.387,,6620.0,4.03827,,0.213432,,6.02566862,DWARF,2.08197962e-05,0.190605313,314
TIC_284450803,284450803,2.68133,0.0999499,1.735,0.288743,7518.0,3.82067,0.0856159,0.0900017,0.0196534,20.6920319,DWARF,0.002689819,0.00563867064,198
