host,var_status,var_oot_rms,var_excess,var_ls_amp,var_ls_power,var_ls_period
GJ_806,ok,0.0006456866133474952,1.0764034814237597,0.00010536435062166398,0.04616451202213806,2.7562519982872367
GJ_832,ok,0.00025353865627137805,1.3019986874404108,0.00014893443397465171,0.4033209719621567,8.865481225825313
GJ_849,ok,0.0008969796340659777,1.070915423454288,0.0001949910425577171,0.1293032515560409,2.1424367111201468
GJ_86,ok,0.00031425395914823844,3.1554980346840398,0.00029064556458579984,0.7413743407274166,9.423481028618871
GJ_876,ok,0.0003432023838217054,1.120874447882186,7.072108862923193e-05,0.07659096303800066,6.356152830648233
GJ_887,ok,0.01072121022353317,1.028359260955967,0.0011956366350361488,0.027249061944992357,2.512132164499147
GJ_896_A,ok,0.015274669233317325,11.757630530018176,0.016219314350852505,0.8787461332891383,1.0663377400533671
GJ_900_A,ok,0.003258299943200876,3.658260525028401,0.002965760270024581,0.3296203129937676,5.664107234772799
GJ_9066,ok,0.00241752157581523,3.089119048054396,0.002443534647846701,0.8138201047306304,1.95386783611173
GJ_9404,ok,0.0006167445676805569,1.057032130295778,0.00010222570166668793,0.05281460882716961,13.0
GJ_96,ok,0.0004795750557181898,1.5170341705841413,0.00035609173977555543,0.5181224179077358,9.852383971835932
GJ_9689,ok,0.0008937496981423548,1.0284777534703595,0.00023220361800754423,0.1283567068266501,8.151427065725946
GJ_9714,ok,0.000744213277874144,1.972829575783393,0.0006528240416559543,0.5782990654565502,11.886006713054385
GJ_9773,ok,0.0009383229351268608,1.018096378884997,0.0001028301794900778,0.02468241130951867,5.134828271852618
GJ_9827,ok,0.001421841912878501,1.015477411458227,7.925739957290827e-05,0.027851552087772166,1.2137294043609193
GPX-1,ok,0.005456518016484165,1.1900569732027637,0.0004994397673922886,0.016451950574457266,2.3622930309187957
GQ_Lup,ok,0.20805062448667913,150.7559735458573,0.23239076187929378,0.625670311604362,10.842281777078144
GU_Psc,ok,0.005846476458090507,1.951136740579144,0.005052402905754161,0.496027227430862,0.5201941428629806
G_192-15,ok,0.0026358527275147587,1.0402260209213656,0.0002533407039590289,0.014458886150311311,5.655086747199944
G_196-3,ok,0.0132280986699438,13.739587078009372,0.013206537081882906,0.8876358482384462,1.307981241612684
G_261-6,ok,0.0033990513848181822,0.988636403549045,0.00013407617449755658,0.0037241507306152383,0.3921163087940009
G_264-012,ok,0.001460492485068412,0.9658697663931225,0.0001314138336440759,0.0177215366764956,3.424172919597414
G_268-110,ok,0.007395835830320745,1.4078707205163152,0.0012618629419224154,0.06191132429213305,6.7541125398351305
G_9-40,ok,0.0026190622265603878,0.9617360843460522,0.0001998881814751809,0.013409447639581797,5.471651776289883
Gaia-1,ok,0.0047158737560547915,0.9930830276039222,0.0008404112276912732,0.05104776220321872,6.054722063172688
Gaia-2,ok,0.001551653099944927,0.9986763602799112,0.00021351861718385396,0.036074738114431425,6.805263570897033
Gaia-4,ok,0.0022511408159054855,1.1495280380870783,0.0015323589057272206,0.498760345920408,6.472320943851113
Gaia-5,ok,0.004816811115255978,0.9834265003873125,0.0002878782583119984,0.00842351698038912,5.980692254861817
