host,sec_depth_windowed,sec_significance,sec_sigma_eff,sec_n_in_window,sec_status
HATS-12,0.0004825931531134975,2.4766266031220856,0.0001948590685835042,621,ok
HATS-14,0.0008623836623082859,2.580058458374541,0.0003342496599288665,527,ok
HAT-P-6,9.252844565321716e-05,1.5646320143495707,5.913751272159795e-05,1442,ok
HATS-16,0.0003102939473998978,0.8672487069665276,0.00035779119058620165,539,ok
HATS-13,-0.00047006176561703583,-1.2700147352178919,0.0003701230801360655,524,ok
HAT-P-60,9.066460371798257e-06,0.21851968826322107,4.149035926171156e-05,1384,ok
HATS-17,-0.00033222180796366185,-1.6187643127908777,0.00020523173468711155,227,ok
HATS-15,0.0005738071589138638,0.7603563756937183,0.0007546555500246125,681,ok
HATS-18,0.0016356408870670247,5.43495262265951,0.00030094850877773597,970,ok
HATS-2,0.0007553055457596436,3.3607416959491934,0.000224743706625843,578,ok
HATS-25,5.9185269997374945e-05,0.15495061461496346,0.0003819621506145318,151,ok
HATS-22,-0.0005079339991240772,-1.2768726418701355,0.00039779534972269904,114,ok
HATS-23,-0.0004910332614938007,-1.0389416997174068,0.0004726283117015731,482,ok
HATS-24,0.0007168948094652405,4.933498966033232,0.00014531163671078218,968,ok
HATS-26,0.00013520023891877564,0.664582041291548,0.00020343649168735834,560,ok
HAT-P-69,0.0002371660857676261,3.6877054660594313,6.431264317349468e-05,818,ok
HATS-31,2.5309440889964563e-05,0.1448415576076258,0.00017473880637577485,676,ok
HATS-30,0.0009434942748912656,3.5658247230480855,0.0002645935647910259,426,ok
HATS-28,0.0003102688621610117,0.6293145152398824,0.0004930267054824618,316,ok
HATS-27,0.00012910154448397826,0.4421153543389313,0.00029200873305342695,312,ok
HATS-29,0.00809112707273485,57.056209820191086,0.00014180975389415995,1150,ok
HATS-34,0.00010905431440333402,0.2856213298280397,0.00038181432202206647,335,ok
HATS-32,0.0007355000467638151,1.8322701709348497,0.0004014146267460943,603,ok
HATS-3,0.0002296384889390879,2.3464566827238174,9.786606785875911e-05,572,ok
HATS-35,0.00014900370455195322,1.0856710405170762,0.00013724572084098947,622,ok
HATS-36,-0.00045280000337166726,-0.6725538585410856,0.0006732546362218308,408,ok
HAT-P-8,1.3197454647007056e-05,0.28336115295855135,4.6574678671418006e-05,1839,ok
HATS-37_A,-0.00014448630583263622,-0.970647538557854,0.00014885558361102703,57,ok
HATS-38,-5.704430238284708e-05,-0.3531729385996579,0.00016151946015181563,288,ok
HAT-P-64,0.0009416283958640914,2.9794145688269595,0.00031604477125008644,685,ok
HATS-33,0.00012556025429466544,0.7917943559534892,0.00015857684934298896,180,ok
HATS-44,0.00029106585075600044,0.42450904101302334,0.0006856528898923285,254,ok
HATS-4,0.00043761958678878443,1.831553054141747,0.00023893361199621373,494,ok
HATS-45,-0.0008197971504126933,-2.0683632647478305,0.00039635066256731304,262,ok
HATS-46,0.0005456771785808945,0.9580484711344022,0.0005695715770359419,249,ok
HATS-47,-8.162356155461126e-05,-0.07432556249479724,0.0010981896243344928,186,ok
HATS-49,-0.0007187957656196176,-1.036612892949288,0.0006934080894696934,267,ok
HATS-48_A,0.00018178379777467057,0.467346177934205,0.0003889703315392533,352,ok
HATS-50,-0.00031269188585802965,-0.7285325803256354,0.0004292078272165459,428,ok
HATS-43,0.0003733481470635791,1.2064690353575096,0.0003094552252250269,292,ok
HATS-5,0.0003078988649194425,1.6902670228519343,0.00018215989589617294,226,ok
HATS-53,7.833793214206963e-05,0.20583491593629968,0.0003805862177742142,426,ok
HATS-39,0.0001295346326973812,0.3765186648745201,0.0003440324339313971,1711,ok
HATS-40,0.0004300609806604516,0.8082821063143114,0.000532067921955477,806,ok
HATS-54,-0.000678610402319757,-1.2783121861487674,0.0005308643770065583,1714,ok
HATS-41,-9.287884617847908e-05,-0.45545881666331756,0.0002039236979951507,1994,ok
HATS-42,-0.00042820098778006965,-0.7616209266064223,0.0005622232436390868,834,ok
HATS-57,-4.7737114383883394e-05,-0.2536549111033444,0.0001881970831009626,1116,ok
HATS-6,-0.00015717708145590592,-0.2702212206368135,0.0005816607633016257,187,ok
HATS-55,-0.0006300750358856355,-0.8180173568724032,0.0007702465364483904,1090,ok
HATS-59,-0.0003351195046952249,-0.8464360167352495,0.00039591829514509477,345,ok
HATS-51,-0.00017621075213125614,-0.9799723997677371,0.0001798119540642367,1531,ok
HATS-52,0.001465503057389017,2.504862438630408,0.0005850632892201119,695,ok
HATS-62,5.937218546137046e-06,0.012701288379373137,0.00046745010181636974,394,ok
HATS-65,-7.477492963881005e-05,-0.42479967050850154,0.00017602398219683548,358,ok
HATS-56,0.00034668866955456235,2.487782231209345,0.0001393565181089151,1127,ok
HATS-64,-0.00038168225253165655,-1.1594144994356679,0.0003292025869242071,792,ok
HATS-7,0.00031056015087749245,0.9529728588700315,0.00032588561991758394,188,ok
HATS-69,0.0001265463943417311,0.29267497114601193,0.0004323786002138142,1693,ok
HATS-60,-0.00022216582229017678,-0.9939211807008852,0.00022352458786873997,1316,ok
HATS-72,-0.0004129771278558181,-1.3072219563294696,0.00031591966907854795,52,ok
HATS-74_A,0.0018145584397623038,1.80377490089316,0.0010059783173963692,480,ok
HATS-67,-0.00047164503955365866,-1.2613734864750572,0.00037391386818481784,1777,ok
HATS-71,0.0006157551674247363,0.6959847135898412,0.000884725131747095,275,ok
HATS-76,0.0005130036300777796,0.38660484227377806,0.0013269456923006955,546,ok
HATS-61,0.0001645553898037555,0.5758181853103459,0.00028577664617359365,1470,ok
HATS-75,0.00047364666341853656,0.5683148628545309,0.0008334229744397408,244,ok
HATS-77,-0.002239344112916708,-1.5089495865415137,0.0014840417021812146,315,ok
HATS-63,0.0002368960205615389,0.5151606164090944,0.0004598488568726638,2130,ok
HATS-66,0.0010420390285026393,1.4513489275636011,0.0007179796730562403,974,ok
HD_100508,4.495774863577662e-05,1.6768159166759373,2.681137994258745e-05,83,ok
HATS-68,0.000161584627393907,0.6883498521812911,0.00023474200928767013,684,ok
HD_100655,-6.490472947540127e-05,-3.1366519700173874,2.069235927218329e-05,136,ok
HATS-9,0.0001553201940061033,0.7996161995069339,0.00019424343091332838,799,ok
HD_100777,0.000307551240847026,1.5008148934530157,0.00020492283371430586,68,ok
HD_10180,1.3085106618793141e-05,1.1577284724487558,1.1302396831544043e-05,335,ok
HD_102195,-2.4267190941840155e-05,-1.0123268695996048,2.3971694983694652e-05,182,ok
HD_101930,2.9817627480221987e-05,0.9253194214550724,3.2224145293885134e-05,98,ok
HD_102272,0.00015014689196912734,3.605035723031782,4.1649210577823625e-05,126,ok
HD_100546,0.0003485252760315749,7.602658842158413,4.584255104265967e-05,970,ok
HD_102117,2.888170516412991e-05,1.0073633105873432,2.8670594670844656e-05,64,ok
HATS-8,-0.0005130673993580803,-0.7968763179807005,0.000643848220584849,418,ok
HD_103197,-3.582323462381076e-05,-1.050639028226775,3.409661516598306e-05,232,ok
HD_102888,8.302196065512746e-06,0.9555146442861883,8.688716719475141e-06,788,ok
HD_103774,3.622512850209869e-05,1.388073683376857,2.6097410343499537e-05,86,ok
HD_102956,-8.137139712927066e-06,-0.8462506440426795,9.61551966927269e-06,897,ok
HD_103720,3.296855675039012e-05,0.19365511923673398,0.0001702436624465768,180,ok
HD_103891,-3.2392232872879845e-05,-1.4817082006111533,2.186141161904832e-05,93,ok
HD_104067,2.4814373336123907e-05,1.7813223281395354,1.3930310614834518e-05,374,ok
HD_10442,-4.1439287692401905e-05,-2.250165098856903,1.841610987276147e-05,301,ok
HD_103949,4.2692056665072364e-05,1.1866529525393037,3.597686802507521e-05,85,ok
HD_105779,-1.63179181071893e-05,-0.39322078428176754,4.1498106812931026e-05,85,ok
HD_106315,1.555803448394233e-05,0.35268971050757375,4.411252730212052e-05,150,ok
HATS-70,-0.00040860480675064537,-1.3151924397507284,0.0003106806231551097,1503,ok
HD_102843,-9.730832925880506e-06,-0.37926211598348647,2.5657276368473877e-05,368,ok
HD_10647,1.7724705182242673e-05,1.67161870841828,1.060331826449475e-05,132,ok
HD_102329,7.10199100752984e-05,3.0702725745755877,2.3131467434977063e-05,199,ok
HD_106252,-6.818567146016363e-06,-0.22478584775650245,3.033361403340002e-05,78,ok
HD_104985,-7.395571459190009e-05,-5.180583529120162,1.4275556831811234e-05,371,ok
HD_10697,-3.5022975946041868e-06,-0.15769038959464682,2.2209962215243844e-05,74,ok
HD_106270,-4.3834368151474123e-05,-1.62482734332965,2.6977862190358814e-05,93,ok
HD_106906,3.387274384003547e-05,1.2815791451256935,2.643047366123715e-05,120,ok
HD_106515_A,4.4286685863204056e-05,0.8755125183706346,5.058372659893365e-05,72,ok
HD_108341,3.257167933679028e-05,0.6102472994485528,5.337455711188485e-05,94,ok
HD_105618,-6.208133884300082e-06,-0.11146497448824202,5.5695826539259224e-05,56,ok
HD_109246,-3.299210682050635e-05,-1.1552009128468677,2.855962668796796e-05,221,ok
HD_109271,1.439884359877297e-05,0.7034689222065919,2.0468343581700367e-05,206,ok
HD_107148,0.00010149082893984307,2.8406553021321366,3.5727963496192645e-05,103,ok
HD_108147,-3.8210628461321505e-07,-0.018610444408028264,2.0531819457700868e-05,152,ok
HD_109286,-9.474929097064155e-05,-2.6590461992320034,3.563281111776374e-05,217,ok
HD_10975,3.279879803419483e-05,3.7060518756244956,8.850064471552495e-06,908,ok
HD_108202,-8.531688944146687e-05,-1.3895376860929447,6.139947861461608e-05,132,ok
HD_108874,6.286688064727208e-05,1.1090477186502874,5.6685460499194e-05,60,ok
HD_108863,3.620316373953436e-05,1.2209419998805922,2.9651829278602115e-05,140,ok
HD_110067,0.00010863473179334449,3.4738614837324113,3.1272038998119283e-05,163,ok
HD_110082,0.00010989871226196879,1.6558274567906004,6.637087204422823e-05,74,ok
HD_110113,-5.809807634249431e-05,-1.5731320469129708,3.6931468312849406e-05,494,ok
HD_110014,-2.530906173747738e-05,-6.054673587361227,4.1800868985420694e-06,1380,ok
HD_108236,0.00011072961095637268,2.05015866146641,5.4010264199343236e-05,97,ok
HD_111591,0.00011020427535513022,4.119751596732459,2.6750223349033393e-05,238,ok
HD_109749,-0.00010725790614873887,-2.728194463354833,3.931461176592409e-05,70,ok
HD_11112,5.9154342467393484e-05,2.3940843982308047,2.4708545158686854e-05,61,ok
HD_112570,-0.00013410007029657223,-15.170064246250577,8.839782621864394e-06,1567,ok
HD_113337,1.7248497184096934e-05,1.3330546272136259,1.2939077538142637e-05,159,ok
HD_111232,7.799723642487599e-05,2.376160189813623,3.2824906653702415e-05,65,ok
HD_113538,-5.746033802145334e-05,-1.0854666191746019,5.2936071000641804e-05,47,ok
HD_113996,2.5425591206662546e-05,2.970587256300438,8.559112731913997e-06,116,ok
HD_114386,-7.842897202214871e-05,-1.8129245820346682,4.326102298978531e-05,62,ok
HD_11505,2.884600032238005e-05,1.3592081667514904,2.122265082568039e-05,120,ok
HD_111998,-8.42129989075957e-06,-1.1819866447050302,7.1246996981604155e-06,475,ok
HD_11506,6.391029309493756e-05,2.295071581697761,2.784675371548125e-05,63,ok
HD_115404_A,-0.00013510241346770258,-1.687004156845559,8.00842208476377e-05,109,ok
HD_116029,7.913318259777924e-06,0.6018618018534059,1.3148065279120925e-05,543,ok
HD_114729,-5.985151063392369e-05,-2.6023285371425233,2.2999213888513632e-05,74,ok
HD_112640,3.3444844768526494e-05,3.0509101272295323,1.0962251713031304e-05,176,ok
HD_117207,-9.02353933440736e-06,-0.5671715590308919,1.590971759907284e-05,217,ok
HD_109988,4.209799314036644e-05,1.0606860455501874,3.9689400380986285e-05,92,ok
HD_117618,6.83829600722774e-06,0.7028933127700823,9.728782281735208e-06,597,ok
HD_11964,-1.7483493074843537e-05,-1.6105117305856207,1.0855861986479365e-05,200,ok
HD_11755,-8.421108889633544e-05,-5.386663181520927,1.563325681568945e-05,165,ok
HD_118203,-9.006227745600448e-05,-2.8956466257972706,3.1102647903801886e-05,133,ok
HD_11977,-0.00011912060870955532,-6.662406911004054,1.7879515661645968e-05,188,ok
HD_121504,2.655434946596813e-05,0.7641189990357086,3.475158908426409e-05,78,ok
HD_114082,-1.068264595716073e-05,-0.24694261652984398,4.325962892625984e-05,74,ok
HD_12235,-3.194050415822325e-06,-0.2703466025032353,1.1814649735737296e-05,138,ok
HD_120084,4.112827288860199e-05,2.3948564747030394,1.7173585692103686e-05,179,ok
HD_115954,-7.288848926545466e-05,-1.6733505748680253,4.355840931372272e-05,82,ok
HD_12484,-0.000120509689718995,-3.4640527896753555,3.4788641234964825e-05,91,ok
HD_125136,-1.3844622613001789e-05,-0.9034797743584269,1.5323666346413833e-05,265,ok
HD_122562,4.107960395183241e-07,0.025338531236713563,1.6212306691364674e-05,266,ok
HD_124330,-2.015623888906859e-07,-0.00738388204470145,2.7297617658359493e-05,120,ok
HD_125595,1.6449191166945099e-06,0.05077297309960286,3.239753389008012e-05,136,ok
HD_109833,-2.6520112966554876e-05,-0.3595644806110257,7.375620896003949e-05,421,ok
HD_126525,2.6577646750070016e-06,0.21138249666857714,1.2573248574947355e-05,474,ok
HD_126614,-4.6575540086690737e-05,-1.0632873051649738,4.380334445868732e-05,88,ok
HD_12648,-1.7940805349558886e-05,-0.8207887943604102,2.185800473011945e-05,162,ok
HD_125390,0.00013252679253983324,2.6396438886045184,5.020631499269973e-05,54,ok
HD_127195,1.4914951926847664e-06,0.08349383261899561,1.7863537292518987e-05,152,ok
HD_12661,-7.067414888872747e-07,-0.029987913885591667,2.356754429746591e-05,117,ok
HD_125271,4.931032146493486e-06,0.1922251339129457,2.565237982212376e-05,493,ok
HD_128356,-5.3047056197685905e-05,-0.8653777765636074,6.12993049212962e-05,93,ok
HD_127506,-2.711939306510036e-05,-0.7978090626820471,3.399233517595215e-05,111,ok
HD_13167,-3.637145159762767e-05,-1.0558347761792635,3.444805230724129e-05,86,ok
HD_13189,7.752314012388073e-05,6.147707672903451,1.2610088873543976e-05,181,ok
HD_128717,-1.791727768596374e-05,-0.5699410828518243,3.143706994468751e-05,122,ok
HD_131496,-6.536759540387571e-05,-2.228694130838049,2.9329998450391098e-05,95,ok
HD_133131_A,-1.099897532408356e-05,-0.24650152358753613,4.46203137571183e-05,133,ok
HD_132563,5.70792949904364e-05,0.877514052499542,6.504658794676818e-05,92,ok
HD_130322,-2.405363679036654e-05,-0.45512723172733527,5.28503572486231e-05,33,ok
HD_133131_B,3.9597804613600296e-05,1.6254686613774398,2.4360853921382085e-05,407,ok
HD_129445,2.7954457102685737e-05,0.47604735740806303,5.872200878267549e-05,52,ok
HD_134606,-2.578743004688633e-06,-0.20464496424667267,1.260105771075948e-05,319,ok
HD_135344_A,0.00019966097772183833,5.155818641701802,3.872536867509665e-05,699,ok
HD_134987,-1.4474295559896433e-06,-0.07224302165494276,2.0035562229152863e-05,60,ok
HD_135694,-3.6096046941658244e-05,-0.7964057836551449,4.532368760055156e-05,117,ok
HD_114783,-6.428383471202004e-06,-0.6754027266459609,9.517852412478778e-06,2150,ok
HD_132406,-4.186226195412868e-05,-1.043205548758379,4.0128488584012094e-05,84,ok
HD_135625,3.0098325757288436e-06,0.188283328542561,1.5985656292710366e-05,262,ok
HD_136118,8.57105020516391e-05,1.9657594667565885,4.3601724168754705e-05,29,ok
HD_136352,2.1817605146745578e-05,1.3543745296429421,1.6108989551433324e-05,93,ok
HD_136925,-6.659613699999678e-05,-1.43855368924537,4.6293814056346745e-05,44,ok
HD_128311,-7.175293845529396e-06,-0.05019061058756896,0.00014296087976476118,187,ok
HD_136418,0.00010355364755187946,2.401890731997843,4.311338820386125e-05,109,ok
HD_13724,8.979171088108195e-06,0.4262347559977495,2.106625741274746e-05,169,ok
HD_125612,-2.244096070591617e-05,-1.2579594609717775,1.78391763821868e-05,1574,ok
HD_13931,-2.5612251003837017e-05,-0.9710036934456103,2.6377089167345848e-05,91,ok
HD_1397,-1.0744341383039924e-05,-0.3892189162330104,2.7604879760283028e-05,91,ok
HD_13808,1.9098502905379178e-05,0.7935994622575847,2.406567016949443e-05,140,ok
HD_14067,-2.172311095538504e-05,-1.8798636121144787,1.1555684580197172e-05,768,ok
HD_139357,-5.083655475091042e-05,-7.691728549876821,6.609249718221601e-06,1689,ok
HD_141004,-2.2389991543247945e-05,-2.3448457318219122,9.548598971520073e-06,194,ok
HD_137496,-4.578520654130447e-05,-0.44689877802805844,0.00010245095487468496,49,ok
HD_141399,1.8600567146753733e-05,0.985540771602656,1.887346285684971e-05,166,ok
HD_134060,1.060587650136835e-05,1.8298685680227063,5.7959772011542335e-06,2620,ok
HD_137388,-2.4656828016444976e-05,-0.6797115361368624,3.627542965738371e-05,377,ok
HD_142022_A,-5.1379834454134965e-05,-1.5579313425773806,3.297952422546052e-05,67,ok
HD_143361,-6.888660590753659e-05,-4.447995438671445,1.5487112533575817e-05,1079,ok
HD_142,-8.062502500516544e-06,-0.7042438813649439,1.1448452324342598e-05,109,ok
HD_143811_A,-2.993659803696147e-05,-0.7405100029794655,4.042700019785097e-05,138,ok
HD_143105,-2.304682629206134e-05,-0.9125067030271247,2.5256610406922416e-05,83,ok
HD_144899,-5.0173661594987706e-05,-0.6675219533802694,7.516406215692671e-05,42,ok
HD_142415,-8.902642871566613e-06,-0.2166834894462143,4.108593088619449e-05,147,ok
HD_147018,-6.623619641699108e-05,-1.6789517895603716,3.945092219374258e-05,112,ok
HD_145934,2.552075413608801e-05,0.560497473986225,4.553232676426874e-05,70,ok
HD_147379,-2.9310468607324225e-05,-0.9168599600061031,3.196831564891231e-05,106,ok
HD_147513,-1.9050459188374447e-05,-1.3238017780792908,1.4390718840108248e-05,131,ok
HD_145457,-0.00014022265703417247,-6.833141530407307,2.0520964831503225e-05,279,ok
HD_14787,-1.9804812840584773e-05,-0.7727377604598296,2.5629409942125274e-05,143,ok
HD_149026,4.7444488119552375e-05,1.8728305609937206,2.533303818706291e-05,163,ok
HD_13908,2.548272840408039e-06,0.19236992741787753,1.3246731828684052e-05,1449,ok
HD_141937,1.353169976525681e-05,1.255983653448531,1.0773786528274532e-05,1621,ok
HD_1461,6.669413157300852e-07,0.04265977539273334,1.5633962194833586e-05,99,ok
HD_147873,5.399308188103191e-06,0.17761725932120248,3.039855591026264e-05,134,ok
HD_150010,-6.224781721853034e-06,-0.5716114035260792,1.088988372774658e-05,368,ok
HD_1502,-4.7459781156167224e-06,-0.11625064366005958,4.082539215434302e-05,74,ok
HD_148156,8.580191841023321e-06,0.42980453352544407,1.996300916289749e-05,242,ok
HD_152079,-6.279092015792909e-05,-2.322852817149972,2.7031811785204073e-05,413,ok
HD_15337,1.3529563679948176e-05,0.3378398716217324,4.004726740808367e-05,112,ok
HD_152843,-1.394736905080407e-06,-0.05572953301030545,2.5026890227529697e-05,401,ok
HD_153557,-5.874334132238701e-05,-1.804201584636428,3.255918951774151e-05,142,ok
HD_154345,-2.9556439189337702e-05,-1.643057605377387,1.7988681037478905e-05,111,ok
HD_153950,1.1181709941077145e-05,0.4096106024380208,2.729838992087388e-05,123,ok
HD_154391,-6.711404160641976e-06,-0.5035923856605018,1.3327056468177993e-05,312,ok
HD_154857,7.117052780669653e-06,0.21034844126393845,3.3834587686530105e-05,58,ok
HD_155358,4.269099595044512e-05,2.72614435578231,1.5659844226478706e-05,305,ok
HD_154672,-0.00010899231816918764,-1.588391437512304,6.861804690907203e-05,113,ok
HD_156098,-3.7214819438746716e-05,-2.1545251407156845,1.7272863860100884e-05,86,ok
HD_150706,9.592495754162655e-06,0.4931189395142988,1.9452701945722986e-05,148,ok
HD_140901,-2.732624876600198e-05,-1.921907263436487,1.4218297253916917e-05,452,ok
HD_145377,9.28272137334929e-06,0.26865813573468683,3.4552169239037807e-05,372,ok
HD_156668,-3.5982931351652425e-05,-0.9183904808786313,3.918042717214063e-05,74,ok
HD_156279,-1.2463731686618296e-05,-0.45112386954034506,2.76281804802697e-05,158,ok
HD_158038,0.0001859329219748851,2.627821631795704,7.075553368050672e-05,25,ok
HD_158259,1.9824347624264327e-05,2.287988733566669,8.664530263381505e-06,497,ok
HD_159868,-4.498212447945349e-05,-2.4541015180723122,1.832936581808025e-05,151,ok
HD_155918,-5.114007489703809e-06,-0.1987572756596967,2.5729913396779416e-05,59,ok
HD_158996,-1.048016777660532e-05,-0.4272026073504163,2.45320782136727e-05,115,ok
HD_156411,5.3661343202948686e-05,1.778676652549465,3.0169251463459215e-05,43,ok
HD_151450,1.4361446607713546e-05,1.0291883978907757,1.3954147401142465e-05,1160,ok
HD_1605,-3.534672718386034e-05,-1.3345008787941925,2.648685193508331e-05,114,ok
HD_160691,-1.2711470735116137e-05,-1.3879111885391604,9.15870614783035e-06,120,ok
HD_161178,0.0006510573387459306,32.070126305938906,2.0301053152552273e-05,174,ok
HD_154088,-1.951461597060611e-05,-1.536715040082658,1.2698916494990798e-05,594,ok
