host,sec_depth_windowed,sec_significance,sec_sigma_eff,sec_n_in_window,sec_status
Kepler-1827,-0.0007302545566699736,-1.7277215732648028,0.00042266911982238105,165,ok
Kepler-1837,0.007126648879634323,0.9889115819585145,0.007206558209703819,33,ok
Kepler-1838,0.00023701163649647583,2.1093990425241405,0.00011235979144698195,652,ok
Kepler-1833,0.0006617668300347157,1.6644447638686077,0.00039759014201023736,87,ok
Kepler-1842,0.0034053702590686186,1.3772554811882414,0.002472577024075882,58,ok
Kepler-1830,-0.0003560615063322725,-0.31140930169195263,0.0011433875108987272,77,ok
Kepler-1844,-0.0023822994428954747,-0.5659806962361427,0.004209153172074819,254,ok
Kepler-184,0.0022382736410826443,3.142582365839557,0.0007122402471970462,322,ok
Kepler-1841,-0.0015878328091599725,-1.0207062373696199,0.001555621736232208,105,ok
Kepler-1843,0.000947636646658756,3.3190041449178085,0.0002855183679447388,227,ok
Kepler-1846,-0.0008068056395055256,-0.9673189774904042,0.0008340636938589671,218,ok
Kepler-1831,-0.004781931032218911,-2.458470002036951,0.0019450841491890768,310,ok
Kepler-1848,-0.0009145324183181813,-1.2354306074766752,0.0007402539752403274,101,ok
Kepler-1851,0.0021173230517637087,0.35888842531072535,0.005899669374766076,46,ok
Kepler-1845,-0.004477774159960202,-1.3395026848604994,0.003342863146576323,316,ok
Kepler-1850,0.011974031185546408,42.922145350348345,0.00027897093884309373,2254,ok
Kepler-1839,0.0014077060864459146,0.9776515909945628,0.0014398852304979715,132,ok
Kepler-1852,0.00024372808340611396,0.05440547282214593,0.004479844963444626,71,ok
Kepler-1853,-7.652224262044705e-05,-0.014407195607039954,0.005311390551472425,47,ok
Kepler-1854,0.0006763510646613513,0.6734210457602736,0.0010043509464391178,129,ok
Kepler-1855,-0.0013084378658663187,-1.0310875124019134,0.0012689881800801942,352,ok
Kepler-1857,-0.0006115039307839076,-0.667766697400834,0.0009157448749152669,535,ok
Kepler-1856,-0.005548530771820603,-1.5231902624277645,0.003642703678381568,94,ok
Kepler-185,-0.0002988554976253166,-0.4776488002723684,0.000625680410910487,381,ok
Kepler-186,0.00031526970285999933,0.6681691192825863,0.0004718411757767325,730,ok
Kepler-1860,-0.000367433512046933,-0.6924210290317152,0.0005306504231403164,142,ok
Kepler-1858,-0.3811273687127763,-35.923064640510276,0.010609544940744857,2005,ok
Kepler-1849,0.0014691478178594508,0.6627476586770278,0.0022167529354870197,250,ok
Kepler-1861,-0.00030256823657670573,-0.855720026510981,0.00035358321320393105,439,ok
Kepler-1862,-0.0004722376725830868,-0.1522119256021695,0.003102501139216623,452,ok
Kepler-1868,0.0014556680280424228,1.7438964816820772,0.0008347215808580316,88,ok
Kepler-1869,-2.8489203905968097e-05,-0.2278544769705268,0.00012503245178567725,100,ok
Kepler-187,-0.00041597344078825316,-0.46799499063063427,0.0008888416524025592,362,ok
Kepler-1870,-0.0004769889176006181,-1.3542259111428394,0.0003522225602655057,310,ok
Kepler-1871,0.0004724913708008538,0.2984167288208874,0.001583327357912457,120,ok
Kepler-1874,-0.00680457719297789,-2.5439599139266185,0.0026747973329795836,40,ok
Kepler-1866,0.004719833790140071,14.056552967245999,0.00033577462420111343,1831,ok
Kepler-1872,-0.0016578324793069532,-0.3656402464058537,0.00453405361035336,121,ok
Kepler-1878,0.006603581155343874,1.5822721254270253,0.004173480053920366,115,ok
Kepler-1867,-0.0009041085535708149,-2.5626777503071736,0.00035279837797102837,333,ok
Kepler-1875,0.00024726284259457554,0.20376685826070368,0.0012134595620953343,504,ok
Kepler-1863,-0.0005217629950988734,-1.2677852773078155,0.000411554704442423,258,ok
Kepler-188,-0.001475322668867407,-0.7291012001759398,0.0020234813336082783,200,ok
Kepler-1879,-0.00020901272345374977,-0.6026803885433377,0.000346805251053428,133,ok
Kepler-1876,-0.00014366596340464888,-1.6773107465724355,8.565256241172278e-05,262,ok
Kepler-1880,0.0017018365839571725,1.3893645469995268,0.0012249028432692202,1084,ok
Kepler-1885,0.0054932261699789375,1.708595926916657,0.003215052829894104,63,ok
Kepler-1882,0.0007152939395489444,2.3047219191364534,0.0003103601929628694,138,ok
Kepler-1886,0.0076805266754566,1.7178229262213331,0.004471081715244847,144,ok
Kepler-1884,-0.00898825686224547,-1.5675284549404633,0.005734031069048028,75,ok
Kepler-1887,-0.001927783355472501,-0.6044636925435151,0.0031892459038533913,354,ok
Kepler-189,0.0008202730438990891,1.267374024451535,0.000647222546835823,501,ok
Kepler-1890,-0.00017607789167306542,-0.5214738134019312,0.00033765433114347316,200,ok
Kepler-1888,0.00015071315443693223,1.2070270376212915,0.0001248631138652413,304,ok
Kepler-1877,-0.00014981122986768014,-1.3254293495658191,0.00011302845369823366,623,ok
Kepler-1893,-0.00128932708919538,-0.4792189391239271,0.002690476072486687,114,ok
Kepler-1896,-0.005696753401067012,-1.0046315991830939,0.005670489964380247,123,ok
Kepler-1897,0.005433850804867801,1.3403098607469703,0.004054175056086995,581,ok
Kepler-1894,-0.00046933052567799116,-0.10996780643680246,0.004267890220650271,111,ok
Kepler-1892,0.002807907069829252,1.6300501085401204,0.0017225894192565803,1158,ok
Kepler-1898,-0.00045961545052031205,-0.778019279173541,0.0005907507215098106,94,ok
Kepler-1895,-0.0013560133722284595,-1.1241008968365658,0.0012063093055476957,447,ok
Kepler-1899,-0.007431270603553086,-2.7153487902440574,0.0027367646580994695,319,ok
Kepler-190,0.0004492258181258979,1.159581915088483,0.00038740326343535575,503,ok
Kepler-1900,0.003194415992159194,1.1992660755298017,0.002663642420426169,127,ok
Kepler-1901,0.0010606239397898953,1.1136048664214053,0.000952423944767981,652,ok
Kepler-1904,-0.0029135561564768153,-1.1442627007612585,0.0025462301222774074,154,ok
Kepler-1903,-0.001568327250586865,-0.6460838516576198,0.0024274360774736883,290,ok
Kepler-1902,0.0031832756224248193,0.49661995527222946,0.006409882624792756,87,ok
Kepler-1906,-0.0055572626915412204,-7.684513866840095,0.0007231768707610376,2085,ok
Kepler-1907,0.0006131683116267217,1.8177422407248693,0.0003373241254393724,456,ok
Kepler-19,-3.5912975681506865e-05,-0.2900611709911777,0.00012381173101793473,406,ok
Kepler-1913,0.0019768206725483406,0.42741760919889704,0.004625033292974214,28,ok
Kepler-1914,-0.006245458129696235,-0.7885895271535434,0.007919783251800915,108,ok
Kepler-1916,-0.00016496266256016412,-0.058587722068516035,0.002815652439383917,260,ok
Kepler-1911,-0.0007684285253752865,-3.6547521011097213,0.00021025462305417718,262,ok
Kepler-1919,0.0025441764007776424,1.1291351634109468,0.0022532080154975156,344,ok
Kepler-1910,0.000165146253235271,0.08809539337563273,0.0018746298405309194,609,ok
Kepler-192,0.0003840938908026281,0.40320721066835163,0.0009525967806130215,126,ok
Kepler-1912,-1.0978939216643724e-05,-0.07568303604046163,0.00014506473036803345,399,ok
Kepler-1921,-0.0006941013851591293,-1.6116362005868945,0.0004306811828292048,207,ok
Kepler-1917,0.000490370990875677,0.15007491744598053,0.0032675079834855554,130,ok
Kepler-1864,0.0001323500110088638,1.3293410925986893,9.956061070085233e-05,3480,ok
Kepler-1923,-0.0005841361890326358,-0.3491709128369925,0.0016729233952695677,202,ok
Kepler-1927,-0.0004384871753809749,-0.6460947865640461,0.0006786731366660062,100,ok
Kepler-1928,0.000515154046780042,1.544968317641778,0.0003334398776321622,136,ok
Kepler-1922,0.0035866565730678923,3.5125453491572944,0.0010210990084237284,1218,ok
Kepler-1929,-6.79662783127366e-05,-0.2695868263279897,0.00025211275802492747,109,ok
Kepler-1925,-0.00826235881055748,-2.9582663861572676,0.002792973225541777,152,ok
Kepler-1924,-0.00026327343286913774,-0.22401670904257176,0.0011752401595146445,490,ok
Kepler-1931,0.00023069709501821745,0.3064092600292511,0.000752905101484838,37,ok
Kepler-193,-0.0022033727585377694,-1.4186913987121472,0.0015531022183809223,138,ok
Kepler-1930,-0.00026961167312666845,-0.5628220319883904,0.00047903539272291647,208,ok
Kepler-1932,0.0010935774797521391,0.7393918452935695,0.0014790229114819938,298,ok
Kepler-1933,6.111808598652235e-05,0.2162850647684619,0.00028258116690558664,150,ok
Kepler-1934,-0.00044231773059721924,-2.742201090694464,0.00016130025332504043,770,ok
Kepler-1939,-0.00015640998616572865,-0.4861433429366748,0.00032173635294663013,223,ok
Kepler-1942,-0.0008147933370930005,-0.8864871472337357,0.000919125945182111,402,ok
Kepler-1941,0.0001475893826430319,0.16581697181600785,0.0008900740438487715,575,ok
Kepler-1936,-0.0009315712694193401,-0.21866410169228426,0.004260284437224619,83,ok
Kepler-194,0.0010809779190281699,1.0297519429978779,0.001049745937726672,265,ok
Kepler-1935,0.004321241617760929,1.5361147789233274,0.002813098133714796,48,ok
Kepler-1943,0.0006382858278611847,0.6860034432790223,0.0009304411429922967,149,ok
Kepler-1945,0.0009545522536393847,1.2447955911193194,0.0007668345393005866,76,ok
Kepler-1946,0.006737970226021517,1.792146152814878,0.003759721390712671,82,ok
Kepler-1944,0.00887887697245282,1.3194328312252919,0.00672931335519933,75,ok
Kepler-1947,-0.00036190051115170263,-0.994204675157678,0.00036401006774013236,265,ok
Kepler-1948,0.0012063863946862874,3.701880870563328,0.00032588471559937243,343,ok
Kepler-1937,0.004210217450586362,4.173205996919269,0.0010088688297904334,127,ok
Kepler-1938,0.009451322813113894,7.878973077187125,0.001199562775570254,755,ok
Kepler-1956,-0.0015858235655463737,-0.8465736792022469,0.0018732256914020117,418,ok
Kepler-195,0.0015501272950735334,1.2920284043864765,0.0011997625515126472,325,ok
Kepler-1953,0.0027947967786829953,0.9384610748472925,0.002978063612428217,121,ok
Kepler-1952,-0.0015548676117584925,-2.4904274968363453,0.0006243376342951887,226,ok
Kepler-1957,-0.0011132809040259595,-0.9617234669500367,0.001157589413468889,280,ok
Kepler-1958,0.015262630463881766,2.108473249108904,0.007238711930697794,35,ok
Kepler-1949,0.0007868206191274929,0.32517057669907445,0.002419716528828644,158,ok
Kepler-1959,0.005055136534220628,12.087658722122363,0.0004182064244557892,1623,ok
Kepler-1950,6.648955134758161e-05,0.09333293714482153,0.0007123910741650832,388,ok
Kepler-196,0.0003774122396912327,0.6293496815919023,0.0005996860739431711,272,ok
Kepler-1961,0.012365276884804377,2.1786625410911875,0.0056756274326960265,89,ok
Kepler-1965,0.0002929271032912073,0.4860145210204536,0.0006027126569719913,241,ok
Kepler-1967,4.489116491579459e-05,0.08748937366520881,0.0005131041980889857,240,ok
Kepler-1955,0.00014246112453930593,0.33912294718979474,0.0004200869499390604,122,ok
Kepler-1962,-0.0013533355164095928,-1.501110313773085,0.0009015563373273641,925,ok
Kepler-1976,0.005101905233661053,1.7560786903043253,0.0029052828109752313,205,ok
Kepler-1960,-0.0025177905239639475,-0.7952708353210429,0.0031659535495823137,74,ok
Kepler-1963,-0.0002196253462509734,-0.5145808574000658,0.00042680434589159935,646,ok
Kepler-1964,-0.010726551578572385,-1.5545787801437911,0.006899972980192248,510,ok
Kepler-1969,-0.0004109562651638532,-0.08589051658807845,0.004784652386418336,153,ok
Kepler-198,-0.0005485611912137145,-0.7363287477960375,0.0007449949399037527,135,ok
Kepler-1977,0.000615410648682424,0.3293788746631224,0.0018683974475043224,635,ok
Kepler-1978,0.0015887670758294448,1.0409163789517837,0.0015263157617227175,512,ok
Kepler-1980,-0.018477617245117317,-2.588326905039418,0.0071388267104675945,99,ok
Kepler-1966,0.002445336311241997,5.569630456898431,0.00043904821516717557,1992,ok
Kepler-1983,0.0015667143776803005,1.0761404228609486,0.0014558642574870923,92,ok
Kepler-1981,-4.11614540959393e-05,-0.06894219288291914,0.0005970430062449799,126,ok
Kepler-1984,0.0011543020875219856,1.060831208264781,0.0010881109817744675,892,ok
Kepler-1987,-0.002852591849527686,-1.3280678328513136,0.002147926317440634,376,ok
Kepler-1979,-0.00271860942728952,-1.7516509215695046,0.001552026944303267,428,ok
Kepler-199,-0.0006967807165791928,-0.5463539510659109,0.001275328411590703,147,ok
Kepler-1990,0.0003307646141901266,0.392835302419363,0.0008419931002968411,191,ok
Kepler-1991,-0.0020013189014218558,-1.0318118758091384,0.0019396160757041473,88,ok
Kepler-1988,6.284311297521938e-05,0.31326943393842205,0.00020060403654820715,271,ok
Kepler-1992,0.0008595250534579879,2.2659546993690265,0.00037932137553205707,465,ok
Kepler-1993,-0.0001247856512121004,-0.26594671584510293,0.0004692129805610388,129,ok
Kepler-1995,-0.005402530837079755,-1.9460646381709508,0.002776131239996959,96,ok
Kepler-1999,-0.011922347462063776,-1.9782850456446224,0.006026607484251032,158,ok
Kepler-197,0.00019528877359098473,1.603441441358733,0.00012179351771368704,2543,ok
Kepler-1996,0.001989200620903575,1.7926218156686013,0.0011096599425025155,241,ok
Kepler-1998,-0.0004938889060660534,-2.386631989752633,0.00020693969920232378,359,ok
Kepler-1972,-3.3575783718431396e-05,-0.4500363953268498,7.46068186197389e-05,2286,ok
Kepler-2001,0.00433970701106523,1.194719485880461,0.003632406654744597,305,ok
Kepler-200,3.890491058200496e-05,0.053878266723991944,0.0007220891269815225,144,ok
Kepler-201,0.0002422318772687948,0.9295167088954488,0.0002605998095038449,445,ok
Kepler-202,0.0005266120736177049,1.3896881236623693,0.0003789426308327922,465,ok
Kepler-203,-4.187007329181647e-05,-0.04584925014501164,0.0009132117354022178,198,ok
Kepler-2000,-0.000250757626328868,-0.208568672797089,0.0012022784772324055,245,ok
Kepler-204,-0.0008437027704899513,-1.5835515393455033,0.0005327914813803039,298,ok
Kepler-205,-0.0001306694323209845,-0.8090675220323575,0.00016150621395943088,992,ok
Kepler-21,3.6354579468600434e-05,0.7036892469876417,5.1662832172336575e-05,66,ok
Kepler-209,0.00010125832319241024,0.11792290389025369,0.0008586824090309671,137,ok
Kepler-208,0.00026333361559260915,0.8172630791388756,0.00032221401200464785,449,ok
Kepler-210,0.0009576124982870748,2.2126053486754103,0.00043279860046454075,336,ok
Kepler-211,-2.139091932529258e-05,-0.13294425462648163,0.0001609014198123282,1048,ok
Kepler-212,0.00011384674730896549,0.2880892752263172,0.00039517870708491226,433,ok
Kepler-213,-0.0002517205578028703,-1.033386041407855,0.0002435881149119583,722,ok
Kepler-1982,2.5150078635571838e-05,0.11548698751972775,0.00021777413348214356,2113,ok
Kepler-214,0.0007442209102026531,0.8159916439107698,0.0009120447687869155,93,ok
Kepler-218,0.00045264338055106546,0.7977543343964948,0.0005673969554718778,322,ok
Kepler-207,-0.00030172086162028044,-0.806051096415625,0.0003743197707465232,231,ok
Kepler-206,-0.00033208119744299047,-0.44440050208935916,0.0007472565757277571,88,ok
Kepler-22,-0.0003667937719216141,-3.1809082680474234,0.00011531101843020695,324,ok
Kepler-220,0.00012296151744273232,0.6446480576384889,0.00019074208940173012,497,ok
Kepler-219,0.0003645461669172789,0.6704126151211547,0.0005437638831593277,186,ok
Kepler-217,5.1296510621412494e-06,0.009028616676036069,0.000568154706994757,152,ok
Kepler-221,-0.0003731157173666455,-0.5391481321165107,0.000692046758841436,148,ok
Kepler-224,0.004629980225914432,1.9170991998600206,0.002415096843320625,284,ok
Kepler-215,0.0006116192085215966,0.6030552651593419,0.001014200926278277,68,ok
Kepler-216,-5.7244249490828736e-05,-0.045429270747493554,0.0012600741449055076,92,ok
Kepler-222,0.003529408806338008,2.0098250536180835,0.001756077624758619,218,ok
Kepler-225,-0.0022137308704717196,-1.4920749869008547,0.0014836592596929696,501,ok
Kepler-1994,0.0001431365151574049,1.3607091546243717,0.0001051925862855815,2384,ok
Kepler-231,-0.0014571073603024676,-1.0269147156186078,0.0014189175967010213,264,ok
Kepler-229,0.00017506675297040974,0.08820142234268924,0.0019848518121422395,501,ok
Kepler-226,0.0029870148997064305,0.9111845648742732,0.0032781667017357605,61,ok
Kepler-227,-0.0020421694700546444,-1.3015120829775366,0.0015690745378119484,287,ok
Kepler-223,-0.001057086317867162,-0.32107919118224826,0.003292291580699627,147,ok
Kepler-20,0.00019706003352260026,1.0793248259311596,0.00018257713413808658,3198,ok
Kepler-232,0.008034606295571511,4.859457369264091,0.0016533957775594725,699,ok
Kepler-235,0.00016418576159349385,0.015497173814865284,0.010594561534568496,105,ok
Kepler-237,-0.0026347926516884224,-0.8642796003715084,0.0030485419886757286,153,ok
Kepler-238,0.002334084516409707,0.9340623100257143,0.002498853118637718,58,ok
Kepler-230,-0.001911022063738499,-1.4279927575240652,0.0013382575322384248,325,ok
Kepler-239,-0.0005376053703798345,-0.5062700743087087,0.0010618944268311983,2086,ok
Kepler-233,-0.0024752707630339987,-0.543006818067273,0.0045584524552458525,59,ok
Kepler-24,0.0005794143840074373,0.22234806202673021,0.002605889067464781,78,ok
Kepler-236,0.003399030225038402,1.9625190954758798,0.0017319730711788009,129,ok
Kepler-23,-0.0004350499241811967,-0.9281260906176259,0.00046874010824508844,176,ok
Kepler-244,0.004621112501413727,1.2364718904026408,0.003737337287877141,130,ok
Kepler-241,0.002521503710114059,2.61754257718329,0.0009633095301270794,1227,ok
Kepler-242,0.00032320535054664035,0.07114604545800217,0.004542843505440227,46,ok
Kepler-243,-0.001563678426051207,-0.9092824491430339,0.0017196839414693617,360,ok
Kepler-234,-0.0019669213033206567,-0.9135407018616731,0.002153074624165443,422,ok
Kepler-245,0.0006437228472195855,0.19058187789723907,0.0033776708169843835,137,ok
Kepler-246,0.001385477364900578,0.3130706303053698,0.004425446627009312,76,ok
Kepler-251,-0.040021259342202464,-2.1012382588437766,0.019046511824044404,54,ok
Kepler-247,-2.4994492213270547e-05,-0.012660587330418901,0.00197419689631757,105,ok
Kepler-254,-0.013118244635986653,-1.3212751342581854,0.009928473105907453,30,ok
Kepler-252,-0.0006249193078284865,-0.28892192616235984,0.002162934866623147,101,ok
Kepler-253,0.0018552712978114894,1.2188907565572025,0.001522098094378667,578,ok
Kepler-257,-0.0007472073698249204,-0.2640364673705779,0.0028299400354277852,145,ok
Kepler-250,0.0016149084989638407,1.3794861508144456,0.0011706594502673348,535,ok
Kepler-248,-0.003181213914187353,-0.8955129605552488,0.003552392934899447,75,ok
Kepler-25,2.021783555572476e-05,0.14485459641547663,0.0001395733104508145,83,ok
Kepler-259,-0.009058160221557587,-3.5340151616318227,0.0025631356423991697,232,ok
Kepler-258,0.0060098786520120795,2.9104253306453423,0.0020649485794158756,113,ok
Kepler-26,0.003283590674469261,1.0918267745206158,0.0030074282396225123,62,ok
Kepler-260,0.004144827471230461,12.465219425270671,0.0003325113926857697,1471,ok
Kepler-261,0.00042370243363254456,0.9894997766993934,0.0004281986147039464,269,ok
Kepler-269,0.004187140626096042,1.5489088008030276,0.0027032841597421555,382,ok
Kepler-268,7.066687171763952e-05,0.06224023222665361,0.001135388946819792,100,ok
Kepler-265,-0.00019585730312643435,-0.07658804467564599,0.002557282980077365,245,ok
Kepler-249,0.0009215434476457229,0.6076568370351253,0.0015165524214984741,426,ok
Kepler-262,0.009640356301735098,2.554773125499197,0.003773468651879369,104,ok
Kepler-267,0.002582553276950006,1.7698605979106286,0.0014591845708067542,365,ok
Kepler-263,-0.002011371271609219,-0.4744981951375016,0.004238943988030044,102,ok
Kepler-274,0.0021074155908885617,1.3373367538350933,0.0015758301600887778,408,ok
Kepler-27,-0.008714378275521795,-1.3346187750886516,0.006529488748532663,81,ok
Kepler-264,-0.00016319979100032356,-0.3183021605376459,0.0005127197086085181,106,ok
Kepler-275,0.008545923918267029,9.117651240381427,0.0009372944514940144,1940,ok
Kepler-270,-0.00027646963651084544,-0.4542184220879367,0.0006086711217919755,235,ok
Kepler-272,0.0005430513148132476,0.27011113612734866,0.0020104736242981722,87,ok
Kepler-273,0.004025956199184888,1.505516870161038,0.002674135560336996,71,ok
Kepler-271,0.0006138391766270512,1.2881233818473805,0.0004765375625327948,145,ok
Kepler-276,-0.0010684516777879072,-0.6939983630509293,0.0015395593630665358,782,ok
Kepler-283,-0.002684287680873698,-1.3889019859360856,0.0019326689054048366,671,ok
Kepler-277,-6.207458181695102e-05,-0.14674134499335129,0.0004230203956476177,213,ok
Kepler-282,-0.0037156607006760822,-2.104835035607751,0.001765297820407679,270,ok
Kepler-284,0.0062928051124913065,7.232516053158511,0.0008700713646868681,1725,ok
Kepler-285,0.0011954694439468838,1.3346664598372422,0.0008957065153886216,510,ok
Kepler-278,0.00035641497962968227,2.0331556059295295,0.0001753013781090968,126,ok
Kepler-286,0.007570862521501742,1.2621108820855114,0.005998571622321846,60,ok
Kepler-287,-0.0017135007810444858,-0.9275695342578446,0.0018473017038183241,107,ok
Kepler-280,0.0016433503990087583,2.1437473357973986,0.0007665783982875434,422,ok
Kepler-279,-0.0006778617952543087,-0.6367548042651722,0.0010645570174167352,70,ok
Kepler-28,-0.0010070608720025298,-0.622364615629591,0.001618120385883082,159,ok
Kepler-290,0.0008159523452989648,0.284994668720764,0.002863044242060646,224,ok
Kepler-29,0.0006707446156686281,0.1996101664965276,0.003360272812959636,93,ok
Kepler-288,-0.009736529063329558,-1.823029271829149,0.005340851742638418,86,ok
Kepler-291,0.015268382845502249,0.5509675322369991,0.02771194662507725,54,ok
Kepler-293,0.0009250338346920017,0.507837370228873,0.0018215158807141465,305,ok
Kepler-294,-0.0005903718984234807,-0.20524106075663848,0.0028764804481472904,308,ok
Kepler-296,-0.00015563488239656031,-0.06054707153263029,0.0025704774559193156,109,ok
Kepler-298,-0.004320717010816044,-3.2462191371589824,0.0013309997964578073,495,ok
Kepler-295,0.0006850361804480176,0.4171836049339452,0.0016420496211889317,68,ok
Kepler-299,0.002575424700861917,2.0684607159804704,0.0012450923921178462,283,ok
Kepler-297,6.7335427733628e-05,0.1382377813479817,0.0004870985853290469,446,ok
Kepler-30,0.0005481752665463802,0.2976797764075828,0.0018414931412600202,344,ok
Kepler-289,-9.614640576605105e-05,-0.06879325662478472,0.0013976138139593695,111,ok
Kepler-307,0.00017851354914633077,0.2762691620536073,0.0006461580721473792,597,ok
Kepler-300,-0.0009440630074382117,-1.8472868203724317,0.0005110538315040212,820,ok
Kepler-301,0.0026394421349121844,2.2593920336346214,0.0011682090118137608,79,ok
Kepler-309,-0.0019699079869911484,-1.4531525805228747,0.001355609874279227,374,ok
Kepler-31,0.0014009014137503772,0.6648160180600147,0.0021072016553366412,408,ok
Kepler-304,0.0013540825568323367,0.38280390147713306,0.00353727470281079,78,ok
Kepler-305,0.006299419755380731,2.8425322590343303,0.0022161295567920064,1342,ok
Kepler-303,-0.0018351270774155104,-2.353283382061746,0.0007798155935677107,216,ok
Kepler-306,-0.0024088342166745935,-1.2234404939508479,0.001968901821204039,538,ok
Kepler-310,0.001153518065801773,1.061184424689624,0.0010870099852239678,164,ok
Kepler-317,-0.0011958394946680606,-0.3217838012685749,0.0037162824541001685,243,ok
Kepler-316,-8.526775210926374e-05,-0.10507180094872795,0.0008115188979283983,644,ok
Kepler-318,0.0003689263777921781,0.44493812160845786,0.0008291633372714925,66,ok
Kepler-313,0.002332764875368598,1.2913683199245332,0.0018064287619390597,86,ok
Kepler-319,0.0007142531197712465,1.9356816711591571,0.0003689930686503456,457,ok
Kepler-315,-0.00016817732178719957,-0.10614958644855008,0.0015843426942479318,803,ok
Kepler-314,0.00035773316637144337,0.8076714619047242,0.00044291916112500066,79,ok
Kepler-321,-0.00045914004559399757,-4.2745082986351886,0.00010741353473114014,1533,ok
Kepler-311,0.00018430690978243902,0.6845239353777077,0.0002692483056574813,726,ok
Kepler-320,-0.00036265313539285415,-0.9805400012115734,0.000369850424199679,616,ok
Kepler-32,0.0026437942811783355,1.51166446260371,0.0017489293071192736,590,ok
Kepler-325,-0.0026966804336180372,-2.137539735609838,0.0012615814287301084,369,ok
Kepler-322,0.0005209076295018544,1.5686439294865422,0.00033207512534241026,346,ok
Kepler-326,-5.679488960907975e-06,-0.010118284266215756,0.0005613094879999953,207,ok
Kepler-327,-0.0006792315526238379,-0.8495917897121595,0.0007994798924009854,586,ok
Kepler-328,-0.0002962875980943025,-0.09767944200253098,0.003033264646276597,404,ok
Kepler-329,0.012531893642945602,3.157302844097189,0.0039691769404936565,85,ok
Kepler-33,0.000198480485373409,0.21528410766580486,0.0009219467592169839,114,ok
Kepler-335,-0.0009056367974330515,-1.1736829203186814,0.0007716196442452708,244,ok
Kepler-324,-0.0022317527149557925,-1.6879041600633444,0.001322203456665477,79,ok
Kepler-330,-0.002887525953775061,-1.280835495779298,0.002254408129139336,112,ok
Kepler-332,0.0004024602049698123,0.3188369874900601,0.0012622757733914392,63,ok
Kepler-336,0.00010030367697955178,0.20642982582528865,0.00048589721266559385,220,ok
Kepler-337,-0.0010973377958323205,-3.9903279811142056,0.0002749993988027808,195,ok
Kepler-334,-4.390732552361776e-05,-0.2472259552727152,0.000177599983283242,462,ok
Kepler-338,-0.00011846794399206217,-0.918989227462668,0.0001289111345942025,538,ok
Kepler-339,0.001493713184333223,1.1724357637820992,0.0012740256059016245,144,ok
Kepler-340,-0.00013174418830896872,-0.3476722678789815,0.0003789321164805314,124,ok
Kepler-34,0.0006930433885717902,0.31821387860373457,0.002177916914286518,123,ok
Kepler-346,-0.0010228248460282252,-0.7244309456558164,0.0014119010958349898,468,ok
Kepler-323,0.00010119146558063008,0.40661953618755703,0.0002488603143110039,1412,ok
Kepler-345,-1.7039644305771873e-05,-0.01867237425649449,0.0009125590603372395,124,ok
Kepler-341,0.0008966254811006991,0.45237867114560765,0.001982024216194979,92,ok
Kepler-333,-0.0018056641286658959,-2.0553213296216,0.0008785313043962484,319,ok
Kepler-347,-0.004442294175228234,-2.4272136677239984,0.0018302031808323574,50,ok
Kepler-348,2.2406757999915428e-05,0.07587060188897149,0.0002953285916026516,278,ok
Kepler-349,-3.4505819771712964e-05,-0.040971822368372164,0.0008421841591881309,507,ok
Kepler-35,-0.005112660721498852,-0.9595018999202144,0.005328452942015003,96,ok
Kepler-351,-0.0029494111283103752,-0.6345654819742447,0.004647922416350538,381,ok
Kepler-350,0.0005342552879714635,0.5556107476321797,0.0009615639910643815,106,ok
Kepler-352,0.0001885518579440859,0.45086911953923525,0.0004181964338936676,149,ok
Kepler-343,-0.0010615810373282297,-0.6329269179967674,0.001677256895137539,64,ok
Kepler-355,-0.0024344747793119126,-0.8960588206677924,0.002716869387544902,105,ok
Kepler-357,0.001449031165499548,1.0066825275380136,0.0014394122534771329,468,ok
Kepler-353,0.0002905544401771154,0.07652427973850842,0.0037968921912100414,181,ok
Kepler-354,0.0024965679735843294,2.8075026345329315,0.0008892486663684536,1740,ok
Kepler-360,0.000739903139679865,0.6622440167103293,0.0011172666283272808,335,ok
Kepler-358,0.009214740289923862,11.455727668995838,0.0008043784346290757,1726,ok
Kepler-359,-0.005761562835565837,-0.7840265593377157,0.00734868323903817,145,ok
Kepler-36,-0.000416897976658559,-1.1382155921626873,0.00036627329613928797,76,ok
Kepler-312,-0.0003371841350663374,-1.0053409857487714,0.00033539280686463295,1445,ok
Kepler-342,0.0004912863568071746,0.6965078010945572,0.0007053565746645212,944,ok
Kepler-363,0.0009864344066169428,1.6787185840099266,0.0005876115365689606,90,ok
Kepler-365,-0.0020038280392578045,-1.173012131442974,0.0017082756312100603,285,ok
Kepler-368,0.00010680820376318678,0.39441083380856035,0.000270804436916227,262,ok
Kepler-367,-1.4188960976380116e-05,-0.04494473932323278,0.0003156979257202094,128,ok
Kepler-369,0.0029687881794904225,1.0532201455447228,0.0028187726868393434,76,ok
Kepler-364,0.0001154381804553406,0.08632371053865316,0.0013372708348032706,34,ok
Kepler-361,-0.0010213201982258724,-1.1168647670650473,0.0009144528758927084,175,ok
Kepler-366,0.00024387743668463635,0.23339957401884479,0.001044892381272922,506,ok
Kepler-371,0.00016992820055905522,0.16761185713637902,0.0010138196871167144,119,ok
Kepler-372,-0.0014645963078048219,-0.7287428583075627,0.0020097573391061564,188,ok
Kepler-362,0.0007108134316620163,0.7417864442829124,0.0009582453779526291,229,ok
