host,oe_timing_offset_frac,oe_timing_significance,oe_n_epochs_odd,oe_n_epochs_even,oe_status
HD_110082,,,0,2,"too few epochs (odd=0, even=2)"
HD_110113,0.021424067296448572,0.5518846318683468,5,4,ok
HD_11112,0.014524545256300607,0.2069002151120845,2,2,ok
HD_111232,,,1,0,"too few epochs (odd=1, even=0)"
HD_111591,0.03963536642088508,0.7991828553770934,6,6,ok
HD_111998,0.01776696175335178,0.4267732852679337,3,3,ok
HD_112570,0.04073876138120527,2.2087557966343345,13,14,ok
HD_112640,,,1,2,"too few epochs (odd=1, even=2)"
HD_113337,,,1,2,"too few epochs (odd=1, even=2)"
HD_113538,,,1,2,"too few epochs (odd=1, even=2)"
HD_113996,,,1,1,"too few epochs (odd=1, even=1)"
HD_114082,,,1,1,"too few epochs (odd=1, even=1)"
HD_114386,0.10063251923373055,0.9665285690348121,10,8,ok
HD_114729,0.0019231286334414122,0.016996681456390918,8,9,ok
HD_114783,0.028519044327195084,1.3319883742079643,15,15,ok
HD_11505,,,1,2,"too few epochs (odd=1, even=2)"
HD_11506,0.05792108668320091,0.7018942392835225,2,2,ok
HD_115404_A,,,1,2,"too few epochs (odd=1, even=2)"
HD_115954,0.06205629290251945,0.5907309594075304,9,10,ok
HD_116029,0.011868457818156685,0.36591512715185626,6,6,ok
HD_117207,0.048669987322295764,0.7054925426947317,10,11,ok
HD_11755,0.01767425747751298,0.32605826177644737,15,16,ok
HD_117618,0.01866947304618943,0.47127864616429316,10,9,ok
HD_118203,,,1,1,"too few epochs (odd=1, even=1)"
HD_11964,0.20390508981453617,3.192549229817478,2,2,ok
HD_11977,0.03471273167911748,0.5632192035728608,6,8,ok
HD_120084,,,1,2,"too few epochs (odd=1, even=2)"
HD_121504,0.16485503491166767,1.4879640322920644,9,12,ok
HD_12235,,,1,2,"too few epochs (odd=1, even=2)"
HD_122562,0.016123399557230873,0.22705154518048326,5,5,ok
HD_124330,0.05998247538550426,0.6626773408952278,13,13,ok
HD_12484,0.032942427535410344,0.4028539922790325,3,3,ok
HD_125136,0.02882547133592538,0.6166954317239609,3,4,ok
HD_125271,0.020021978208222747,0.4413454321927745,13,12,ok
HD_125390,,,2,0,"too few epochs (odd=2, even=0)"
HD_125595,,,2,1,"too few epochs (odd=2, even=1)"
HD_125612,0.0006402970287908838,0.026222628800692215,14,13,ok
HD_12648,0.03331064462798405,0.6511574503674102,2,3,ok
HD_126525,0.06050427777327538,1.4317344257292426,8,9,ok
HD_12661,0.017926091664416218,0.2132487419058912,2,4,ok
HD_126614,,,1,3,"too few epochs (odd=1, even=3)"
HD_127195,0.01316761822895169,0.13324643695674598,7,6,ok
HD_127506,0.10369793101672269,1.1508558297500955,5,6,ok
HD_128311,,,1,2,"too few epochs (odd=1, even=2)"
HD_128356,0.004647262906106663,0.0479648111373527,6,8,ok
HD_128717,0.07431667818222193,1.1373522219731158,3,4,ok
HD_129445,,,1,2,"too few epochs (odd=1, even=2)"
HD_130322,,,2,1,"too few epochs (odd=2, even=1)"
HD_131496,0.05795324262185918,0.8574934220462569,3,3,ok
HD_13167,0.12117299660234185,1.1226004389240036,2,2,ok
HD_13189,,,1,1,"too few epochs (odd=1, even=1)"
HD_132406,,,0,2,"too few epochs (odd=0, even=2)"
HD_132563,0.06900422909103239,0.6575948056191028,10,10,ok
HD_133131_A,0.00363437615413553,0.04982751866787148,2,2,ok
HD_133131_B,0.0639973927509808,1.1779703359390818,12,13,ok
HD_134060,0.015959634604762945,0.8130528883740383,15,16,ok
HD_134606,0.0233094954933659,0.46718414806333425,6,7,ok
HD_134987,0.1759891005832037,1.476309419811841,4,5,ok
HD_135344_A,0.002192261390591648,0.06840090115152465,6,6,ok
HD_135625,0.01851448974897533,0.3054831029788735,4,4,ok
HD_135694,,,1,2,"too few epochs (odd=1, even=2)"
HD_136118,,,1,1,"too few epochs (odd=1, even=1)"
HD_136352,,,1,0,"too few epochs (odd=1, even=0)"
HD_136418,0.026271037337065643,0.3798737382771426,2,2,ok
HD_136925,0.2304385871410691,1.9553879355981425,2,3,ok
HD_13724,0.08536014499283189,1.2870529884858106,4,6,ok
HD_137388,0.018440691462084664,0.37294432471846073,17,17,ok
HD_137496,,,1,2,"too few epochs (odd=1, even=2)"
HD_13808,0.06334394069780563,0.8331509641648644,16,16,ok
HD_13908,0.0034863006808332014,0.14129034732693535,8,8,ok
HD_13931,0.0008272168664092778,0.010586081069729575,10,10,ok
HD_139357,0.10102635078644857,7.507316580123232,6,6,ok
HD_1397,,,1,1,"too few epochs (odd=1, even=1)"
HD_14067,0.04108313649482283,1.6267004386266417,6,6,ok
HD_140901,0.03968869617023477,0.7237542992294937,19,19,ok
HD_141004,0.041611777933414716,0.5843776777153932,2,4,ok
HD_141399,0.041134373723982966,0.6421753310704116,3,4,ok
HD_141937,0.04070647125497899,1.5893300633002982,13,15,ok
HD_142,0.021784349255639972,0.27233592561151787,2,2,ok
HD_142022_A,0.08495627868836475,0.7286935423041401,2,2,ok
HD_142415,0.030030391950402774,0.4132884471722509,6,8,ok
HD_143105,0.00413860556859048,0.036563487418268814,6,7,ok
HD_143361,0.031049489539519425,1.0859738946393274,12,12,ok
HD_143811_A,0.04269954119320148,0.5619053166989838,4,6,ok
HD_144899,0.10490731948260468,1.12327302707363,2,2,ok
HD_145377,,,0,2,"too few epochs (odd=0, even=2)"
HD_145457,0.12175543167950797,4.205098800675221,2,2,ok
HD_145934,,,2,1,"too few epochs (odd=2, even=1)"
HD_1461,0.0069995500069191035,0.09378831149763274,2,2,ok
HD_147018,0.05225541519987533,0.48923621094823616,2,4,ok
HD_147379,,,1,1,"too few epochs (odd=1, even=1)"
HD_147513,0.05032961888753436,0.8989922425406315,3,3,ok
HD_14787,0.0009969706115285119,0.015508158881449963,2,3,ok
HD_147873,0.06815151215211453,0.7412222751900857,2,4,ok
HD_148156,0.0550067594775459,0.9542391799377051,6,6,ok
HD_149026,,,0,0,"too few epochs (odd=0, even=0)"
HD_150010,0.042285333136773864,1.1721330316275829,2,2,ok
HD_1502,,,1,2,"too few epochs (odd=1, even=2)"
HD_150706,,,0,2,"too few epochs (odd=0, even=2)"
HD_151450,0.004447545778641363,0.1446518739798625,8,8,ok
HD_152079,0.023975113434913018,0.46103207595680623,15,15,ok
HD_152843,,,1,2,"too few epochs (odd=1, even=2)"
HD_15337,,,1,1,"too few epochs (odd=1, even=1)"
HD_153557,,,0,2,"too few epochs (odd=0, even=2)"
HD_153950,0.0699061083556181,0.7961266009859937,4,3,ok
HD_154088,0.028244983087675816,0.7154366749490567,4,4,ok
HD_154345,0.041545124985330646,0.42204528812464986,2,2,ok
HD_154391,0.04411708804850939,1.0008549255363977,2,2,ok
HD_154672,0.010529739313913515,0.1225124814255381,2,3,ok
HD_154857,0.15774089458795246,1.045647378196329,4,4,ok
HD_155358,0.019955812963271598,0.3684569601764529,5,6,ok
HD_155918,0.0636452980909467,0.49709577802759464,12,13,ok
HD_156098,0.015935923528109727,0.16246245734290085,2,4,ok
HD_156279,0.1644406589322278,2.0853712157307753,4,3,ok
HD_156411,0.09641995196954212,0.9051193753871396,2,2,ok
HD_156668,0.042316508315381716,0.36515598022379264,2,2,ok
HD_156846,0.05798014896634627,1.2426123753560794,2,3,ok
HD_158038,,,1,0,"too few epochs (odd=1, even=0)"
HD_158259,0.006996843599485181,0.1522791749947884,4,4,ok
HD_158996,0.027502411779483347,0.2773117346935084,13,14,ok
HD_15906,,,1,1,"too few epochs (odd=1, even=1)"
HD_159868,0.003453286411605838,0.036693604228346326,4,4,ok
HD_1605,0.0792682417718843,0.8264756625789549,7,7,ok
HD_160691,0.135932179514558,2.1506209778904486,3,3,ok
HD_161178,,,1,2,"too few epochs (odd=1, even=2)"
HD_16175,,,1,1,"too few epochs (odd=1, even=1)"
HD_162020,,,1,1,"too few epochs (odd=1, even=1)"
HD_163607,0.0007412478110662313,0.006899743442634413,3,4,ok
HD_16417,0.14812927072389406,1.5688558837159583,2,2,ok
HD_164509,0.07192866471508669,2.298435547132851,7,6,ok
HD_164595,0.06901979962903929,0.9504674181678702,3,3,ok
HD_164604,,,2,1,"too few epochs (odd=2, even=1)"
HD_164922,,,1,2,"too few epochs (odd=1, even=2)"
HD_165131,0.03715299261189867,0.6568619844697902,12,12,ok
HD_165155,0.026512979391677512,1.2389651766333554,18,17,ok
HD_1666,0.20070218526315017,2.594951770162445,2,3,ok
HD_166724,0.00028779997610955493,0.008873878013452277,19,20,ok
HD_167042,0.05798995484889702,0.9169736865157129,3,3,ok
HD_16760,,,0,1,"too few epochs (odd=0, even=1)"
HD_167677,0.01963926186357405,0.2841422108630888,13,12,ok
HD_167768,0.03210392233602737,1.3194735192199607,11,10,ok
HD_168009,,,1,2,"too few epochs (odd=1, even=2)"
HD_168443,0.00627442570528881,0.2311514592992362,9,9,ok
HD_168746,,,1,1,"too few epochs (odd=1, even=1)"
HD_168863,,,1,2,"too few epochs (odd=1, even=2)"
HD_1690,,,0,1,"too few epochs (odd=0, even=1)"
HD_16905,,,1,2,"too few epochs (odd=1, even=2)"
HD_169142,0.016355904266443243,0.7070770566999094,8,10,ok
HD_169830,0.0061208522456578755,0.085141573825235,7,8,ok
HD_17092,,,1,2,"too few epochs (odd=1, even=2)"
HD_171238,0.0415149567215333,0.9646359333788697,2,2,ok
HD_17156,0.13103390291065886,1.6573878368409942,2,3,ok
HD_173416,0.08205281288648485,1.2861366910627174,8,10,ok
HD_174205,0.054139455008357436,1.468938007611894,2,2,ok
HD_175167,0.037843906131269596,0.6846005509113262,2,3,ok
HD_175541,0.04976606729091759,0.44782329445204433,6,5,ok
HD_175607,0.087819803832942,0.9983746124547335,2,3,ok
HD_17674,0.03231560395619684,0.35099762472236057,8,8,ok
HD_176986,0.03837609578805428,1.3569089220752806,7,8,ok
HD_177565,,,0,2,"too few epochs (odd=0, even=2)"
HD_177830,0.0986332001206336,1.3069517064369645,4,4,ok
HD_178911_B,0.046273875165285125,0.25720535269824496,2,2,ok
HD_179079,0.22045335894182663,0.8626861150793287,5,4,ok
HD_179949,0.02093409506142463,0.8163291219536214,8,10,ok
HD_180053,0.012996736814646992,0.48115442258179525,22,22,ok
HD_18015,,,1,2,"too few epochs (odd=1, even=2)"
HD_180314,0.13032203959559743,2.7143956835549314,10,9,ok
HD_180617,,,0,2,"too few epochs (odd=0, even=2)"
HD_180902,,,1,2,"too few epochs (odd=1, even=2)"
HD_181234,0.01700095900583435,0.10382772323086022,2,2,ok
HD_181342,,,1,2,"too few epochs (odd=1, even=2)"
HD_18143,0.015188174653179915,0.20692967770318932,6,8,ok
HD_181433,0.012141848668660252,0.24348763749777358,14,14,ok
HD_181720,,,0,2,"too few epochs (odd=0, even=2)"
HD_183263,0.14873425919571337,1.7002258054096753,6,4,ok
HD_183579,,,1,2,"too few epochs (odd=1, even=2)"
HD_184010,0.04299937657159443,0.7272803306442654,2,2,ok
HD_18438,0.034843892187020636,0.35095820287698315,18,18,ok
HD_185269,0.1214552017687971,1.5477922044853039,6,7,ok
HD_185283,0.028970472669763506,0.5536500456463207,9,11,ok
HD_18599,0.039922137432620734,1.1331042721890117,3,4,ok
HD_187085,0.01338443724366746,0.1209090238389888,5,6,ok
HD_187123,0.02091795895145043,0.7277138942861007,6,8,ok
HD_18742,0.047676158159151084,0.755983115408771,7,6,ok
HD_188015,0.018412603817592858,0.3209329589255681,8,8,ok
HD_188641,,,1,2,"too few epochs (odd=1, even=2)"
HD_189567,,,0,2,"too few epochs (odd=0, even=2)"
HD_189733,0.03501655314311605,1.281429505565869,6,6,ok
HD_190007,,,0,2,"too few epochs (odd=0, even=2)"
HD_190228,0.0687916400848344,0.9113737911823472,4,2,ok
HD_190360,,,1,1,"too few epochs (odd=1, even=1)"
HD_190647,0.036140988619117735,0.6092528953905546,2,4,ok
HD_190984,0.00039401308613634515,0.008487727641715853,3,4,ok
HD_191806,0.004622797322641707,0.07166522276775299,3,3,ok
HD_191939,,,0,2,"too few epochs (odd=0, even=2)"
HD_192263,,,0,2,"too few epochs (odd=0, even=2)"
HD_192310,0.03662808884581114,0.4330670523698671,2,2,ok
HD_192699,,,1,1,"too few epochs (odd=1, even=1)"
HD_194490,0.08005072311970446,1.1470337853066057,6,5,ok
HD_195019,0.037551589134655866,0.5799904820568436,5,5,ok
HD_196050,0.07046416640699078,0.7933320039153083,2,2,ok
HD_196067,0.05109896800513545,1.8350951833872449,6,7,ok
HD_19615,,,1,1,"too few epochs (odd=1, even=1)"
HD_196885_A,0.04393439160400629,0.3767119322354033,5,6,ok
HD_197037,0.07547805355949157,1.1781527060375183,10,12,ok
HD_199509,0.04203532821039949,0.6309263687443204,2,2,ok
HD_19994,,,1,2,"too few epochs (odd=1, even=2)"
HD_20003,0.06155060740409798,0.9942889149649003,6,7,ok
HD_200964,,,1,2,"too few epochs (odd=1, even=2)"
HD_202206,0.03722755663873762,1.7108759121785155,17,16,ok
HD_202696,0.1301504376850656,2.5064961211169914,6,4,ok
HD_202772_A,,,0,2,"too few epochs (odd=0, even=2)"
HD_203030,0.10907837879648354,1.0313583250321485,3,2,ok
HD_20329,0.027892183655588494,0.6690279500860892,11,10,ok
HD_203387,0.015944700142913937,0.2870210557404397,3,3,ok
HD_2039,0.15304411761920858,2.746323163840402,2,3,ok
HD_204313,0.005936304116124199,0.1598745122918537,8,8,ok
HD_204941,0.10453788055390817,1.3061435631354879,7,7,ok
HD_205158,0.03616024425897218,0.455893184853378,2,2,ok
HD_205739,0.07200633291189042,0.9490186050463623,4,4,ok
HD_206255,0.1280902230701592,2.2781119884788996,4,6,ok
HD_206610,0.033879312573541834,1.1903729889752157,14,14,ok
HD_207496,0.060629930826632907,1.3840671316828443,2,2,ok
HD_20781,0.21272640712719285,2.1809991704193186,2,3,ok
HD_20782,0.025808555872810803,0.4518669033109841,3,3,ok
HD_207832,0.10296415119329046,0.8953991957493379,19,21,ok
HD_207897,,,1,2,"too few epochs (odd=1, even=2)"
HD_20794,0.04775524527844489,0.505499662983401,12,12,ok
HD_208487,0.060348620844119426,0.8327250863437843,2,2,ok
HD_208527,,,0,1,"too few epochs (odd=0, even=1)"
HD_20868,0.05247318280844861,0.9184192935200377,12,12,ok
HD_208897,0.05540456539396842,1.1177391580979785,2,4,ok
HD_209458,0.03324365169514974,0.9072812130151042,4,4,ok
HD_210193,0.1644024041412786,1.086731523692263,3,2,ok
HD_210277,0.05444702569387671,1.330186751347014,2,2,ok
HD_210702,0.07577162762288545,2.5942312916608343,4,6,ok
HD_211403,0.006076362480475724,0.13826780727287005,5,7,ok
HD_211810,0.011331916131184424,0.4440221384304365,7,7,ok
HD_211970,,,0,2,"too few epochs (odd=0, even=2)"
HD_212301,,,1,1,"too few epochs (odd=1, even=1)"
HD_212771,0.0026836097850921376,0.07811789654075091,4,6,ok
HD_213240,0.0036554985159600968,0.04928042692243807,3,3,ok
HD_213472,0.09338734429456658,1.5310754649441283,2,3,ok
HD_213519,0.006034584465785752,0.3118143893045976,17,17,ok
HD_213885,0.0237283610738629,0.859910752429668,12,14,ok
HD_21411,,,1,2,"too few epochs (odd=1, even=2)"
HD_214823,0.12116974046419084,1.3727435738087754,6,7,ok
HD_215152,,,1,2,"too few epochs (odd=1, even=2)"
HD_21520,0.0027915065799176673,0.031872037949411854,2,4,ok
HD_215497,,,1,2,"too few epochs (odd=1, even=2)"
HD_216435,,,1,1,"too few epochs (odd=1, even=1)"
HD_216437,,,1,2,"too few epochs (odd=1, even=2)"
HD_216520,0.18138608321906433,4.012468687809871,2,3,ok
HD_216536,0.019591119093798934,0.6780403975733148,3,4,ok
HD_216770,0.014123306079108468,0.2546829770654543,6,8,ok
HD_21693,0.00522266870175142,0.1262641364426414,20,20,ok
HD_217107,,,1,1,"too few epochs (odd=1, even=1)"
HD_217786,0.09486181330977449,0.7253405345530066,4,4,ok
HD_217958,,,1,2,"too few epochs (odd=1, even=2)"
HD_218566,0.03560203041345381,0.31961687807299655,8,8,ok
HD_219077,,,2,1,"too few epochs (odd=2, even=1)"
HD_219134,0.03019584769059157,0.7233093055167519,4,4,ok
HD_219139,0.025811792660273447,0.3952363149424293,10,11,ok
HD_219415,0.00985780497402382,0.134787350693332,3,3,ok
HD_219666,0.0787211838841795,1.7709829849433047,2,2,ok
HD_219828,0.038510051878151416,1.1522140339577984,2,4,ok
HD_220074,0.026241426379874026,0.5004582020294763,2,3,ok
HD_220197,0.049003350581473,0.5843434574717775,6,6,ok
HD_220689,0.06811419282015799,0.8527936186767037,18,18,ok
HD_220773,0.09635873761907143,1.1547036551399814,4,4,ok
HD_220842,,,1,2,"too few epochs (odd=1, even=2)"
HD_221287,,,1,2,"too few epochs (odd=1, even=2)"
HD_221416,,,0,2,"too few epochs (odd=0, even=2)"
HD_221420,0.11242138160651423,1.4836353553955386,2,2,ok
HD_221585,0.020577779746534505,0.20804256017195522,4,5,ok
HD_222076,0.14207906465599923,3.0234734491791073,2,2,ok
HD_222155,0.044081266898549507,0.5857257784706427,2,4,ok
HD_222237,0.12260697334191843,1.9266058414373517,5,5,ok
HD_222582,,,1,2,"too few epochs (odd=1, even=2)"
HD_224018,0.02148923312613171,0.3358688252064233,3,4,ok
HD_224538,0.10326819612682543,1.3524025070985537,5,6,ok
HD_224693,0.03205196130558705,0.49627783754247184,5,5,ok
HD_22496,0.052245279737445895,0.93435510595769,3,3,ok
HD_22532,0.03000185483376206,0.6788830552268185,3,4,ok
HD_22781,0.010168727791843838,0.0718471654752344,7,8,ok
HD_22946,0.09081757200175919,1.2417086149187972,2,2,ok
HD_23079,0.2071369857841382,2.0761392271988908,2,2,ok
HD_23127,0.013443573518635758,0.36681971444420947,12,14,ok
HD_231701,0.15526786771463622,1.6368932237930205,3,2,ok
HD_233604,0.004863177002074449,0.1793095164559255,18,17,ok
HD_233832,0.12307410640285052,1.0587451181240732,4,4,ok
HD_23472,0.0665829999538178,0.8967716365926768,4,4,ok
HD_235088,0.0336849623850896,0.7284951463877462,2,2,ok
HD_23596,,,0,1,"too few epochs (odd=0, even=1)"
HD_238090,0.03463078413400783,0.33363005406271906,18,18,ok
HD_238914,0.022422058162135276,0.6909457614650847,2,3,ok
HD_240210,,,2,1,"too few epochs (odd=2, even=1)"
HD_240237,,,0,1,"too few epochs (odd=0, even=1)"
HD_24040,0.11577286060427991,1.564117584366727,9,10,ok
HD_24064,0.02302202944721978,0.36477948748118705,2,2,ok
HD_24085,0.07316979338546863,0.8487171315096208,4,6,ok
HD_25015,,,1,2,"too few epochs (odd=1, even=2)"
HD_25171,0.0554786431049133,0.9156056002153129,7,8,ok
HD_25463,0.02040290716937614,0.47430805594965797,2,2,ok
HD_25723,0.10854280192770123,5.780794400832738,8,8,ok
HD_25912,0.013959742928612271,0.17676124986153677,3,3,ok
HD_260655,0.0024406317018308642,0.057528072919760746,4,4,ok
HD_26161,0.02505070172063269,0.5501646181863583,7,7,ok
HD_2638,0.005137851834535645,0.09390291987433719,3,4,ok
HD_2685,0.04046819556425645,0.51965296825165,3,4,ok
HD_27442,,,0,2,"too few epochs (odd=0, even=2)"
HD_27631,0.04730822682061835,0.7683948509151644,11,10,ok
HD_27894,0.00401185825701194,0.050295757599938255,2,2,ok
HD_27969,0.022114628662776862,0.9469005238197901,11,11,ok
HD_28109,0.06476128744391156,0.5376721706428645,4,6,ok
HD_28185,0.06991729455022228,0.6744625626598658,2,4,ok
HD_28192,,,0,2,"too few epochs (odd=0, even=2)"
HD_28254,0.019439932659391368,0.17950914430516737,2,2,ok
HD_284149_A,,,1,2,"too few epochs (odd=1, even=2)"
HD_28471,,,1,2,"too few epochs (odd=1, even=2)"
HD_285507,0.000607270885733231,0.028681188665604523,17,18,ok
HD_285968,0.008366192797543375,0.48718059655029483,34,35,ok
HD_28678,0.032360553200866705,0.44733955519643465,3,3,ok
HD_29021,0.09265130120570607,0.8438036441930712,20,19,ok
HD_290327,0.11031442457696833,1.0936437635115932,2,2,ok
HD_29399,0.04266849040457488,1.0115063139494613,2,2,ok
HD_2952,,,1,1,"too few epochs (odd=1, even=1)"
HD_29985,0.005321337335812246,0.09005031829268961,6,8,ok
HD_30177,0.11276788906791976,1.2569161207589503,10,9,ok
HD_30562,0.036974630066591546,0.48880218483593263,4,5,ok
HD_30669,0.1608043401574491,1.3986319851003701,4,6,ok
HD_307842,0.0069243261341306464,0.17669952903673214,4,4,ok
HD_30856,0.005727959631154281,0.1396954975228718,3,3,ok
HD_31253,0.04133258939133427,0.6883200720258085,10,9,ok
HD_31527,0.0016551872087907221,0.02295719469816052,14,14,ok
HD_3167,0.004842807185909529,0.16536017695332264,11,11,ok
HD_32518,0.019405890975242774,0.4088114063023379,9,8,ok
HD_32963,,,1,2,"too few epochs (odd=1, even=2)"
HD_330075,,,0,1,"too few epochs (odd=0, even=1)"
HD_331093,0.046174050996272725,1.9159550317043557,10,12,ok
HD_33142,0.09815536956437491,2.052549150839372,6,6,ok
HD_332231,,,1,1,"too few epochs (odd=1, even=1)"
HD_33283,,,0,2,"too few epochs (odd=0, even=2)"
HD_33564,0.04108704554539377,1.0741754281257998,12,11,ok
HD_33844,0.05799970128736683,0.5688477098425686,8,8,ok
HD_34445,0.005931110282335755,0.11791723519627278,9,10,ok
HD_35759,,,1,2,"too few epochs (odd=1, even=2)"
HD_35843,0.08203821933323813,1.0587468095787385,19,19,ok
HD_360,0.030073883738461517,0.4518004592126711,2,2,ok
HD_36384,,,1,2,"too few epochs (odd=1, even=2)"
HD_3651,,,1,1,"too few epochs (odd=1, even=1)"
HD_37124,0.00356957521557892,0.062423158263312024,12,11,ok
HD_37605,0.12443715410214816,1.5521304609570068,3,4,ok
HD_3765,0.025154197043171688,1.2313095600956054,19,20,ok
HD_38283,,,0,2,"too few epochs (odd=0, even=2)"
HD_38529,,,1,1,"too few epochs (odd=1, even=1)"
HD_38801,0.015341817008092366,0.19041089212750797,3,4,ok
HD_39091,0.02395621310029234,0.6993514490599463,2,3,ok
HD_39194,0.013591066086532884,0.1827038466632012,30,28,ok
HD_39855,0.059843006761474256,0.5417397590030781,6,7,ok
HD_40307,0.02837248063914642,0.5012912403837191,8,9,ok
HD_40956,0.028911464087119778,1.089016177791903,6,6,ok
HD_40979,,,1,1,"too few epochs (odd=1, even=1)"
HD_41004_A,,,0,2,"too few epochs (odd=0, even=2)"
HD_41004_B,,,1,2,"too few epochs (odd=1, even=2)"
HD_4113,0.047745091303778714,0.8411679573493199,10,8,ok
HD_42012,,,1,2,"too few epochs (odd=1, even=2)"
HD_4203,0.015503486562761754,0.15203144668391488,2,2,ok
HD_4208,0.04301388135599761,0.5063378496633255,13,13,ok
HD_42618,0.016275688862478196,0.3806824877523636,17,17,ok
HD_4308,,,1,2,"too few epochs (odd=1, even=2)"
HD_4313,,,0,2,"too few epochs (odd=0, even=2)"
HD_43197,0.05027909365413202,0.8363379659314794,4,4,ok
HD_43691,0.014625531444123136,0.4230708453746195,4,6,ok
HD_44219,,,1,1,"too few epochs (odd=1, even=1)"
HD_45184,0.12604791413734018,1.3657972698387724,15,15,ok
HD_45350,0.05431099834371081,0.7024876577974263,8,9,ok
HD_45364,0.07463670230497163,1.344547789890304,10,11,ok
HD_45652,0.02053764442897829,0.6505864084160629,15,16,ok
HD_457,0.07480887514877643,0.8047352832721807,3,2,ok
HD_46375,0.02568660436046633,1.09514869254831,14,12,ok
HD_47186,0.13709259666275875,1.5969723255822723,14,14,ok
HD_4732,,,1,1,"too few epochs (odd=1, even=1)"
HD_47366,0.17069379957068057,4.4605984265479695,8,7,ok
HD_47536,,,1,2,"too few epochs (odd=1, even=2)"
HD_4760,,,1,0,"too few epochs (odd=1, even=0)"
HD_48265,0.015358866738084127,0.2575062978998964,3,3,ok
HD_48948,0.11075828071972676,0.9869370162466196,12,10,ok
HD_4917,0.1424379276187289,1.2546690214424807,6,8,ok
