host,label,ra,dec,gaia_ruwe,gaia_nss,gaia_gmag,gaia_sep_arcsec,gaia_source,gaia_nss_flag,gaia_ruwe_high
GJ_9714,1.0,315.4141767,-32.5250028,1.089,0.0,8.84405,8.280000000000001,6.781117812601143e+18,0.0,0.0
GJ_9773,1.0,333.1502333,8.5503355,1.195,0.0,10.90822,20.34,2.723557788822527e+18,0.0,0.0
GJ_9827,1.0,351.7717763,-1.2853435,0.861,0.0,9.840704,13.02,2.643842302456086e+18,0.0,0.0
GPX-1,1.0,38.3691648,56.025708,0.952,0.0,12.21276,0.12,4.5731753488008115e+17,0.0,0.0
GQ_Lup,1.0,237.3003643,-35.6515055,1.609,0.0,11.242994,0.84,6.011522757643075e+18,0.0,1.0
GU_Psc,1.0,18.146485,17.0650029,1.252,0.0,12.956993,4.2,2.7841206416275896e+18,0.0,0.0
G_192-15,1.0,90.6220931,49.861939,1.279,0.0,12.681532,25.56,9.703547499371407e+17,0.0,0.0
G_196-3,1.0,151.0884754,50.3861806,1.149,0.0,10.614534,7.38,8.240170709040631e+17,0.0,0.0
G_261-6,1.0,291.07432,75.5558405,1.136,0.0,13.380432,20.939999999999998,2.2893042970453796e+18,0.0,0.0
G_264-012,1.0,326.6719598,66.803848,1.315,0.0,11.75311,13.32,2.2225402287239112e+18,0.0,0.0
G_268-110,1.0,16.223688,-18.124802,,,,,,,
G_9-40,1.0,134.7188514,21.0747961,1.301,0.0,12.715983,10.92,6.849926903841025e+17,0.0,0.0
Gaia-1,1.0,90.6436658,-0.5771099,1.052,0.0,12.993106,1.2,3.026325426682638e+18,0.0,0.0
Gaia-2,1.0,110.7353308,67.2526565,1.634,0.0,11.199169,0.7799999999999999,1.1079806547485821e+18,0.0,1.0
Gaia-4,1.0,209.5063762,31.6954898,1.503,1.0,11.908777,2.34,1.4574860236392392e+18,1.0,1.0
Gaia-5,1.0,302.0408173,41.9415455,3.547,1.0,13.210625,3.84,2.0748158980416435e+18,1.0,1.0
Gl_378,1.0,150.5865513,48.0824515,0.914,0.0,9.273227,48.120000000000005,8.232287210673074e+17,0.0,0.0
Gl_410,1.0,165.6604212,21.9669164,1.122,0.0,8.811089,4.56,3.988689609004983e+18,0.0,0.0
Gl_49,1.0,15.6687321,62.3454386,1.036,0.0,8.671337,22.08,5.228633099649875e+17,0.0,0.0
Gl_686,1.0,264.4764878,18.5959509,1.121,0.0,8.74288,40.56,4.5507635265399557e+18,0.0,0.0
Gl_725_A,1.0,280.6834312,59.638109,1.008,0.0,7.854393,66.60000000000001,2.1548806167741317e+18,0.0,0.0
Gliese_12,1.0,3.9579137,13.5576175,1.198,0.0,11.399355,21.0,2.7680485647682565e+18,0.0,0.0
HAT-P-1,1.0,344.4453632,38.674919,0.922,0.0,10.18196,1.6199999999999999,1.9284317646276613e+18,0.0,0.0
HAT-P-11,1.0,297.7101763,48.0818635,0.948,0.0,9.158262,7.92,2.086512227851024e+18,0.0,0.0
HAT-P-12,1.0,209.3886452,43.49331,1.071,0.0,12.408207,4.26,1.4995147868911688e+18,0.0,0.0
HAT-P-13,1.0,129.8823772,47.3519076,1.125,0.0,10.418949,1.0799999999999998,1.0145208263535771e+18,0.0,0.0
HAT-P-14,1.0,260.1161719,38.2421682,0.844,0.0,9.877845,0.24,1.3404976084867425e+18,0.0,0.0
HAT-P-15,1.0,66.248142,39.460602,0.925,0.0,11.716202,0.48,1.7949826682904166e+17,0.0,0.0
HAT-P-16,1.0,9.5730343,42.4630961,0.833,0.0,10.758675,0.6599999999999999,3.815923136483872e+17,0.0,0.0
HAT-P-17,1.0,324.5359781,30.4881882,1.239,0.0,10.278542,4.5,1.849786481032617e+18,0.0,0.0
HAT-P-18,1.0,256.346376,33.0123251,0.987,0.0,12.358197,1.2,1.3345738177933624e+18,0.0,0.0
HAT-P-19,1.0,9.5165832,34.7114025,1.004,0.0,12.545546,1.26,3.654266795168165e+17,0.0,0.0
HAT-P-2,1.0,245.1514324,41.0479601,0.917,0.0,8.608558,0.8999999999999999,1.3808256677687421e+18,0.0,0.0
HAT-P-20,1.0,111.9164295,24.3361185,1.159,0.0,10.990832,2.88,8.699134350265147e+17,0.0,0.0
HAT-P-21,1.0,171.2749348,41.0280207,1.108,0.0,11.557181,0.42,7.706226516591077e+17,0.0,0.0
HAT-P-22,1.0,155.6814593,50.1287115,1.095,0.0,9.525489,2.6399999999999997,8.469466299875272e+17,0.0,0.0
HAT-P-23,1.0,306.1239076,16.7621462,0.86,0.0,12.162349,0.42,1.808938730710634e+18,0.0,0.0
HAT-P-24,1.0,108.8251171,14.2626064,0.774,0.0,11.632562,0.24,3.1673230526183695e+18,0.0,0.0
HAT-P-25,1.0,48.4354731,25.1973548,0.898,0.0,12.832714,0.5399999999999999,1.1132260167241971e+17,0.0,0.0
HAT-P-26,1.0,213.1565508,4.0594175,1.044,0.0,11.461785,4.4399999999999995,3.66803634864158e+18,0.0,0.0
HAT-P-27,1.0,222.7673221,5.9473626,1.152,0.0,11.955731,0.84,1.159336403336464e+18,0.0,0.0
HAT-P-28,1.0,13.0009159,34.728402,0.995,0.0,12.860381,0.7799999999999999,3.637028170833912e+17,0.0,0.0
HAT-P-29,1.0,33.1310921,51.7787754,1.02,0.0,11.727677,0.3,3.590584413148385e+17,0.0,0.0
HAT-P-3,1.0,206.0940142,48.028565,0.948,0.0,11.278651,0.8999999999999999,1.5101915945529687e+18,0.0,0.0
HAT-P-30,1.0,123.9498431,5.8368669,0.724,0.0,10.304191,0.8999999999999999,3.096441729861716e+18,0.0,0.0
HAT-P-31,1.0,271.5376722,26.4266061,0.961,0.0,11.448122,0.48,4.5830048152396503e+18,0.0,0.0
HAT-P-32,1.0,31.0427614,46.6878512,0.776,0.0,11.129302,0.3,3.563482868862303e+17,0.0,0.0
HAT-P-33,1.0,113.1842383,33.8350214,1.02,0.0,11.024397,0.06,8.935509421587768e+17,0.0,0.0
HAT-P-34,1.0,303.1954355,18.1047776,0.984,0.0,10.199554,0.6599999999999999,1.8102187340588216e+18,0.0,0.0
HAT-P-35,1.0,123.250703,4.7870288,1.217,0.0,12.273411,0.36,3.0947330887930184e+18,0.0,0.0
HAT-P-36,1.0,188.2662048,44.9153672,0.939,0.0,12.085042,0.42,1.54153220713325e+18,0.0,0.0
HAT-P-37,1.0,284.2960393,51.2691212,1.026,0.0,13.252269,0.12,2.1339468430943788e+18,0.0,0.0
HAT-P-38,1.0,35.3834942,32.2460441,1.003,0.0,12.294833,1.5599999999999998,3.2488922769329856e+17,0.0,0.0
HAT-P-39,1.0,113.7582526,17.8300283,1.05,0.0,12.220511,0.24,3.169391577586325e+18,0.0,0.0
HAT-P-4,1.0,229.99122,36.229545,1.102,0.0,11.062769,0.96,1.291120362349158e+18,0.0,0.0
HAT-P-40,1.0,335.5129199,45.4573423,1.06,0.0,11.414824,0.36,1.962153854973972e+18,0.0,0.0
HAT-P-41,1.0,297.3226523,4.6724124,0.985,0.0,10.94028,0.24,4.2904150816536535e+18,0.0,0.0
HAT-P-42,1.0,135.3443583,6.0970828,1.364,0.0,11.993416,1.02,5.834556047611668e+17,0.0,0.0
HAT-P-43,1.0,128.9256885,10.2065866,0.865,0.0,13.205524,0.48,6.01321985813952e+17,0.0,0.0
HAT-P-44,1.0,213.1438604,47.0147826,1.093,0.0,12.963092,0.96,1.5061591700174618e+18,0.0,0.0
HAT-P-45,1.0,274.3732697,-3.3810594,1.051,0.0,12.391885,0.24,4.2705475207062753e+18,0.0,0.0
HAT-P-46,1.0,270.4441831,-2.97098,1.126,0.0,11.677935,0.18,4.1775608946335027e+18,0.0,0.0
HAT-P-49,1.0,305.4413294,26.6926759,0.964,0.0,10.210516,0.3,1.8358427494652262e+18,0.0,0.0
HAT-P-5,1.0,274.4055335,36.6214617,0.915,0.0,11.815647,0.42,4.60603016927292e+18,0.0,0.0
HAT-P-50,1.0,118.0634379,12.1393474,1.921,0.0,11.677714,0.42,3.151961363348863e+18,0.0,1.0
HAT-P-51,1.0,21.0651251,32.8107,1.006,0.0,13.271101,0.5399999999999999,3.1670632285770496e+17,0.0,0.0
HAT-P-52,1.0,42.7217412,29.0222492,1.07,0.0,13.775227,0.96,1.2862348585317043e+17,0.0,0.0
HAT-P-53,1.0,21.8711012,38.9681137,1.513,0.0,13.509504,0.06,3.2338688249298214e+17,0.0,1.0
HAT-P-54,1.0,99.8979924,25.4824005,1.041,0.0,13.004827,0.96,3.3832982275792804e+18,0.0,0.0
HAT-P-55,1.0,264.2735096,25.7311468,0.96,0.0,13.08317,0.3,4.593808272896243e+18,0.0,0.0
HAT-P-56,1.0,100.8480137,27.2521823,0.861,0.0,10.824878,0.72,3.3857772869992407e+18,0.0,0.0
HAT-P-57,1.0,274.743418,10.5971968,1.166,0.0,10.426539,0.42,4.4836408155700905e+18,0.0,0.0
HAT-P-58,1.0,68.8465093,56.8682691,2.632,0.0,12.716509,0.48,2.7749361504474138e+17,0.0,1.0
HAT-P-59,1.0,292.4588212,62.5291892,0.839,0.0,11.672072,0.6599999999999999,2.2417432035997276e+18,0.0,0.0
HAT-P-6,1.0,354.7740917,42.4659866,1.265,0.0,10.31066,0.6,1.925321658551399e+18,0.0,0.0
HAT-P-60,1.0,28.2825719,52.0539209,1.076,0.0,9.570727,0.7799999999999999,3.596781879137604e+17,0.0,0.0
HAT-P-61,1.0,75.4801665,50.1311784,0.991,0.0,12.929351,0.72,2.565801823313993e+17,0.0,0.0
HAT-P-62,1.0,74.5043816,48.3008551,0.908,0.0,12.424999,1.38,2.5539714217984422e+17,0.0,0.0
HAT-P-63,1.0,269.5720695,5.7613709,1.0,0.0,13.498436,0.42,4.4746443322504397e+18,0.0,0.0
HAT-P-64,1.0,68.9743955,2.4312732,0.969,0.0,12.61038,0.24,3.279418602369232e+18,0.0,0.0
HAT-P-65,1.0,315.9054895,11.9893675,1.248,0.0,12.981092,0.24,1.7573028815262505e+18,0.0,0.0
HAT-P-66,1.0,150.5726262,53.9508237,0.961,0.0,12.878518,0.5399999999999999,8.526088743514348e+17,0.0,0.0
HAT-P-67,1.0,256.6107279,44.7768849,0.829,0.0,9.979286,0.6,1.3586149831313393e+18,0.0,0.0
HAT-P-68,1.0,118.4831501,23.9382192,1.04,0.0,13.530042,0.72,6.754430539405338e+17,0.0,0.0
HAT-P-69,1.0,130.5056385,3.7105662,0.991,0.0,9.777479,0.12,3.0801041853671025e+18,0.0,0.0
HAT-P-7,1.0,292.24719,47.9695429,0.977,0.0,10.367682,0.6,2.129256395211984e+18,0.0,0.0
HAT-P-70,1.0,74.5523332,9.9979794,0.949,0.0,9.458499,0.18,3.291455819447953e+18,0.0,0.0
HAT-P-8,1.0,343.0414932,35.4471778,1.021,0.0,10.15379,2.28,1.8915075528264858e+18,0.0,0.0
HAT-P-9,1.0,110.1685157,37.1405946,1.072,0.0,12.146357,0.48,8.981300301314436e+17,0.0,0.0
HATS-1,1.0,175.5252399,-23.3548451,0.97,0.0,11.926996,0.6,3.5400186335687834e+18,0.0,0.0
HATS-10,1.0,294.3068385,-22.2044872,1.163,0.0,12.974145,0.18,6.771939433131924e+18,0.0,0.0
HATS-11,1.0,289.4007603,-22.3900092,1.086,0.0,13.822126,0.6,6.771149120491233e+18,0.0,0.0
HATS-12,1.0,289.202402,-19.3559227,13.095,0.0,12.709743,0.12,4.0838401426958034e+18,0.0,1.0
HATS-13,1.0,316.9614798,-26.0967205,0.984,0.0,13.668406,0.3,6.803000980210857e+18,0.0,0.0
HATS-14,1.0,313.2154754,-25.6873756,0.981,0.0,13.760739,0.3,6.805149288493408e+18,0.0,0.0
HATS-15,1.0,311.0920041,-19.4375266,2.337,0.0,14.641256,0.5399999999999999,6.858088299469303e+18,0.0,1.0
HATS-16,1.0,358.5588439,-30.0130385,1.108,0.0,13.672186,0.6,2.327000400367098e+18,0.0,0.0
HATS-17,1.0,192.1895676,-47.6136789,0.943,0.0,12.207614,0.96,6.127982342061605e+18,0.0,0.0
HATS-18,1.0,173.9574203,-29.1560639,1.016,0.0,13.866311,0.18,3.4836362957731174e+18,0.0,0.0
HATS-2,1.0,176.7388264,-22.5630097,1.059,0.0,13.332151,1.38,3.4925020016232376e+18,0.0,0.0
HATS-22,1.0,174.0098693,-29.5433642,0.873,0.0,13.111261,0.7799999999999999,3.483606402800186e+18,0.0,0.0
HATS-23,1.0,286.36675,-50.0673496,1.03,0.0,13.742255,0.24,6.657994706683397e+18,0.0,0.0
HATS-24,1.0,268.8907069,-61.7474,0.963,0.0,12.676908,0.5399999999999999,5.911182735242699e+18,0.0,0.0
HATS-25,1.0,207.9076746,-23.7812403,0.885,0.0,12.926607,0.72,6.287125101007614e+18,0.0,0.0
HATS-26,1.0,144.9268593,-28.5856004,0.897,1.0,12.827957,0.12,5.656896924435896e+18,1.0,0.0
HATS-27,1.0,193.5524603,-46.5877159,1.076,0.0,12.66483,0.42,6.134228079203074e+18,0.0,0.0
HATS-28,1.0,284.3997616,-49.1385126,0.955,0.0,13.77954,0.36,6.661242835829891e+18,0.0,0.0
HATS-29,1.0,285.0965172,-54.8933408,1.038,0.0,12.448839,1.14,6.638230431120194e+18,0.0,0.0
HATS-3,1.0,312.4574879,-24.4286938,1.052,0.0,11.882881,0.5399999999999999,6.805886373600546e+18,0.0,0.0
HATS-30,1.0,5.618525,-59.9425892,0.935,0.0,12.073773,0.6599999999999999,4.906145613282734e+18,0.0,0.0
HATS-31,1.0,191.7028214,-24.4273897,0.894,0.0,12.945907,0.06,3.498553232585635e+18,0.0,0.0
HATS-32,1.0,346.0750861,-21.2720168,1.032,0.0,14.204457,0.6,2.3982277944059817e+18,0.0,0.0
HATS-33,1.0,294.6336944,-55.3302692,1.096,0.0,11.712018,1.2,6.640975950310073e+18,0.0,0.0
HATS-34,1.0,0.7744866,-62.4693167,1.036,0.0,13.666666,0.18,4.904523077718047e+18,0.0,0.0
HATS-35,1.0,296.688442,-63.5656488,1.004,0.0,12.447877,0.72,6.441034841743468e+18,0.0,0.0
HATS-36,1.0,291.4787013,-23.2028183,1.022,0.0,14.221836,0.24,6.771542097119293e+18,0.0,0.0
HATS-37_A,1.0,199.80183,-22.9868431,3.961,0.0,11.989911,0.6599999999999999,6.194574671813047e+18,0.0,1.0
HATS-38,1.0,154.2710615,-25.2762982,1.111,0.0,12.268534,0.6599999999999999,5.472386851683941e+18,0.0,0.0
HATS-39,1.0,112.4192251,-29.9379163,4.555,0.0,12.648209,0.18,5.605481703444311e+18,0.0,1.0
HATS-4,1.0,94.1120914,-22.5468824,1.1,0.0,13.273405,0.06,2.937583121652952e+18,0.0,0.0
HATS-40,1.0,100.5712467,-29.77678,1.031,0.0,13.272244,0.24,2.894378838731536e+18,0.0,0.0
HATS-41,1.0,103.5173558,-27.0504156,1.035,0.0,12.578687,0.12,2.9191510805243914e+18,0.0,0.0
HATS-42,1.0,108.4523991,-33.4373462,1.027,0.0,13.549922,0.12,5.603100779728361e+18,0.0,0.0
HATS-43,1.0,80.5382418,-30.9708179,1.039,0.0,13.385805,0.3,2.9059834667055217e+18,0.0,0.0
HATS-44,1.0,84.3267559,-27.9725758,1.02,0.0,14.147024,0.06,2.907577758566409e+18,0.0,0.0
HATS-45,1.0,101.9942455,-21.9107112,0.957,0.0,13.2253,0.12,2.9260390054800635e+18,0.0,0.0
HATS-46,1.0,6.7026401,-56.3161021,0.999,0.0,13.515613,0.6599999999999999,4.919771654727611e+18,0.0,0.0
HATS-47,1.0,287.4844021,-49.6649424,1.005,0.0,14.387762,0.18,6.658373007402886e+18,0.0,0.0
HATS-48_A,1.0,288.6720048,-59.5793505,1.208,0.0,13.88092,0.18,6.638412919991751e+18,0.0,0.0
HATS-49,1.0,6.6135927,-56.3442798,1.036,0.0,14.530975,1.3199999999999998,4.919770108539386e+18,0.0,0.0
HATS-5,1.0,67.2228465,-21.4820568,0.98,0.0,12.420038,0.6599999999999999,4.899428146994061e+18,0.0,0.0
HATS-50,1.0,300.4280761,-26.077564,1.049,0.0,13.882425,0.24,6.850309426503756e+18,0.0,0.0
HATS-51,1.0,102.8474248,-29.0586551,0.9,0.0,12.320423,0.5399999999999999,5.608644895310999e+18,0.0,0.0
HATS-52,1.0,140.0875894,-31.2692116,0.986,0.0,13.614754,0.8999999999999999,5.631530950664938e+18,0.0,0.0
HATS-53,1.0,176.628323,-33.8600764,1.056,0.0,13.64414,1.0799999999999998,3.465357945752055e+18,0.0,0.0
HATS-54,1.0,200.6348641,-44.6888393,0.963,0.0,13.762141,0.24,6.087996849371141e+18,0.0,0.0
HATS-55,1.0,114.2833819,-32.7554188,0.913,0.0,13.336108,0.18,5.592019557950034e+18,0.0,0.0
HATS-56,1.0,180.165072,-45.7994559,2.211,0.0,11.486573,0.3,6.144125887169672e+18,0.0,1.0
HATS-57,1.0,60.9482779,-19.0568182,0.98,0.0,12.17502,0.5399999999999999,5.094406193214399e+18,0.0,0.0
HATS-59,1.0,170.324325,-22.388177,0.971,0.0,13.774706,0.72,3.5382567692642765e+18,0.0,0.0
HATS-6,1.0,88.1468079,-19.0316268,1.077,0.0,14.344855,0.24,2.9666805973687506e+18,0.0,0.0
HATS-60,1.0,341.3640336,-14.9917747,1.171,0.0,12.493703,0.18,2.596986648798062e+18,0.0,0.0
HATS-61,1.0,61.6578005,-25.3496674,1.034,0.0,13.055236,0.3,4.890849134501996e+18,0.0,0.0
HATS-62,1.0,312.4493079,-24.303506,0.99,0.0,13.820241,0.24,6.806639397331208e+18,0.0,0.0
HATS-63,1.0,67.418582,-28.1972149,0.955,0.0,13.708428,0.5399999999999999,4.891362198412001e+18,0.0,0.0
HATS-64,1.0,144.2876092,-29.800444,0.969,0.0,12.824767,0.12,5.632704511826798e+18,0.0,0.0
HATS-65,1.0,292.9397825,-26.7402021,0.907,0.0,12.370637,0.12,6.766134630213145e+18,0.0,0.0
HATS-66,1.0,101.3948048,-33.8816918,1.034,0.0,13.994758,0.12,5.582647836223844e+18,0.0,0.0
HATS-67,1.0,180.2087883,-46.1364201,0.939,0.0,13.548004,0.18,6.144060260072337e+18,0.0,0.0
HATS-68,1.0,15.006077,-58.9047242,0.968,0.0,12.155086,0.72,4.904279261014268e+18,0.0,0.0
HATS-69,1.0,289.2974275,-60.8917599,0.94,0.0,13.752337,0.6,6.445881974332226e+18,0.0,0.0
HATS-7,1.0,208.8567465,-21.2078587,0.975,0.0,13.037702,1.68,6.288858347945926e+18,0.0,0.0
HATS-70,1.0,109.1045212,-31.2443947,0.982,0.0,12.573766,0.12,5.605119586158973e+18,0.0,0.0
HATS-71,1.0,15.5518893,-61.7561333,1.069,0.0,15.326511,2.52,4.710594412266148e+18,0.0,0.0
HATS-72,1.0,339.0258401,-17.0003046,1.115,0.0,12.06462,4.140000000000001,2.594869603582994e+18,0.0,0.0
HATS-74_A,1.0,171.0147921,-19.5569588,1.005,0.0,15.970642,1.68,3.5456535619421225e+18,0.0,0.0
HATS-75,1.0,60.9493919,-25.4089214,1.102,0.0,14.882808,0.42,5.082914338199587e+18,0.0,0.0
HATS-76,1.0,70.3397665,-32.3204175,0.967,0.0,15.77563,1.14,4.877426575724467e+18,0.0,0.0
HATS-77,1.0,149.8236672,-27.3928174,0.993,0.0,15.716944,0.7799999999999999,5.466556141521711e+18,0.0,0.0
HATS-8,1.0,294.9416887,-25.7483655,0.904,0.0,14.324947,0.3,6.767008363999712e+18,0.0,0.0
HATS-9,1.0,290.8101704,-20.1663771,0.889,0.0,13.087204,0.36,4.0831596437692334e+18,0.0,0.0
HD_100508,1.0,173.3014057,-67.0546386,0.96,0.0,7.538828,8.52,5.23662386477065e+18,0.0,0.0
HD_100546,1.0,173.3555116,-70.1947897,1.298,0.0,6.685849,1.14,5.233604915060521e+18,0.0,0.0
HD_100655,1.0,173.7653631,20.441541,1.18,0.0,6.190767,1.7999999999999998,3.979226627820659e+18,0.0,0.0
HD_100777,1.0,173.9646303,-4.7555425,1.1,0.0,8.250434,1.14,3.786035184916139e+18,0.0,0.0
HD_10180,1.0,24.4731133,-60.5114881,0.937,0.0,7.18787,0.48,4.716158250340259e+18,0.0,0.0
HD_101930,1.0,175.875608,-58.0053798,0.931,0.0,7.977684,10.5,5.341787994441795e+18,0.0,0.0
HD_102117,1.0,176.2097267,-58.7040134,0.896,0.0,7.295784,2.82,5.341673851394298e+18,0.0,0.0
HD_102195,1.0,176.4254063,2.8209912,0.961,0.0,7.859468,6.6,3.7996269353417964e+18,0.0,0.0
HD_102272,1.0,176.5980316,14.1240201,1.06,0.0,8.416046,0.3,3.923915248709126e+18,0.0,0.0
HD_102329,1.0,176.6941567,3.4742143,0.997,0.0,7.593672,1.5,3.8959481010125793e+18,0.0,0.0
HD_102843,1.0,177.5854673,-1.2522989,0.931,0.0,9.056437,12.180000000000001,3.7945013557311263e+18,0.0,0.0
HD_102888,1.0,177.6545263,-27.2779074,0.889,0.0,6.233301,2.46,3.487277912642549e+18,0.0,0.0
HD_102956,1.0,177.8436988,57.6406584,1.03,0.0,7.618797,0.6,8.453351582560836e+17,0.0,0.0
HD_103197,1.0,178.2201971,-50.2927911,1.016,0.0,9.171616,2.46,5.370827127297364e+18,0.0,0.0
HD_103720,1.0,179.1713308,-2.7791393,1.01,0.0,9.229566,2.34,3.6019127200758917e+18,0.0,0.0
HD_103774,1.0,179.2310729,-12.1079951,0.956,0.0,7.025564,3.7800000000000002,3.5749073057492506e+18,0.0,0.0
HD_103891,1.0,179.4382907,-8.5486195,0.979,0.0,6.445497,3.3,3.594183153334105e+18,0.0,0.0
HD_103949,1.0,179.5479558,-23.9241221,1.023,0.0,8.395065,5.3999999999999995,3.492633633781166e+18,0.0,0.0
HD_104067,1.0,179.7923543,-20.3556058,0.981,0.0,7.632171,13.38,3.4946779007748383e+18,0.0,0.0
HD_10442,1.0,25.471524,2.7044193,1.029,0.0,7.591361,0.72,2.56031185433792e+18,0.0,0.0
HD_104985,1.0,181.3157854,76.9053359,0.887,0.0,5.501072,5.22,1.6931591942266002e+18,0.0,0.0
HD_105618,1.0,182.4021288,11.2115695,0.96,0.0,8.476947,3.1199999999999997,3.906803888551408e+18,0.0,0.0
HD_105779,1.0,182.6612053,-16.9564908,1.041,0.0,8.499962,7.199999999999999,3.56760218485303e+18,0.0,0.0
HD_106252,1.0,183.3730583,10.0404302,1.111,0.0,7.277399,8.4,3.9056030543481416e+18,0.0,0.0
HD_106270,1.0,183.4049258,-9.5135645,1.093,0.0,7.409839,3.2399999999999998,3.581292685166589e+18,0.0,0.0
HD_106315,1.0,183.4724742,-0.3934357,0.937,0.0,8.895371,0.36,3.6983074198786504e+18,0.0,0.0
HD_10647,1.0,25.6233526,-53.7412852,0.875,0.0,5.383109,5.88,4.912580642524185e+18,0.0,0.0
HD_106515_A,1.0,183.7762699,-7.2575413,0.972,0.0,7.788456,7.68,3.584074376569429e+18,0.0,0.0
HD_106906,1.0,184.4713308,-55.9755805,0.919,0.0,7.699254,1.26,6.072902994276659e+18,0.0,0.0
HD_10697,1.0,26.2324076,20.0826974,1.303,0.0,6.109562,3.42,9.565201835391706e+16,0.0,0.0
HD_107148,1.0,184.8059773,-3.3199927,1.053,0.0,7.86449,2.1599999999999997,3.693358861640279e+18,0.0,0.0
HD_108147,1.0,186.4409852,-64.0223492,0.807,0.0,6.869072,5.76,6.053512007260866e+18,0.0,0.0
HD_108202,1.0,186.4613189,-1.1109233,1.142,0.0,9.785407,9.6,3.694842171545207e+18,0.0,0.0
HD_108236,1.0,186.5740627,-51.3630519,0.851,0.0,9.095598,2.5799999999999996,6.125644402384919e+18,0.0,0.0
HD_108341,1.0,186.8791724,-71.4224896,0.996,0.0,9.15044,4.98,5.84278221996041e+18,0.0,0.0
HD_108863,1.0,187.5826081,21.9480993,0.961,0.0,7.467149,2.46,3.9526924573054367e+18,0.0,0.0
HD_108874,1.0,187.6126029,22.8794399,1.058,0.0,8.584036,4.68,3.958951942642584e+18,0.0,0.0
HD_109246,1.0,188.027184,74.4893379,1.11,0.0,8.596648,5.34,1.6922670779794685e+18,0.0,0.0
HD_109271,1.0,188.397397,-11.6215204,0.923,0.0,7.889569,5.64,3.5781378427099e+18,0.0,0.0
HD_109286,1.0,188.3958418,7.2809064,1.135,0.0,8.626698,0.36,3.9023706963201193e+18,0.0,0.0
HD_109749,1.0,189.3173489,-40.8121458,0.982,0.0,8.037033,4.74,6.147000074988843e+18,0.0,0.0
HD_10975,1.0,27.1628025,37.9527542,0.912,0.0,5.677516,3.48,3.434496067415297e+17,0.0,0.0
HD_109833,1.0,189.7758591,-74.5740205,0.911,0.0,9.144801,1.5599999999999998,5.838450865699669e+18,0.0,0.0
HD_109988,1.0,189.8154662,-32.7263607,1.151,0.0,8.670022,2.34,6.160221740968693e+18,0.0,0.0
HD_110014,1.0,189.8111935,-7.9956702,0.949,0.0,4.300346,2.46,3.67609113460441e+18,0.0,0.0
HD_110067,1.0,189.8392243,20.0273377,0.943,0.0,8.184688,3.96,3.9484244967640806e+18,0.0,0.0
HD_110082,1.0,192.5892855,-88.1211107,1.059,0.0,9.122133,0.7799999999999999,5.765748511163752e+18,0.0,0.0
HD_110113,1.0,190.0365636,-44.3120777,1.012,0.0,9.914842,0.42,6.133384959942132e+18,0.0,0.0
HD_11112,1.0,27.0881399,-41.4944106,1.063,0.0,6.982154,13.2,4.959271163279358e+18,0.0,0.0
HD_111232,1.0,192.2159553,-68.4246679,1.244,1.0,7.419252,3.48,5.855730584310531e+18,1.0,0.0
HD_111591,1.0,192.5725483,22.8631285,2.414,0.0,6.163295,3.66,3.95525734305473e+18,0.0,1.0
HD_111998,1.0,193.2953521,-3.5531133,1.125,0.0,6.002443,7.86,3.6792425754478264e+18,0.0,0.0
HD_112570,1.0,194.2824262,46.1765638,0.915,0.0,5.831029,1.6199999999999999,1.530780980576364e+18,0.0,0.0
HD_112640,1.0,194.2415171,67.2429122,1.035,0.0,6.081607,0.6599999999999999,1.6791871158565665e+18,0.0,0.0
HD_113337,1.0,195.4438496,63.610328,1.075,0.0,5.916535,5.279999999999999,1.6762823779347727e+18,0.0,0.0
HD_113538,1.0,196.233933,-52.4463502,1.007,0.0,8.445794,33.540000000000006,6.080301367488385e+18,0.0,0.0
HD_113996,1.0,196.794874,27.6244384,1.502,0.0,4.212999,2.34,1.4608765739024835e+18,0.0,1.0
HD_114082,1.0,197.3171237,-60.3084347,0.944,0.0,8.106044,1.3199999999999998,6.055854551117477e+18,0.0,0.0
HD_114386,1.0,197.6652124,-35.0561807,1.021,0.0,8.428951,10.559999999999999,6.16697157413285e+18,0.0,0.0
HD_114729,1.0,198.1833997,-31.8746756,0.947,0.0,6.531333,11.04,6.180035765135232e+18,0.0,0.0
HD_114783,1.0,198.1818436,-2.2649921,1.056,0.0,7.330857,4.140000000000001,3.684934540986188e+18,0.0,0.0
HD_11505,1.0,28.2750265,-1.3284416,1.02,0.0,7.271449,11.88,2.5058251776664305e+18,0.0,0.0
HD_11506,1.0,28.2106607,-19.507396,0.917,0.0,7.387888,3.0,5.137855525488933e+18,0.0,0.0
HD_115404_A,1.0,199.2155793,17.0160384,0.952,0.0,6.297682,20.639999999999997,3.936909723803146e+18,0.0,0.0
HD_115954,1.0,199.9853694,38.3691383,0.913,0.0,8.197893,2.34,1.4764077941203395e+18,0.0,0.0
HD_116029,1.0,200.1646905,24.6484725,1.063,0.0,7.621386,1.6199999999999999,1.4465845032878587e+18,0.0,0.0
HD_117207,1.0,202.3368806,-35.5713041,0.97,0.0,7.093907,6.54,6.166183842771027e+18,0.0,0.0
HD_11755,1.0,29.707836,73.1521372,0.965,0.0,6.474594,2.46,5.5850452913023514e+17,0.0,0.0
HD_117618,1.0,203.1066418,-47.2719049,0.884,0.0,7.037782,3.84,6.0838607615059e+18,0.0,0.0
