host,n_original,n_after_quality,n_after_outliers,n_final,pct_removed,pre_norm_median_flux,flux_source
TIC_123106490,17769,15685,15685,15685,11.728290843604029,5144.468,pdcsap_flux
TIC_127425841,1097,854,833,833,24.065633546034636,18406.605,pdcsap_flux
TIC_124095888,18091,17396,17396,17396,3.84168923774253,4171.4343,pdcsap_flux
TIC_125894957,17331,16817,16817,16817,2.965783855519011,9360.081,pdcsap_flux
TIC_124543547,17458,17458,17442,17442,0.0916485278955159,9258.215,pdcsap_flux
TIC_126733133,13363,13071,13071,13071,2.1851380677991417,15999.601,pdcsap_flux
TIC_127315102,15905,11698,11660,11660,26.689720213769252,66838.23000000001,pdcsap_flux
TIC_127476180,17768,15779,15779,15779,11.19428185502026,11857.369,pdcsap_flux
TIC_127793615,18468,18227,17887,17887,3.145982239549494,6555.918,pdcsap_flux
TIC_129539786,1116,921,921,921,17.47311827956989,32929.492,pdcsap_flux
TIC_128463355,17356,16846,16672,16672,3.9410002304678504,14075.274,pdcsap_flux
TIC_129107501,17330,17330,16799,16799,3.0640507789959637,4072.9927,pdcsap_flux
TIC_128501004,19611,19611,19176,19176,2.2181428789964763,19673.767,pdcsap_flux
TIC_129432342,10067,7780,7780,7780,22.71779080162909,6943.127,pdcsap_flux
TIC_13023738,16819,14723,14723,14723,12.46209643855164,2096.249,pdcsap_flux
TIC_129881395,17768,15881,15881,15881,10.620216118865375,560.185,pdcsap_flux
TIC_130191319,17768,15835,15835,15835,10.879108509680323,2325.7378,pdcsap_flux
TIC_131081852,16536,14992,14664,14664,11.32075471698113,17192.961499999998,pdcsap_flux
TIC_130611752,17766,15622,15622,15622,12.06799504671845,1300.62355,pdcsap_flux
TIC_132320310,1086,1086,1086,1086,0.0,6305.1185000000005,pdcsap_flux
TIC_131419878,16342,16342,16342,16342,0.0,48297.1475,pdcsap_flux
TIC_131581522,17770,15870,15870,15870,10.692177827799664,797.610625,pdcsap_flux
TIC_131581531,19433,19433,19433,19433,0.0,2381.0938,pdcsap_flux
TIC_132534906,17771,15715,15715,15715,11.569410837881945,1665.324,pdcsap_flux
